Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	21.0	24.0	150	15000	watpip1	Water Pipit	0.7516
2	Spectrogram 1	1	30.0	33.0	150	15000	watpip1	Water Pipit	0.9145
3	Spectrogram 1	1	33.0	36.0	150	15000	watpip1	Water Pipit	0.9583
4	Spectrogram 1	1	36.0	39.0	150	15000	watpip1	Water Pipit	0.8705
5	Spectrogram 1	1	39.0	42.0	150	15000	watpip1	Water Pipit	0.7273
6	Spectrogram 1	1	45.0	48.0	150	15000	watpip1	Water Pipit	0.8764
7	Spectrogram 1	1	48.0	51.0	150	15000	watpip1	Water Pipit	0.3015
8	Spectrogram 1	1	51.0	54.0	150	15000	watpip1	Water Pipit	0.7186
9	Spectrogram 1	1	54.0	57.0	150	15000	watpip1	Water Pipit	0.9869
10	Spectrogram 1	1	57.0	60.0	150	15000	watpip1	Water Pipit	0.9626
