Turdus merula_Eurasian Blackbird
Apus apus_Common Swift
Fringilla coelebs_Common Chaffinch
Hirundo rustica_Barn Swallow
Columba palumbus_Common Wood-Pigeon
Sylvia atricapilla_Eurasian Blackcap
Passer domesticus_House Sparrow
Corvus corone_Carrion Crow
Pica pica_Eurasian Magpie
Parus major_Great Tit
Carduelis carduelis_European Goldfinch
Serinus serinus_European Serin
Milvus migrans_Black Kite
Streptopelia decaocto_Eurasian Collared-Dove
Phoenicurus ochruros_Black Redstart
Erithacus rubecula_European Robin
Delichon urbicum_Common House-Martin
Luscinia megarhynchos_Common Nightingale
Gyps fulvus_Eurasian Griffon
Cuculus canorus_Common Cuckoo
Cyanistes caeruleus_Eurasian Blue Tit
Garrulus glandarius_Eurasian Jay
Motacilla alba_White Wagtail
Chloris chloris_European Greenfinch
Troglodytes troglodytes_Eurasian Wren
Emberiza cirlus_Cirl Bunting
Falco tinnunculus_Eurasian Kestrel
Columba livia_Rock Pigeon
Oriolus oriolus_Eurasian Golden Oriole
Buteo buteo_Common Buzzard
Sturnus vulgaris_European Starling
Phylloscopus bonelli_Western Bonelli's Warbler
Anas platyrhynchos_Mallard
Linaria cannabina_Eurasian Linnet
Periparus ater_Coal Tit
Merops apiaster_European Bee-eater
Larus michahellis_Yellow-legged Gull
Hippolais polyglotta_Melodious Warbler
Saxicola rubicola_European Stonechat
Certhia brachydactyla_Short-toed Treecreeper
Upupa epops_Eurasian Hoopoe
Ardea cinerea_Gray Heron
Ptyonoprogne rupestris_Eurasian Crag-Martin
Dendrocopos major_Great Spotted Woodpecker
Emberiza calandra_Corn Bunting
Streptopelia turtur_European Turtle-Dove
Picus viridis_Eurasian Green Woodpecker
Regulus ignicapilla_Common Firecrest
Corvus corax_Common Raven
Aegithalos caudatus_Long-tailed Tit
Cettia cetti_Cetti's Warbler
Turdus viscivorus_Mistle Thrush
Pyrrhocorax pyrrhocorax_Red-billed Chough
Lullula arborea_Wood Lark
Sitta europaea_Eurasian Nuthatch
Turdus philomelos_Song Thrush
Galerida cristata_Crested Lark
Alauda arvensis_Eurasian Skylark
Phylloscopus collybita_Common Chiffchaff
Petronia petronia_Rock Sparrow
Curruca melanocephala_Sardinian Warbler
Egretta garzetta_Little Egret
Fulica atra_Eurasian Coot
Lophophanes cristatus_Crested Tit
Phalacrocorax carbo_Great Cormorant
Curruca communis_Greater Whitethroat
Cisticola juncidis_Zitting Cisticola
Milvus milvus_Red Kite
Gallinula chloropus_Eurasian Moorhen
Circaetus gallicus_Short-toed Snake-Eagle
Oenanthe oenanthe_Northern Wheatear
Phoenicurus phoenicurus_Common Redstart
Picus sharpei_Iberian Green Woodpecker
Ciconia ciconia_White Stork
Hieraaetus pennatus_Booted Eagle
Carduelis citrinella_Citril Finch
Corvus monedula_Eurasian Jackdaw
Lanius collurio_Red-backed Shrike
Motacilla flava_Western Yellow Wagtail
Circus aeruginosus_Eurasian Marsh-Harrier
Sturnus unicolor_Spotless Starling
Himantopus himantopus_Black-winged Stilt
Motacilla cinerea_Gray Wagtail
Curruca iberiae_Western Subalpine Warbler
Lanius senator_Woodchat Shrike
Chroicocephalus ridibundus_Black-headed Gull
Prunella modularis_Dunnock
Emberiza cia_Rock Bunting
Alectoris rufa_Red-legged Partridge
Acrocephalus scirpaceus_Eurasian Reed Warbler
Bubulcus ibis_Cattle Egret
Acrocephalus arundinaceus_Great Reed Warbler
Podiceps cristatus_Great Crested Grebe
Emberiza citrinella_Yellowhammer
Anthus trivialis_Tree Pipit
Muscicapa striata_Spotted Flycatcher
Coturnix coturnix_Common Quail
Pernis apivorus_European Honey-buzzard
Passer montanus_Eurasian Tree Sparrow
Sterna hirundo_Common Tern
Ardea purpurea_Purple Heron
Tachybaptus ruficollis_Little Grebe
Charadrius dubius_Little Ringed Plover
Sylvia borin_Garden Warbler
Tadorna tadorna_Common Shelduck
Apus melba_Alpine Swift
Falco subbuteo_Eurasian Hobby
Curruca undata_Dartford Warbler
Riparia riparia_Bank Swallow
Pyrrhula pyrrhula_Eurasian Bullfinch
Actitis hypoleucos_Common Sandpiper
Recurvirostra avosetta_Pied Avocet
Netta rufina_Red-crested Pochard
Circus pygargus_Montagu's Harrier
Anthus campestris_Tawny Pipit
Poecile palustris_Marsh Tit
Pyrrhocorax graculus_Yellow-billed Chough
Galerida theklae_Thekla's Lark
Saxicola rubetra_Whinchat
Cinclus cinclus_White-throated Dipper
Aquila chrysaetos_Golden Eagle
Accipiter nisus_Eurasian Sparrowhawk
Aythya ferina_Common Pochard
