Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	0	3.0	150	15000	winwre4	Eurasian Wren	0.4535
2	Spectrogram 1	1	0	3.0	150	15000	firecr1	Common Firecrest	0.1856
3	Spectrogram 1	1	0	3.0	150	15000	eugwoo2	Eurasian Green Woodpecker	0.1786
4	Spectrogram 1	1	0	3.0	150	15000	blackc1	Eurasian Blackcap	0.1775
5	Spectrogram 1	1	0	3.0	150	15000	webwar1	Western Bonelli's Warbler	0.1470
6	Spectrogram 1	1	0	3.0	150	15000	comcuc	Common Cuckoo	0.1233
7	Spectrogram 1	1	0	3.0	150	15000	comred2	Common Redstart	0.1186
8	Spectrogram 1	1	0	3.0	150	15000	eugori2	Eurasian Golden Oriole	0.1154
9	Spectrogram 1	1	0	3.0	150	15000	melwar1	Melodious Warbler	0.1139
10	Spectrogram 1	1	0	3.0	150	15000	yellow2	Yellowhammer	0.1118
11	Spectrogram 1	1	0	3.0	150	15000	martit2	Marsh Tit	0.1106
12	Spectrogram 1	1	0	3.0	150	15000	trepip	Tree Pipit	0.1065
13	Spectrogram 1	1	0	3.0	150	15000	grswoo	Great Spotted Woodpecker	0.1060
14	Spectrogram 1	1	0	3.0	150	15000	grewhi1	Greater Whitethroat	0.1014
15	Spectrogram 1	1	3.0	6.0	150	15000	spofly1	Spotted Flycatcher	0.2374
16	Spectrogram 1	1	3.0	6.0	150	15000	eupfly1	European Pied Flycatcher	0.1586
17	Spectrogram 1	1	3.0	6.0	150	15000	trepip	Tree Pipit	0.1510
18	Spectrogram 1	1	3.0	6.0	150	15000	eugwoo2	Eurasian Green Woodpecker	0.1238
19	Spectrogram 1	1	3.0	6.0	150	15000	lottit1	Long-tailed Tit	0.1192
20	Spectrogram 1	1	3.0	6.0	150	15000	misthr1	Mistle Thrush	0.1045
21	Spectrogram 1	1	3.0	6.0	150	15000	comred2	Common Redstart	0.1022
22	Spectrogram 1	1	6.0	9.0	150	15000	spofly1	Spotted Flycatcher	0.2025
23	Spectrogram 1	1	6.0	9.0	150	15000	eugwoo2	Eurasian Green Woodpecker	0.1469
24	Spectrogram 1	1	6.0	9.0	150	15000	webwar1	Western Bonelli's Warbler	0.1200
25	Spectrogram 1	1	6.0	9.0	150	15000	eupfly1	European Pied Flycatcher	0.1123
26	Spectrogram 1	1	6.0	9.0	150	15000	firecr1	Common Firecrest	0.1116
27	Spectrogram 1	1	9.0	12.0	150	15000	comcuc	Common Cuckoo	0.3481
28	Spectrogram 1	1	9.0	12.0	150	15000	eugwoo2	Eurasian Green Woodpecker	0.2420
29	Spectrogram 1	1	9.0	12.0	150	15000	eugori2	Eurasian Golden Oriole	0.1723
30	Spectrogram 1	1	9.0	12.0	150	15000	comchi1	Common Chiffchaff	0.1436
31	Spectrogram 1	1	9.0	12.0	150	15000	spofly1	Spotted Flycatcher	0.1340
32	Spectrogram 1	1	9.0	12.0	150	15000	grewhi1	Greater Whitethroat	0.1340
33	Spectrogram 1	1	9.0	12.0	150	15000	eupfly1	European Pied Flycatcher	0.1330
34	Spectrogram 1	1	9.0	12.0	150	15000	misthr1	Mistle Thrush	0.1187
35	Spectrogram 1	1	9.0	12.0	150	15000	webwar1	Western Bonelli's Warbler	0.1185
36	Spectrogram 1	1	9.0	12.0	150	15000	combuz1	Common Buzzard	0.1181
37	Spectrogram 1	1	9.0	12.0	150	15000	redkit1	Red Kite	0.1118
38	Spectrogram 1	1	9.0	12.0	150	15000	garwar1	Garden Warbler	0.1061
39	Spectrogram 1	1	9.0	12.0	150	15000	comred2	Common Redstart	0.1041
40	Spectrogram 1	1	9.0	12.0	150	15000	blackc1	Eurasian Blackcap	0.1035
41	Spectrogram 1	1	9.0	12.0	150	15000	wemhar1	Eurasian Marsh-Harrier	0.1000
42	Spectrogram 1	1	12.0	15.0	150	15000	comcuc	Common Cuckoo	0.5340
43	Spectrogram 1	1	12.0	15.0	150	15000	firecr1	Common Firecrest	0.1556
44	Spectrogram 1	1	12.0	15.0	150	15000	eugori2	Eurasian Golden Oriole	0.1314
45	Spectrogram 1	1	12.0	15.0	150	15000	blackc1	Eurasian Blackcap	0.1284
46	Spectrogram 1	1	12.0	15.0	150	15000	eugwoo2	Eurasian Green Woodpecker	0.1259
47	Spectrogram 1	1	12.0	15.0	150	15000	redkit1	Red Kite	0.1033
48	Spectrogram 1	1	15.0	18.0	150	15000	comcuc	Common Cuckoo	0.7267
49	Spectrogram 1	1	15.0	18.0	150	15000	spofly1	Spotted Flycatcher	0.4058
50	Spectrogram 1	1	15.0	18.0	150	15000	winwre4	Eurasian Wren	0.1948
51	Spectrogram 1	1	15.0	18.0	150	15000	firecr1	Common Firecrest	0.1697
52	Spectrogram 1	1	15.0	18.0	150	15000	eugwoo2	Eurasian Green Woodpecker	0.1443
53	Spectrogram 1	1	15.0	18.0	150	15000	shttre1	Short-toed Treecreeper	0.1434
54	Spectrogram 1	1	15.0	18.0	150	15000	webwar1	Western Bonelli's Warbler	0.1309
55	Spectrogram 1	1	15.0	18.0	150	15000	trepip	Tree Pipit	0.1299
56	Spectrogram 1	1	15.0	18.0	150	15000	eugori2	Eurasian Golden Oriole	0.1006
57	Spectrogram 1	1	18.0	21.0	150	15000	firecr1	Common Firecrest	0.5012
58	Spectrogram 1	1	18.0	21.0	150	15000	lottit1	Long-tailed Tit	0.1780
59	Spectrogram 1	1	18.0	21.0	150	15000	goldcr1	Goldcrest	0.1713
60	Spectrogram 1	1	18.0	21.0	150	15000	spofly1	Spotted Flycatcher	0.1100
61	Spectrogram 1	1	21.0	24.0	150	15000	blackc1	Eurasian Blackcap	0.2221
62	Spectrogram 1	1	21.0	24.0	150	15000	comchi1	Common Chiffchaff	0.1790
63	Spectrogram 1	1	21.0	24.0	150	15000	firecr1	Common Firecrest	0.1618
64	Spectrogram 1	1	21.0	24.0	150	15000	webwar1	Western Bonelli's Warbler	0.1416
65	Spectrogram 1	1	21.0	24.0	150	15000	eugori2	Eurasian Golden Oriole	0.1411
66	Spectrogram 1	1	21.0	24.0	150	15000	comcuc	Common Cuckoo	0.1147
67	Spectrogram 1	1	21.0	24.0	150	15000	shttre1	Short-toed Treecreeper	0.1108
68	Spectrogram 1	1	21.0	24.0	150	15000	grswoo	Great Spotted Woodpecker	0.1095
69	Spectrogram 1	1	21.0	24.0	150	15000	misthr1	Mistle Thrush	0.1010
70	Spectrogram 1	1	21.0	24.0	150	15000	eugwoo2	Eurasian Green Woodpecker	0.1005
71	Spectrogram 1	1	24.0	27.0	150	15000	comchi1	Common Chiffchaff	0.2510
72	Spectrogram 1	1	24.0	27.0	150	15000	shttre1	Short-toed Treecreeper	0.2242
73	Spectrogram 1	1	24.0	27.0	150	15000	comred2	Common Redstart	0.2098
74	Spectrogram 1	1	24.0	27.0	150	15000	firecr1	Common Firecrest	0.1908
75	Spectrogram 1	1	24.0	27.0	150	15000	eugwoo2	Eurasian Green Woodpecker	0.1563
