"species","confidence_threshold","TP","FP","TN","FN","TPR","FPR","recall","precision","F_score1","F_score2","F_score3"
"Alauda arvensis",0.1,5,0,174,1,0.833333333333333,0,0.833333333333333,1,0.909090909090909,0.988372093023256,0.997614635492647
"Alauda arvensis",0.11,4,0,174,2,0.666666666666667,0,0.666666666666667,1,0.8,0.971428571428571,0.994057850022099
"Alauda arvensis",0.12,4,0,174,2,0.666666666666667,0,0.666666666666667,1,0.8,0.971428571428571,0.994057850022099
"Alauda arvensis",0.13,4,0,174,2,0.666666666666667,0,0.666666666666667,1,0.8,0.971428571428571,0.994057850022099
"Alauda arvensis",0.14,4,0,174,2,0.666666666666667,0,0.666666666666667,1,0.8,0.971428571428571,0.994057850022099
"Alauda arvensis",0.15,4,0,174,2,0.666666666666667,0,0.666666666666667,1,0.8,0.971428571428571,0.994057850022099
"Alauda arvensis",0.16,4,0,174,2,0.666666666666667,0,0.666666666666667,1,0.8,0.971428571428571,0.994057850022099
"Alauda arvensis",0.17,4,0,174,2,0.666666666666667,0,0.666666666666667,1,0.8,0.971428571428571,0.994057850022099
"Alauda arvensis",0.18,4,0,174,2,0.666666666666667,0,0.666666666666667,1,0.8,0.971428571428571,0.994057850022099
"Alauda arvensis",0.19,3,0,174,3,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.988185901191174
"Alauda arvensis",0.2,3,0,174,3,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.988185901191174
"Alauda arvensis",0.21,3,0,174,3,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.988185901191174
"Alauda arvensis",0.22,3,0,174,3,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.988185901191174
"Alauda arvensis",0.23,3,0,174,3,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.988185901191174
"Alauda arvensis",0.24,3,0,174,3,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.988185901191174
"Alauda arvensis",0.25,3,0,174,3,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.988185901191174
"Alauda arvensis",0.26,3,0,174,3,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.988185901191174
"Alauda arvensis",0.27,3,0,174,3,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.988185901191174
"Alauda arvensis",0.28,3,0,174,3,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.988185901191174
"Alauda arvensis",0.29,3,0,174,3,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.988185901191174
"Alauda arvensis",0.3,3,0,174,3,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.988185901191174
"Alauda arvensis",0.31,3,0,174,3,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.988185901191174
"Alauda arvensis",0.32,3,0,174,3,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.988185901191174
"Alauda arvensis",0.33,3,0,174,3,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.988185901191174
"Alauda arvensis",0.34,3,0,174,3,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.988185901191174
"Alauda arvensis",0.35,3,0,174,3,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.988185901191174
"Alauda arvensis",0.36,3,0,174,3,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.988185901191174
"Alauda arvensis",0.37,3,0,174,3,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.988185901191174
"Alauda arvensis",0.38,3,0,174,3,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.988185901191174
"Alauda arvensis",0.39,3,0,174,3,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.988185901191174
"Alauda arvensis",0.4,3,0,174,3,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.988185901191174
"Alauda arvensis",0.41,3,0,174,3,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.988185901191174
"Alauda arvensis",0.42,3,0,174,3,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.988185901191174
"Alauda arvensis",0.43,3,0,174,3,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.988185901191174
"Alauda arvensis",0.44,2,0,174,4,0.333333333333333,0,0.333333333333333,1,0.5,0.894736842105263,0.976647688893178
"Alauda arvensis",0.45,2,0,174,4,0.333333333333333,0,0.333333333333333,1,0.5,0.894736842105263,0.976647688893178
"Alauda arvensis",0.46,2,0,174,4,0.333333333333333,0,0.333333333333333,1,0.5,0.894736842105263,0.976647688893178
"Alauda arvensis",0.47,2,0,174,4,0.333333333333333,0,0.333333333333333,1,0.5,0.894736842105263,0.976647688893178
"Alauda arvensis",0.48,2,0,174,4,0.333333333333333,0,0.333333333333333,1,0.5,0.894736842105263,0.976647688893178
"Alauda arvensis",0.49,2,0,174,4,0.333333333333333,0,0.333333333333333,1,0.5,0.894736842105263,0.976647688893178
"Alauda arvensis",0.5,2,0,174,4,0.333333333333333,0,0.333333333333333,1,0.5,0.894736842105263,0.976647688893178
"Alauda arvensis",0.51,2,0,174,4,0.333333333333333,0,0.333333333333333,1,0.5,0.894736842105263,0.976647688893178
"Alauda arvensis",0.52,2,0,174,4,0.333333333333333,0,0.333333333333333,1,0.5,0.894736842105263,0.976647688893178
"Alauda arvensis",0.53,2,0,174,4,0.333333333333333,0,0.333333333333333,1,0.5,0.894736842105263,0.976647688893178
"Alauda arvensis",0.54,2,0,174,4,0.333333333333333,0,0.333333333333333,1,0.5,0.894736842105263,0.976647688893178
