"n_recordings_sampled","sample_number","minimum_confidence_threshold","n_species_correctly_detected","n_species_incorrectly_detected","total_species_detected"
130,14,0.85,27,4,57
130,15,0.15,40,49,58
130,15,0.55,36,13,58
130,15,0.85,29,2,58
130,16,0.15,38,46,56
130,16,0.55,35,15,56
130,16,0.85,28,2,56
130,17,0.15,36,48,53
130,17,0.55,29,12,53
130,17,0.85,23,5,53
130,18,0.15,37,42,57
130,18,0.55,35,17,57
130,18,0.85,29,5,57
130,19,0.15,37,49,56
130,19,0.55,35,15,56
130,19,0.85,27,4,56
130,20,0.15,34,47,57
130,20,0.55,28,15,57
130,20,0.85,23,6,57
130,21,0.15,35,48,54
130,21,0.55,30,17,54
130,21,0.85,27,3,54
130,22,0.15,38,44,58
130,22,0.55,33,18,58
130,22,0.85,25,6,58
130,23,0.15,38,45,60
130,23,0.55,34,12,60
130,23,0.85,26,3,60
130,24,0.15,35,46,57
130,24,0.55,28,13,57
130,24,0.85,22,4,57
130,25,0.15,39,50,57
130,25,0.55,34,15,57
130,25,0.85,28,4,57
130,26,0.15,37,42,60
130,26,0.55,34,14,60
130,26,0.85,27,4,60
130,27,0.15,38,49,58
130,27,0.55,36,18,58
130,27,0.85,29,4,58
130,28,0.15,39,50,58
130,28,0.55,32,14,58
130,28,0.85,25,2,58
130,29,0.15,38,47,55
130,29,0.55,33,15,55
130,29,0.85,26,4,55
130,30,0.15,39,50,57
130,30,0.55,35,16,57
130,30,0.85,27,5,57
130,31,0.15,34,48,57
130,31,0.55,27,16,57
130,31,0.85,25,4,57
130,32,0.15,39,47,55
130,32,0.55,35,17,55
130,32,0.85,29,4,55
130,33,0.15,39,44,57
130,33,0.55,31,13,57
130,33,0.85,27,3,57
130,34,0.15,38,52,57
130,34,0.55,31,15,57
130,34,0.85,26,4,57
130,35,0.15,37,46,58
130,35,0.55,35,11,58
130,35,0.85,30,3,58
130,36,0.15,41,45,59
130,36,0.55,32,11,59
130,36,0.85,26,4,59
130,37,0.15,37,47,59
130,37,0.55,34,15,59
130,37,0.85,27,4,59
130,38,0.15,39,47,59
130,38,0.55,30,16,59
130,38,0.85,26,4,59
130,39,0.15,38,47,59
130,39,0.55,33,16,59
130,39,0.85,28,4,59
130,40,0.15,39,45,58
130,40,0.55,33,16,58
130,40,0.85,26,4,58
130,41,0.15,35,45,58
130,41,0.55,31,13,58
130,41,0.85,26,3,58
130,42,0.15,35,54,54
130,42,0.55,31,17,54
130,42,0.85,26,5,54
130,43,0.15,38,51,57
130,43,0.55,32,14,57
130,43,0.85,25,3,57
130,44,0.15,36,46,54
130,44,0.55,32,15,54
130,44,0.85,26,4,54
130,45,0.15,40,47,56
130,45,0.55,33,8,56
130,45,0.85,27,0,56
130,46,0.15,38,47,58
130,46,0.55,32,11,58
130,46,0.85,26,4,58
130,47,0.15,36,47,58
130,47,0.55,32,16,58
130,47,0.85,23,4,58
130,48,0.15,37,52,56
130,48,0.55,33,14,56
130,48,0.85,27,4,56
130,49,0.15,38,44,58
130,49,0.55,33,11,58
130,49,0.85,28,3,58
130,50,0.15,37,53,57
130,50,0.55,33,18,57
130,50,0.85,27,5,57
130,51,0.15,39,50,58
130,51,0.55,33,11,58
130,51,0.85,25,1,58
130,52,0.15,38,48,55
130,52,0.55,33,14,55
130,52,0.85,24,4,55
130,53,0.15,37,50,55
130,53,0.55,29,13,55
130,53,0.85,22,3,55
130,54,0.15,41,45,59
130,54,0.55,37,12,59
130,54,0.85,29,2,59
130,55,0.15,38,49,57
130,55,0.55,32,14,57
130,55,0.85,26,5,57
130,56,0.15,39,47,58
130,56,0.55,33,15,58
130,56,0.85,27,5,58
130,57,0.15,37,50,54
130,57,0.55,31,12,54
130,57,0.85,26,3,54
130,58,0.15,34,52,53
130,58,0.55,30,15,53
130,58,0.85,24,4,53
130,59,0.15,37,47,55
130,59,0.55,31,13,55
130,59,0.85,27,1,55
130,60,0.15,40,49,56
130,60,0.55,36,17,56
130,60,0.85,30,4,56
140,1,0.15,42,46,58
140,1,0.55,36,13,58
140,1,0.85,30,4,58
140,2,0.15,39,48,58
140,2,0.55,33,16,58
140,2,0.85,26,5,58
140,3,0.15,38,48,55
140,3,0.55,34,16,55
140,3,0.85,28,4,55
140,4,0.15,36,45,58
140,4,0.55,31,17,58
140,4,0.85,28,6,58
140,5,0.15,40,49,57
140,5,0.55,34,14,57
140,5,0.85,30,5,57
140,6,0.15,41,45,58
140,6,0.55,36,14,58
140,6,0.85,28,4,58
140,7,0.15,40,48,58
140,7,0.55,32,15,58
140,7,0.85,26,3,58
140,8,0.15,39,51,59
140,8,0.55,36,16,59
140,8,0.85,28,4,59
140,9,0.15,38,47,56
140,9,0.55,35,13,56
140,9,0.85,29,3,56
140,10,0.15,39,49,58
140,10,0.55,36,15,58
140,10,0.85,28,2,58
140,11,0.15,37,44,58
140,11,0.55,33,13,58
140,11,0.85,26,3,58
140,12,0.15,39,51,57
140,12,0.55,33,18,57
140,12,0.85,27,5,57
140,13,0.15,39,46,59
140,13,0.55,35,14,59
140,13,0.85,27,3,59
140,14,0.15,38,49,58
140,14,0.55,32,18,58
140,14,0.85,24,6,58
140,15,0.15,38,51,58
140,15,0.55,33,17,58
140,15,0.85,27,5,58
140,16,0.15,36,50,57
140,16,0.55,31,15,57
140,16,0.85,26,4,57
140,17,0.15,41,50,58
140,17,0.55,33,15,58
140,17,0.85,26,4,58
140,18,0.15,39,46,58
140,18,0.55,34,15,58
140,18,0.85,28,5,58
140,19,0.15,39,48,58
140,19,0.55,33,15,58
140,19,0.85,26,3,58
140,20,0.15,37,54,56
140,20,0.55,32,15,56
140,20,0.85,26,5,56
140,21,0.15,38,50,57
140,21,0.55,32,15,57
140,21,0.85,26,3,57
140,22,0.15,39,47,59
140,22,0.55,34,12,59
140,22,0.85,28,3,59
140,23,0.15,40,49,58
140,23,0.55,34,15,58
140,23,0.85,26,5,58
140,24,0.15,39,47,56
140,24,0.55,37,11,56
140,24,0.85,29,3,56
140,25,0.15,38,50,58
140,25,0.55,35,17,58
140,25,0.85,29,5,58
140,26,0.15,39,47,60
140,26,0.55,32,14,60
140,26,0.85,27,2,60
140,27,0.15,38,48,54
140,27,0.55,33,12,54
140,27,0.85,26,3,54
140,28,0.15,39,48,58
140,28,0.55,37,16,58
140,28,0.85,30,4,58
140,29,0.15,40,48,58
140,29,0.55,34,16,58
140,29,0.85,27,3,58
140,30,0.15,40,47,57
140,30,0.55,34,14,57
140,30,0.85,26,4,57
140,31,0.15,41,49,57
140,31,0.55,37,15,57
140,31,0.85,30,4,57
140,32,0.15,37,50,56
140,32,0.55,32,17,56
140,32,0.85,27,5,56
140,33,0.15,37,49,57
140,33,0.55,32,12,57
140,33,0.85,26,3,57
140,34,0.15,40,45,58
140,34,0.55,34,16,58
140,34,0.85,28,5,58
140,35,0.15,38,55,55
140,35,0.55,32,17,55
140,35,0.85,23,5,55
140,36,0.15,39,50,57
140,36,0.55,35,15,57
140,36,0.85,30,3,57
140,37,0.15,37,49,59
140,37,0.55,34,17,59
140,37,0.85,29,4,59
140,38,0.15,38,48,59
140,38,0.55,34,14,59
140,38,0.85,28,5,59
140,39,0.15,39,52,57
140,39,0.55,32,16,57
140,39,0.85,25,4,57
140,40,0.15,41,49,60
140,40,0.55,35,16,60
140,40,0.85,28,4,60
140,41,0.15,40,47,59
140,41,0.55,32,16,59
140,41,0.85,26,4,59
140,42,0.15,40,43,59
140,42,0.55,37,17,59
140,42,0.85,29,5,59
140,43,0.15,39,47,59
140,43,0.55,33,15,59
140,43,0.85,27,5,59
140,44,0.15,40,51,57
140,44,0.55,36,16,57
140,44,0.85,29,4,57
140,45,0.15,39,53,56
140,45,0.55,33,14,56
140,45,0.85,26,2,56
140,46,0.15,40,45,55
140,46,0.55,34,14,55
140,46,0.85,28,4,55
140,47,0.15,38,51,57
140,47,0.55,34,18,57
140,47,0.85,29,5,57
140,48,0.15,37,51,58
140,48,0.55,33,14,58
140,48,0.85,28,5,58
150,1,0.15,39,51,57
150,1,0.55,35,17,57
150,1,0.85,29,4,57
150,2,0.15,42,50,60
150,2,0.55,36,18,60
150,2,0.85,29,5,60
150,3,0.15,40,53,56
150,3,0.55,34,17,56
150,3,0.85,27,6,56
150,4,0.15,41,51,59
150,4,0.55,33,18,59
150,4,0.85,28,5,59
150,5,0.15,40,48,60
150,5,0.55,35,13,60
150,5,0.85,29,5,60
150,6,0.15,38,49,56
150,6,0.55,34,18,56
150,6,0.85,28,4,56
150,7,0.15,41,44,58
150,7,0.55,34,15,58
150,7,0.85,28,5,58
150,8,0.15,40,49,60
150,8,0.55,35,16,60
150,8,0.85,28,4,60
150,9,0.15,39,50,57
150,9,0.55,33,14,57
150,9,0.85,26,3,57
150,10,0.15,41,48,59
150,10,0.55,34,13,59
150,10,0.85,27,3,59
150,11,0.15,42,50,60
150,11,0.55,37,15,60
150,11,0.85,28,3,60
150,12,0.15,39,50,59
150,12,0.55,35,14,59
150,12,0.85,30,5,59
150,13,0.15,39,48,58
150,13,0.55,35,16,58
150,13,0.85,29,5,58
150,14,0.15,42,50,59
150,14,0.55,37,14,59
150,14,0.85,29,4,59
150,15,0.15,40,53,58
150,15,0.55,37,17,58
150,15,0.85,29,4,58
150,16,0.15,40,53,57
150,16,0.55,35,18,57
150,16,0.85,27,4,57
150,17,0.15,39,51,58
150,17,0.55,35,13,58
150,17,0.85,28,1,58
150,18,0.15,41,47,58
150,18,0.55,36,16,58
150,18,0.85,28,3,58
150,19,0.15,41,48,60
150,19,0.55,37,15,60
150,19,0.85,30,3,60
150,20,0.15,40,52,59
150,20,0.55,35,16,59
150,20,0.85,28,4,59
150,21,0.15,41,51,59
150,21,0.55,36,15,59
150,21,0.85,29,3,59
150,22,0.15,39,49,59
150,22,0.55,32,15,59
150,22,0.85,26,3,59
150,23,0.15,39,51,59
150,23,0.55,32,14,59
150,23,0.85,24,2,59
150,24,0.15,41,46,58
150,24,0.55,37,16,58
150,24,0.85,29,3,58
150,25,0.15,39,51,58
150,25,0.55,36,16,58
150,25,0.85,29,4,58
150,26,0.15,38,49,58
150,26,0.55,35,16,58
150,26,0.85,30,4,58
150,27,0.15,41,50,59
150,27,0.55,37,17,59
150,27,0.85,29,4,59
150,28,0.15,39,50,58
150,28,0.55,34,15,58
150,28,0.85,28,4,58
150,29,0.15,39,48,59
150,29,0.55,34,17,59
150,29,0.85,26,6,59
150,30,0.15,37,49,58
150,30,0.55,35,18,58
150,30,0.85,29,6,58
150,31,0.15,40,50,57
150,31,0.55,35,16,57
150,31,0.85,27,2,57
150,32,0.15,39,47,58
150,32,0.55,35,15,58
150,32,0.85,30,4,58
150,33,0.15,40,51,56
150,33,0.55,35,18,56
150,33,0.85,28,5,56
150,34,0.15,40,50,58
150,34,0.55,36,17,58
150,34,0.85,30,5,58
150,35,0.15,40,50,58
150,35,0.55,37,17,58
150,35,0.85,28,3,58
150,36,0.15,41,49,59
150,36,0.55,37,17,59
150,36,0.85,29,5,59
160,1,0.15,41,48,60
160,1,0.55,36,15,60
160,1,0.85,29,4,60
160,2,0.15,40,54,57
160,2,0.55,33,20,57
160,2,0.85,25,4,57
160,3,0.15,42,52,58
160,3,0.55,37,18,58
160,3,0.85,29,5,58
160,4,0.15,41,48,59
160,4,0.55,37,17,59
160,4,0.85,31,5,59
160,5,0.15,41,52,57
160,5,0.55,37,18,57
160,5,0.85,31,5,57
160,6,0.15,40,51,59
160,6,0.55,34,19,59
160,6,0.85,29,5,59
160,7,0.15,42,52,60
160,7,0.55,38,17,60
160,7,0.85,30,4,60
160,8,0.15,41,52,59
160,8,0.55,38,17,59
160,8,0.85,31,5,59
160,9,0.15,42,47,59
160,9,0.55,36,14,59
160,9,0.85,27,4,59
160,10,0.15,38,52,59
160,10,0.55,34,18,59
160,10,0.85,29,5,59
160,11,0.15,40,49,60
160,11,0.55,36,16,60
160,11,0.85,30,5,60
160,12,0.15,42,47,59
160,12,0.55,38,14,59
160,12,0.85,30,4,59
160,13,0.15,39,49,60
160,13,0.55,34,17,60
160,13,0.85,29,4,60
160,14,0.15,42,50,58
160,14,0.55,38,15,58
160,14,0.85,31,4,58
160,15,0.15,41,52,59
160,15,0.55,36,19,59
160,15,0.85,29,6,59
160,16,0.15,40,50,60
160,16,0.55,37,16,60
160,16,0.85,31,5,60
160,17,0.15,42,50,58
160,17,0.55,37,14,58
160,17,0.85,30,4,58
160,18,0.15,42,49,60
160,18,0.55,38,16,60
160,18,0.85,31,5,60
160,19,0.15,42,51,60
160,19,0.55,36,16,60
160,19,0.85,29,5,60
160,20,0.15,41,51,60
160,20,0.55,34,16,60
160,20,0.85,29,4,60
160,21,0.15,41,48,59
160,21,0.55,37,17,59
160,21,0.85,30,4,59
160,22,0.15,42,48,60
160,22,0.55,37,15,60
160,22,0.85,28,5,60
160,23,0.15,38,53,58
160,23,0.55,34,19,58
160,23,0.85,30,6,58
160,24,0.15,41,53,59
160,24,0.55,37,16,59
160,24,0.85,30,3,59
170,1,0.15,41,53,58
170,1,0.55,37,19,58
170,1,0.85,31,5,58
170,2,0.15,41,50,59
170,2,0.55,35,18,59
170,2,0.85,30,5,59
170,3,0.15,41,52,60
170,3,0.55,37,17,60
170,3,0.85,30,4,60
170,4,0.15,42,51,59
170,4,0.55,38,18,59
170,4,0.85,31,5,59
170,5,0.15,42,53,59
170,5,0.55,37,17,59
170,5,0.85,30,5,59
170,6,0.15,40,51,59
170,6,0.55,36,18,59
170,6,0.85,30,5,59
170,7,0.15,41,52,60
170,7,0.55,36,17,60
170,7,0.85,30,4,60
170,8,0.15,42,50,60
170,8,0.55,37,16,60
170,8,0.85,30,3,60
170,9,0.15,42,53,59
170,9,0.55,38,17,59
170,9,0.85,31,4,59
170,10,0.15,42,51,60
170,10,0.55,38,17,60
170,10,0.85,31,5,60
170,11,0.15,41,52,60
170,11,0.55,38,17,60
170,11,0.85,30,4,60
170,12,0.15,41,49,60
170,12,0.55,38,17,60
170,12,0.85,30,5,60
170,13,0.15,41,52,58
170,13,0.55,37,17,58
170,13,0.85,31,4,58
180,1,0.15,42,52,60
180,1,0.55,38,18,60
180,1,0.85,31,5,60
