Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	0	3.0	150	15000	eurcoo	Eurasian Coot	0.1306
2	Spectrogram 1	1	0	3.0	150	15000	eurbul	Eurasian Bullfinch	0.1295
3	Spectrogram 1	1	0	3.0	150	15000	tawowl1	Tawny Owl	0.1273
4	Spectrogram 1	1	0	3.0	150	15000	goldcr1	Goldcrest	0.1170
5	Spectrogram 1	1	0	3.0	150	15000	brnowl	Barn Owl	0.1169
6	Spectrogram 1	1	0	3.0	150	15000	eurrob1	European Robin	0.1168
7	Spectrogram 1	1	0	3.0	150	15000	trepip	Tree Pipit	0.1109
8	Spectrogram 1	1	0	3.0	150	15000	dunnoc1	Dunnock	0.1086
9	Spectrogram 1	1	0	3.0	150	15000	comqua1	Common Quail	0.1077
10	Spectrogram 1	1	2.0	5.0	150	15000	eurbul	Eurasian Bullfinch	0.1343
11	Spectrogram 1	1	2.0	5.0	150	15000	dunnoc1	Dunnock	0.1307
12	Spectrogram 1	1	2.0	5.0	150	15000	reebun	Reed Bunting	0.1247
13	Spectrogram 1	1	2.0	5.0	150	15000	eurcoo	Eurasian Coot	0.1243
14	Spectrogram 1	1	2.0	5.0	150	15000	eurrob1	European Robin	0.1207
15	Spectrogram 1	1	2.0	5.0	150	15000	tawowl1	Tawny Owl	0.1192
16	Spectrogram 1	1	2.0	5.0	150	15000	goldcr1	Goldcrest	0.1190
17	Spectrogram 1	1	2.0	5.0	150	15000	brnowl	Barn Owl	0.1177
18	Spectrogram 1	1	2.0	5.0	150	15000	trepip	Tree Pipit	0.1100
19	Spectrogram 1	1	2.0	5.0	150	15000	watrai1	Water Rail	0.1086
20	Spectrogram 1	1	4.0	7.0	150	15000	dunnoc1	Dunnock	0.1196
21	Spectrogram 1	1	4.0	7.0	150	15000	eurrob1	European Robin	0.1077
22	Spectrogram 1	1	4.0	7.0	150	15000	brnowl	Barn Owl	0.1076
23	Spectrogram 1	1	4.0	7.0	150	15000	tawowl1	Tawny Owl	0.1054
24	Spectrogram 1	1	4.0	7.0	150	15000	eurcoo	Eurasian Coot	0.1025
25	Spectrogram 1	1	6.0	9.0	150	15000	hawfin	Hawfinch	0.1010
26	Spectrogram 1	1	8.0	11.0	150	15000	eurcoo	Eurasian Coot	0.1332
27	Spectrogram 1	1	8.0	11.0	150	15000	dunnoc1	Dunnock	0.1182
28	Spectrogram 1	1	8.0	11.0	150	15000	eurrob1	European Robin	0.1176
29	Spectrogram 1	1	8.0	11.0	150	15000	tawowl1	Tawny Owl	0.1028
30	Spectrogram 1	1	8.0	11.0	150	15000	eurbul	Eurasian Bullfinch	0.1013
31	Spectrogram 1	1	10.0	13.0	150	15000	eurcoo	Eurasian Coot	0.1228
32	Spectrogram 1	1	10.0	13.0	150	15000	comqua1	Common Quail	0.1194
33	Spectrogram 1	1	10.0	13.0	150	15000	tawowl1	Tawny Owl	0.1151
34	Spectrogram 1	1	10.0	13.0	150	15000	goldcr1	Goldcrest	0.1019
35	Spectrogram 1	1	12.0	15.0	150	15000	hawfin	Hawfinch	0.1375
36	Spectrogram 1	1	12.0	15.0	150	15000	trepip	Tree Pipit	0.1348
37	Spectrogram 1	1	12.0	15.0	150	15000	dunnoc1	Dunnock	0.1264
38	Spectrogram 1	1	12.0	15.0	150	15000	eurcoo	Eurasian Coot	0.1244
39	Spectrogram 1	1	12.0	15.0	150	15000	eurrob1	European Robin	0.1174
