Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	0	3.0	150	15000	trepip	Tree Pipit	0.9990
2	Spectrogram 1	1	3.0	6.0	150	15000	comcha	Common Chaffinch	0.6015
3	Spectrogram 1	1	12.0	15.0	150	15000	trepip	Tree Pipit	0.9993
4	Spectrogram 1	1	15.0	18.0	150	15000	cretit2	Crested Tit	0.1074
5	Spectrogram 1	1	21.0	24.0	150	15000	trepip	Tree Pipit	0.9987
6	Spectrogram 1	1	24.0	27.0	150	15000	cretit2	Crested Tit	0.3474
7	Spectrogram 1	1	33.0	36.0	150	15000	trepip	Tree Pipit	1.0000
8	Spectrogram 1	1	36.0	39.0	150	15000	trepip	Tree Pipit	0.1299
9	Spectrogram 1	1	39.0	42.0	150	15000	comcha	Common Chaffinch	0.3577
10	Spectrogram 1	1	48.0	51.0	150	15000	whtdip1	White-throated Dipper	0.1328
11	Spectrogram 1	1	51.0	54.0	150	15000	comcha	Common Chaffinch	0.7136
