Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	0	3.0	150	15000	thelar1	Thekla's Lark	0.1954
2	Spectrogram 1	1	0	3.0	150	15000	cirbun1	Cirl Bunting	0.1933
3	Spectrogram 1	1	0	3.0	150	15000	darwar1	Dartford Warbler	0.1342
4	Spectrogram 1	1	0	3.0	150	15000	yellow2	Yellowhammer	0.1290
5	Spectrogram 1	1	0	3.0	150	15000	webwar1	Western Bonelli's Warbler	0.1219
6	Spectrogram 1	1	0	3.0	150	15000	sarwar1	Sardinian Warbler	0.1145
7	Spectrogram 1	1	0	3.0	150	15000	trepip	Tree Pipit	0.1075
8	Spectrogram 1	1	0	3.0	150	15000	grewhi1	Greater Whitethroat	0.1027
9	Spectrogram 1	1	3.0	6.0	150	15000	darwar1	Dartford Warbler	0.3209
10	Spectrogram 1	1	3.0	6.0	150	15000	thelar1	Thekla's Lark	0.1485
11	Spectrogram 1	1	3.0	6.0	150	15000	grewhi1	Greater Whitethroat	0.1332
12	Spectrogram 1	1	3.0	6.0	150	15000	sarwar1	Sardinian Warbler	0.1102
13	Spectrogram 1	1	9.0	12.0	150	15000	webwar1	Western Bonelli's Warbler	0.1862
14	Spectrogram 1	1	9.0	12.0	150	15000	firecr1	Common Firecrest	0.1290
15	Spectrogram 1	1	9.0	12.0	150	15000	comred2	Common Redstart	0.1184
16	Spectrogram 1	1	9.0	12.0	150	15000	redkit1	Red Kite	0.1112
17	Spectrogram 1	1	9.0	12.0	150	15000	ibechi2	Iberian Chiffchaff	0.1047
18	Spectrogram 1	1	12.0	15.0	150	15000	grewhi1	Greater Whitethroat	0.1692
19	Spectrogram 1	1	12.0	15.0	150	15000	whinch1	Whinchat	0.1440
20	Spectrogram 1	1	12.0	15.0	150	15000	reebun	Reed Bunting	0.1337
21	Spectrogram 1	1	12.0	15.0	150	15000	yellow2	Yellowhammer	0.1234
22	Spectrogram 1	1	12.0	15.0	150	15000	webwar1	Western Bonelli's Warbler	0.1213
23	Spectrogram 1	1	12.0	15.0	150	15000	eugori2	Eurasian Golden Oriole	0.1082
24	Spectrogram 1	1	15.0	18.0	150	15000	crelar2	Crested Lark	0.1323
25	Spectrogram 1	1	15.0	18.0	150	15000	thelar1	Thekla's Lark	0.1208
26	Spectrogram 1	1	15.0	18.0	150	15000	comqua1	Common Quail	0.1095
27	Spectrogram 1	1	15.0	18.0	150	15000	corbun1	Corn Bunting	0.1053
28	Spectrogram 1	1	15.0	18.0	150	15000	blared1	Black Redstart	0.1038
29	Spectrogram 1	1	15.0	18.0	150	15000	grewhi1	Greater Whitethroat	0.1027
30	Spectrogram 1	1	18.0	21.0	150	15000	eurbla	Eurasian Blackbird	0.1384
31	Spectrogram 1	1	18.0	21.0	150	15000	trepip	Tree Pipit	0.1380
32	Spectrogram 1	1	18.0	21.0	150	15000	blared1	Black Redstart	0.1317
33	Spectrogram 1	1	18.0	21.0	150	15000	rocbun1	Rock Bunting	0.1300
34	Spectrogram 1	1	18.0	21.0	150	15000	comred2	Common Redstart	0.1299
35	Spectrogram 1	1	18.0	21.0	150	15000	redkit1	Red Kite	0.1272
36	Spectrogram 1	1	18.0	21.0	150	15000	webwar1	Western Bonelli's Warbler	0.1228
37	Spectrogram 1	1	18.0	21.0	150	15000	sarwar1	Sardinian Warbler	0.1181
38	Spectrogram 1	1	18.0	21.0	150	15000	grewhi1	Greater Whitethroat	0.1168
39	Spectrogram 1	1	18.0	21.0	150	15000	combuz1	Common Buzzard	0.1128
40	Spectrogram 1	1	18.0	21.0	150	15000	tawpip1	Tawny Pipit	0.1116
41	Spectrogram 1	1	18.0	21.0	150	15000	cirbun1	Cirl Bunting	0.1070
42	Spectrogram 1	1	18.0	21.0	150	15000	ibechi2	Iberian Chiffchaff	0.1045
43	Spectrogram 1	1	18.0	21.0	150	15000	reebun	Reed Bunting	0.1033
44	Spectrogram 1	1	18.0	21.0	150	15000	comred1	Common Redshank	0.1020
45	Spectrogram 1	1	21.0	24.0	150	15000	crelar2	Crested Lark	0.1593
46	Spectrogram 1	1	21.0	24.0	150	15000	trepip	Tree Pipit	0.1411
