Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	0	3.0	150	15000	brnowl	Barn Owl	0.2528
2	Spectrogram 1	1	0	3.0	150	15000	litowl1	Little Owl	0.1250
3	Spectrogram 1	1	2.0	5.0	150	15000	brnowl	Barn Owl	0.2229
4	Spectrogram 1	1	2.0	5.0	150	15000	litowl1	Little Owl	0.1748
5	Spectrogram 1	1	4.0	7.0	150	15000	brnowl	Barn Owl	0.2299
6	Spectrogram 1	1	4.0	7.0	150	15000	litowl1	Little Owl	0.2255
7	Spectrogram 1	1	6.0	9.0	150	15000	litowl1	Little Owl	0.1468
8	Spectrogram 1	1	6.0	9.0	150	15000	hoopoe	Eurasian Hoopoe	0.1029
9	Spectrogram 1	1	6.0	9.0	150	15000	brnowl	Barn Owl	0.1013
10	Spectrogram 1	1	8.0	11.0	150	15000	brnowl	Barn Owl	0.1547
11	Spectrogram 1	1	8.0	11.0	150	15000	tawowl1	Tawny Owl	0.1092
12	Spectrogram 1	1	10.0	13.0	150	15000	brnowl	Barn Owl	0.1672
13	Spectrogram 1	1	12.0	15.0	150	15000	brnowl	Barn Owl	0.1262
14	Spectrogram 1	1	12.0	15.0	150	15000	litowl1	Little Owl	0.1243
15	Spectrogram 1	1	14.0	17.0	150	15000	brnowl	Barn Owl	0.1478
16	Spectrogram 1	1	16.0	19.0	150	15000	brnowl	Barn Owl	0.3190
17	Spectrogram 1	1	16.0	19.0	150	15000	tawowl1	Tawny Owl	0.2156
18	Spectrogram 1	1	16.0	19.0	150	15000	litowl1	Little Owl	0.1934
19	Spectrogram 1	1	16.0	19.0	150	15000	comcuc	Common Cuckoo	0.1261
20	Spectrogram 1	1	16.0	19.0	150	15000	graher1	Gray Heron	0.1139
21	Spectrogram 1	1	18.0	21.0	150	15000	brnowl	Barn Owl	0.1213
22	Spectrogram 1	1	20.0	23.0	150	15000	brnowl	Barn Owl	0.2426
23	Spectrogram 1	1	20.0	23.0	150	15000	tawowl1	Tawny Owl	0.1368
24	Spectrogram 1	1	22.0	25.0	150	15000	litowl1	Little Owl	0.1830
25	Spectrogram 1	1	22.0	25.0	150	15000	brnowl	Barn Owl	0.1606
26	Spectrogram 1	1	22.0	25.0	150	15000	tawowl1	Tawny Owl	0.1025
27	Spectrogram 1	1	24.0	27.0	150	15000	brnowl	Barn Owl	0.1251
28	Spectrogram 1	1	28.0	31.0	150	15000	brnowl	Barn Owl	0.1298
29	Spectrogram 1	1	30.0	33.0	150	15000	brnowl	Barn Owl	0.1124
30	Spectrogram 1	1	32.0	35.0	150	15000	brnowl	Barn Owl	0.2114
31	Spectrogram 1	1	40.0	43.0	150	15000	brnowl	Barn Owl	0.2008
32	Spectrogram 1	1	40.0	43.0	150	15000	litowl1	Little Owl	0.1292
33	Spectrogram 1	1	40.0	43.0	150	15000	tawowl1	Tawny Owl	0.1072
34	Spectrogram 1	1	42.0	45.0	150	15000	brnowl	Barn Owl	0.1729
35	Spectrogram 1	1	42.0	45.0	150	15000	tawowl1	Tawny Owl	0.1186
36	Spectrogram 1	1	44.0	47.0	150	15000	brnowl	Barn Owl	0.2196
37	Spectrogram 1	1	44.0	47.0	150	15000	tawowl1	Tawny Owl	0.1571
38	Spectrogram 1	1	44.0	47.0	150	15000	litowl1	Little Owl	0.1081
39	Spectrogram 1	1	46.0	49.0	150	15000	brnowl	Barn Owl	0.1326
40	Spectrogram 1	1	48.0	51.0	150	15000	brnowl	Barn Owl	0.2274
41	Spectrogram 1	1	48.0	51.0	150	15000	tawowl1	Tawny Owl	0.1334
42	Spectrogram 1	1	50.0	53.0	150	15000	brnowl	Barn Owl	0.2162
43	Spectrogram 1	1	52.0	55.0	150	15000	brnowl	Barn Owl	0.3349
44	Spectrogram 1	1	52.0	55.0	150	15000	litowl1	Little Owl	0.1631
45	Spectrogram 1	1	52.0	55.0	150	15000	tawowl1	Tawny Owl	0.1026
46	Spectrogram 1	1	54.0	57.0	150	15000	brnowl	Barn Owl	0.1326
