Turdus merula_Eurasian Blackbird
Apus apus_Common Swift
Columba palumbus_Common Wood-Pigeon
Fringilla coelebs_Common Chaffinch
Passer domesticus_House Sparrow
Hirundo rustica_Barn Swallow
Sylvia atricapilla_Eurasian Blackcap
Corvus corone_Carrion Crow
Carduelis carduelis_European Goldfinch
Pica pica_Eurasian Magpie
Delichon urbicum_Common House-Martin
Streptopelia decaocto_Eurasian Collared-Dove
Serinus serinus_European Serin
Parus major_Great Tit
Phoenicurus ochruros_Black Redstart
Milvus migrans_Black Kite
Gyps fulvus_Eurasian Griffon
Motacilla alba_White Wagtail
Erithacus rubecula_European Robin
Garrulus glandarius_Eurasian Jay
Cyanistes caeruleus_Eurasian Blue Tit
Columba livia_Rock Pigeon
Chloris chloris_European Greenfinch
Emberiza cirlus_Cirl Bunting
Falco tinnunculus_Eurasian Kestrel
Buteo buteo_Common Buzzard
Oriolus oriolus_Eurasian Golden Oriole
Troglodytes troglodytes_Eurasian Wren
Periparus ater_Coal Tit
Linaria cannabina_Eurasian Linnet
Phylloscopus bonelli_Western Bonelli's Warbler
Ptyonoprogne rupestris_Eurasian Crag-Martin
Merops apiaster_European Bee-eater
Larus michahellis_Yellow-legged Gull
Sturnus vulgaris_European Starling
Certhia brachydactyla_Short-toed Treecreeper
Anas platyrhynchos_Mallard
Dendrocopos major_Great Spotted Woodpecker
Ardea cinerea_Gray Heron
Luscinia megarhynchos_Common Nightingale
Saxicola rubicola_European Stonechat
Streptopelia turtur_European Turtle-Dove
Picus viridis_Eurasian Green Woodpecker
Hippolais polyglotta_Melodious Warbler
Upupa epops_Eurasian Hoopoe
Cuculus canorus_Common Cuckoo
Aegithalos caudatus_Long-tailed Tit
Corvus corax_Common Raven
Sitta europaea_Eurasian Nuthatch
Regulus ignicapilla_Common Firecrest
Lophophanes cristatus_Crested Tit
Turdus viscivorus_Mistle Thrush
Galerida cristata_Crested Lark
Turdus philomelos_Song Thrush
Fulica atra_Eurasian Coot
Phylloscopus collybita_Common Chiffchaff
Emberiza calandra_Corn Bunting
Curruca melanocephala_Sardinian Warbler
Lullula arborea_Wood Lark
Alauda arvensis_Eurasian Skylark
Pyrrhocorax pyrrhocorax_Red-billed Chough
Egretta garzetta_Little Egret
Chroicocephalus ridibundus_Black-headed Gull
Circaetus gallicus_Short-toed Snake-Eagle
Lanius collurio_Red-backed Shrike
Cisticola juncidis_Zitting Cisticola
Cettia cetti_Cetti's Warbler
Petronia petronia_Rock Sparrow
Gallinula chloropus_Eurasian Moorhen
Carduelis citrinella_Citril Finch
Phalacrocorax carbo_Great Cormorant
Hieraaetus pennatus_Booted Eagle
Oenanthe oenanthe_Northern Wheatear
Milvus milvus_Red Kite
Motacilla cinerea_Gray Wagtail
Picus sharpei_Iberian Green Woodpecker
Lanius senator_Woodchat Shrike
Bubulcus ibis_Cattle Egret
Ciconia ciconia_White Stork
Curruca communis_Greater Whitethroat
Himantopus himantopus_Black-winged Stilt
Phoenicurus phoenicurus_Common Redstart
Corvus monedula_Eurasian Jackdaw
Muscicapa striata_Spotted Flycatcher
Acrocephalus scirpaceus_Eurasian Reed Warbler
Coturnix coturnix_Common Quail
Circus aeruginosus_Eurasian Marsh-Harrier
Alectoris rufa_Red-legged Partridge
Pernis apivorus_European Honey-buzzard
Prunella modularis_Dunnock
Curruca iberiae_Western Subalpine Warbler
Emberiza cia_Rock Bunting
Sturnus unicolor_Spotless Starling
Sterna hirundo_Common Tern
Passer montanus_Eurasian Tree Sparrow
Emberiza citrinella_Yellowhammer
Motacilla flava_Western Yellow Wagtail
Podiceps cristatus_Great Crested Grebe
Ardea purpurea_Purple Heron
Anthus trivialis_Tree Pipit
Tachybaptus ruficollis_Little Grebe
Charadrius dubius_Little Ringed Plover
Acrocephalus arundinaceus_Great Reed Warbler
Apus melba_Alpine Swift
Curruca undata_Dartford Warbler
Falco subbuteo_Eurasian Hobby
Sylvia borin_Garden Warbler
Anthus campestris_Tawny Pipit
Recurvirostra avosetta_Pied Avocet
Alcedo atthis_Common Kingfisher
Cinclus cinclus_White-throated Dipper
Actitis hypoleucos_Common Sandpiper
Riparia riparia_Bank Swallow
Pyrrhula pyrrhula_Eurasian Bullfinch
Tadorna tadorna_Common Shelduck
Netta rufina_Red-crested Pochard
Circus pygargus_Montagu's Harrier
Aquila chrysaetos_Golden Eagle
Aythya ferina_Common Pochard
Anthus spinoletta_Water Pipit
Galerida theklae_Thekla's Lark
Tringa ochropus_Green Sandpiper
Vanellus vanellus_Northern Lapwing
Poecile palustris_Marsh Tit
