Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	0	3.0	150	15000	subwar6	Western Subalpine Warbler	0.1314
2	Spectrogram 1	1	0	3.0	150	15000	eurrob1	European Robin	0.1152
3	Spectrogram 1	1	3.0	6.0	150	15000	blackc1	Eurasian Blackcap	0.8420
4	Spectrogram 1	1	3.0	6.0	150	15000	garwar1	Garden Warbler	0.1282
5	Spectrogram 1	1	6.0	9.0	150	15000	blackc1	Eurasian Blackcap	0.9019
6	Spectrogram 1	1	9.0	12.0	150	15000	blackc1	Eurasian Blackcap	0.4165
7	Spectrogram 1	1	9.0	12.0	150	15000	eupfly1	European Pied Flycatcher	0.1883
8	Spectrogram 1	1	9.0	12.0	150	15000	garwar1	Garden Warbler	0.1303
9	Spectrogram 1	1	9.0	12.0	150	15000	gretit1	Great Tit	0.1153
10	Spectrogram 1	1	9.0	12.0	150	15000	webwar1	Western Bonelli's Warbler	0.1065
11	Spectrogram 1	1	9.0	12.0	150	15000	cirbun1	Cirl Bunting	0.1028
12	Spectrogram 1	1	9.0	12.0	150	15000	firecr1	Common Firecrest	0.1003
13	Spectrogram 1	1	12.0	15.0	150	15000	blackc1	Eurasian Blackcap	0.5005
14	Spectrogram 1	1	12.0	15.0	150	15000	yellow2	Yellowhammer	0.1754
15	Spectrogram 1	1	12.0	15.0	150	15000	spofly1	Spotted Flycatcher	0.1514
16	Spectrogram 1	1	12.0	15.0	150	15000	cirbun1	Cirl Bunting	0.1509
17	Spectrogram 1	1	12.0	15.0	150	15000	eugori2	Eurasian Golden Oriole	0.1505
18	Spectrogram 1	1	12.0	15.0	150	15000	webwar1	Western Bonelli's Warbler	0.1223
19	Spectrogram 1	1	12.0	15.0	150	15000	eutdov	European Turtle-Dove	0.1193
20	Spectrogram 1	1	12.0	15.0	150	15000	comchi1	Common Chiffchaff	0.1085
21	Spectrogram 1	1	12.0	15.0	150	15000	eugwoo2	Eurasian Green Woodpecker	0.1032
22	Spectrogram 1	1	15.0	18.0	150	15000	gretit1	Great Tit	0.1297
23	Spectrogram 1	1	18.0	21.0	150	15000	blackc1	Eurasian Blackcap	0.3446
24	Spectrogram 1	1	27.0	30.0	150	15000	blackc1	Eurasian Blackcap	0.3616
25	Spectrogram 1	1	27.0	30.0	150	15000	eugori2	Eurasian Golden Oriole	0.1679
26	Spectrogram 1	1	27.0	30.0	150	15000	webwar1	Western Bonelli's Warbler	0.1303
27	Spectrogram 1	1	27.0	30.0	150	15000	firecr1	Common Firecrest	0.1062
28	Spectrogram 1	1	30.0	33.0	150	15000	eugori2	Eurasian Golden Oriole	0.1087
29	Spectrogram 1	1	36.0	39.0	150	15000	eugori2	Eurasian Golden Oriole	0.1024
30	Spectrogram 1	1	48.0	51.0	150	15000	eugori2	Eurasian Golden Oriole	0.1214
31	Spectrogram 1	1	48.0	51.0	150	15000	eurbla	Eurasian Blackbird	0.1091
32	Spectrogram 1	1	51.0	54.0	150	15000	grecor	Great Cormorant	0.2064
33	Spectrogram 1	1	57.0	60.0	150	15000	blutit	Eurasian Blue Tit	0.2003
34	Spectrogram 1	1	57.0	60.0	150	15000	gretit1	Great Tit	0.1291
