Turdus merula_Eurasian Blackbird
Apus apus_Common Swift
Fringilla coelebs_Common Chaffinch
Columba palumbus_Common Wood-Pigeon
Hirundo rustica_Barn Swallow
Passer domesticus_House Sparrow
Sylvia atricapilla_Eurasian Blackcap
Corvus corone_Carrion Crow
Pica pica_Eurasian Magpie
Carduelis carduelis_European Goldfinch
Serinus serinus_European Serin
Parus major_Great Tit
Milvus migrans_Black Kite
Streptopelia decaocto_Eurasian Collared-Dove
Delichon urbicum_Common House-Martin
Phoenicurus ochruros_Black Redstart
Erithacus rubecula_European Robin
Gyps fulvus_Eurasian Griffon
Motacilla alba_White Wagtail
Garrulus glandarius_Eurasian Jay
Cyanistes caeruleus_Eurasian Blue Tit
Chloris chloris_European Greenfinch
Troglodytes troglodytes_Eurasian Wren
Emberiza cirlus_Cirl Bunting
Luscinia megarhynchos_Common Nightingale
Oriolus oriolus_Eurasian Golden Oriole
Columba livia_Rock Pigeon
Falco tinnunculus_Eurasian Kestrel
Cuculus canorus_Common Cuckoo
Buteo buteo_Common Buzzard
Sturnus vulgaris_European Starling
Phylloscopus bonelli_Western Bonelli's Warbler
Linaria cannabina_Eurasian Linnet
Periparus ater_Coal Tit
Hippolais polyglotta_Melodious Warbler
Merops apiaster_European Bee-eater
Larus michahellis_Yellow-legged Gull
Ptyonoprogne rupestris_Eurasian Crag-Martin
Anas platyrhynchos_Mallard
Certhia brachydactyla_Short-toed Treecreeper
Saxicola rubicola_European Stonechat
Ardea cinerea_Gray Heron
Dendrocopos major_Great Spotted Woodpecker
Streptopelia turtur_European Turtle-Dove
Picus viridis_Eurasian Green Woodpecker
Upupa epops_Eurasian Hoopoe
Emberiza calandra_Corn Bunting
Regulus ignicapilla_Common Firecrest
Corvus corax_Common Raven
Aegithalos caudatus_Long-tailed Tit
Alauda arvensis_Eurasian Skylark
Turdus philomelos_Song Thrush
Turdus viscivorus_Mistle Thrush
Sitta europaea_Eurasian Nuthatch
Lullula arborea_Wood Lark
Pyrrhocorax pyrrhocorax_Red-billed Chough
Galerida cristata_Crested Lark
Petronia petronia_Rock Sparrow
Phylloscopus collybita_Common Chiffchaff
Cettia cetti_Cetti's Warbler
Lophophanes cristatus_Crested Tit
Fulica atra_Eurasian Coot
Curruca melanocephala_Sardinian Warbler
Egretta garzetta_Little Egret
Lanius collurio_Red-backed Shrike
Cisticola juncidis_Zitting Cisticola
Curruca communis_Greater Whitethroat
Circaetus gallicus_Short-toed Snake-Eagle
Phalacrocorax carbo_Great Cormorant
Carduelis citrinella_Citril Finch
Milvus milvus_Red Kite
Hieraaetus pennatus_Booted Eagle
Oenanthe oenanthe_Northern Wheatear
Gallinula chloropus_Eurasian Moorhen
Picus sharpei_Iberian Green Woodpecker
Ciconia ciconia_White Stork
Phoenicurus phoenicurus_Common Redstart
Chroicocephalus ridibundus_Black-headed Gull
Motacilla cinerea_Gray Wagtail
Corvus monedula_Eurasian Jackdaw
Lanius senator_Woodchat Shrike
Himantopus himantopus_Black-winged Stilt
Acrocephalus scirpaceus_Eurasian Reed Warbler
Emberiza cia_Rock Bunting
Prunella modularis_Dunnock
Alectoris rufa_Red-legged Partridge
Curruca iberiae_Western Subalpine Warbler
Coturnix coturnix_Common Quail
Sturnus unicolor_Spotless Starling
Emberiza citrinella_Yellowhammer
Bubulcus ibis_Cattle Egret
Circus aeruginosus_Eurasian Marsh-Harrier
Motacilla flava_Western Yellow Wagtail
Muscicapa striata_Spotted Flycatcher
Sterna hirundo_Common Tern
Pernis apivorus_European Honey-buzzard
Acrocephalus arundinaceus_Great Reed Warbler
Passer montanus_Eurasian Tree Sparrow
Podiceps cristatus_Great Crested Grebe
Anthus trivialis_Tree Pipit
Ardea purpurea_Purple Heron
Sylvia borin_Garden Warbler
Curruca undata_Dartford Warbler
Tachybaptus ruficollis_Little Grebe
Charadrius dubius_Little Ringed Plover
Falco subbuteo_Eurasian Hobby
Apus melba_Alpine Swift
Pyrrhula pyrrhula_Eurasian Bullfinch
Recurvirostra avosetta_Pied Avocet
Tadorna tadorna_Common Shelduck
Riparia riparia_Bank Swallow
Anthus campestris_Tawny Pipit
Netta rufina_Red-crested Pochard
Circus pygargus_Montagu's Harrier
Galerida theklae_Thekla's Lark
Cinclus cinclus_White-throated Dipper
Poecile palustris_Marsh Tit
Aquila chrysaetos_Golden Eagle
Actitis hypoleucos_Common Sandpiper
Pyrrhocorax graculus_Yellow-billed Chough
Aythya ferina_Common Pochard
Alcedo atthis_Common Kingfisher
Burhinus oedicnemus_Eurasian Thick-knee
