Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	0	3.0	150	15000	corbun1	Corn Bunting	0.8676
2	Spectrogram 1	1	6.0	9.0	150	15000	corbun1	Corn Bunting	0.3996
3	Spectrogram 1	1	6.0	9.0	150	15000	wooshr1	Woodchat Shrike	0.3489
4	Spectrogram 1	1	6.0	9.0	150	15000	callar1	Calandra Lark	0.1424
5	Spectrogram 1	1	9.0	12.0	150	15000	corbun1	Corn Bunting	0.1192
6	Spectrogram 1	1	12.0	15.0	150	15000	corbun1	Corn Bunting	0.1086
7	Spectrogram 1	1	18.0	21.0	150	15000	corbun1	Corn Bunting	0.5194
8	Spectrogram 1	1	21.0	24.0	150	15000	corbun1	Corn Bunting	0.2530
9	Spectrogram 1	1	24.0	27.0	150	15000	corbun1	Corn Bunting	0.6259
10	Spectrogram 1	1	27.0	30.0	150	15000	wooshr1	Woodchat Shrike	0.2432
11	Spectrogram 1	1	36.0	39.0	150	15000	corbun1	Corn Bunting	0.7056
12	Spectrogram 1	1	39.0	42.0	150	15000	corbun1	Corn Bunting	0.9560
13	Spectrogram 1	1	42.0	45.0	150	15000	corbun1	Corn Bunting	0.3807
14	Spectrogram 1	1	45.0	48.0	150	15000	corbun1	Corn Bunting	0.3696
15	Spectrogram 1	1	51.0	54.0	150	15000	corbun1	Corn Bunting	0.9060
16	Spectrogram 1	1	54.0	57.0	150	15000	corbun1	Corn Bunting	0.4382
