Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	0	3.0	150	15000	tawowl1	Tawny Owl	0.2519
2	Spectrogram 1	1	3.0	6.0	150	15000	tawowl1	Tawny Owl	0.2288
3	Spectrogram 1	1	6.0	9.0	150	15000	tawowl1	Tawny Owl	0.2224
4	Spectrogram 1	1	12.0	15.0	150	15000	tawowl1	Tawny Owl	0.1865
5	Spectrogram 1	1	18.0	21.0	150	15000	tawowl1	Tawny Owl	0.1129
6	Spectrogram 1	1	21.0	24.0	150	15000	tawowl1	Tawny Owl	0.1961
7	Spectrogram 1	1	30.0	33.0	150	15000	tawowl1	Tawny Owl	0.2858
8	Spectrogram 1	1	36.0	39.0	150	15000	tawowl1	Tawny Owl	0.2359
9	Spectrogram 1	1	42.0	45.0	150	15000	tawowl1	Tawny Owl	0.3162
10	Spectrogram 1	1	45.0	48.0	150	15000	tawowl1	Tawny Owl	0.3229
11	Spectrogram 1	1	48.0	51.0	150	15000	tawowl1	Tawny Owl	0.2035
12	Spectrogram 1	1	51.0	54.0	150	15000	tawowl1	Tawny Owl	0.3692
13	Spectrogram 1	1	54.0	57.0	150	15000	tawowl1	Tawny Owl	0.1811
14	Spectrogram 1	1	57.0	60.0	150	15000	tawowl1	Tawny Owl	0.2458
