Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	3.0	6.0	150	15000	comchi1	Common Chiffchaff	0.2866
2	Spectrogram 1	1	3.0	6.0	150	15000	trepip	Tree Pipit	0.1318
3	Spectrogram 1	1	3.0	6.0	150	15000	webwar1	Western Bonelli's Warbler	0.1249
4	Spectrogram 1	1	3.0	6.0	150	15000	coatit2	Coal Tit	0.1216
5	Spectrogram 1	1	3.0	6.0	150	15000	goldcr1	Goldcrest	0.1068
6	Spectrogram 1	1	6.0	9.0	150	15000	comchi1	Common Chiffchaff	0.3168
7	Spectrogram 1	1	6.0	9.0	150	15000	trepip	Tree Pipit	0.1458
8	Spectrogram 1	1	6.0	9.0	150	15000	eurbul	Eurasian Bullfinch	0.1427
9	Spectrogram 1	1	6.0	9.0	150	15000	comred2	Common Redstart	0.1180
10	Spectrogram 1	1	6.0	9.0	150	15000	webwar1	Western Bonelli's Warbler	0.1138
11	Spectrogram 1	1	9.0	12.0	150	15000	thelar1	Thekla's Lark	0.2409
12	Spectrogram 1	1	9.0	12.0	150	15000	cirbun1	Cirl Bunting	0.1998
13	Spectrogram 1	1	9.0	12.0	150	15000	whinch1	Whinchat	0.1541
14	Spectrogram 1	1	9.0	12.0	150	15000	blackc1	Eurasian Blackcap	0.1531
15	Spectrogram 1	1	9.0	12.0	150	15000	webwar1	Western Bonelli's Warbler	0.1250
16	Spectrogram 1	1	9.0	12.0	150	15000	reebun	Reed Bunting	0.1243
17	Spectrogram 1	1	9.0	12.0	150	15000	yellow2	Yellowhammer	0.1184
18	Spectrogram 1	1	9.0	12.0	150	15000	sarwar1	Sardinian Warbler	0.1184
19	Spectrogram 1	1	9.0	12.0	150	15000	burthr	Blue Rock-Thrush	0.1147
20	Spectrogram 1	1	9.0	12.0	150	15000	grewhi1	Greater Whitethroat	0.1035
21	Spectrogram 1	1	18.0	21.0	150	15000	trepip	Tree Pipit	0.1736
22	Spectrogram 1	1	18.0	21.0	150	15000	comchi1	Common Chiffchaff	0.1582
23	Spectrogram 1	1	18.0	21.0	150	15000	woolar1	Wood Lark	0.1479
24	Spectrogram 1	1	18.0	21.0	150	15000	grewhi1	Greater Whitethroat	0.1424
25	Spectrogram 1	1	18.0	21.0	150	15000	webwar1	Western Bonelli's Warbler	0.1040
26	Spectrogram 1	1	21.0	24.0	150	15000	comchi1	Common Chiffchaff	0.3476
27	Spectrogram 1	1	21.0	24.0	150	15000	trepip	Tree Pipit	0.1771
28	Spectrogram 1	1	21.0	24.0	150	15000	webwar1	Western Bonelli's Warbler	0.1275
29	Spectrogram 1	1	21.0	24.0	150	15000	woolar1	Wood Lark	0.1226
30	Spectrogram 1	1	21.0	24.0	150	15000	grewhi1	Greater Whitethroat	0.1002
31	Spectrogram 1	1	33.0	36.0	150	15000	comchi1	Common Chiffchaff	0.1370
32	Spectrogram 1	1	33.0	36.0	150	15000	trepip	Tree Pipit	0.1259
33	Spectrogram 1	1	36.0	39.0	150	15000	coatit2	Coal Tit	0.2125
34	Spectrogram 1	1	36.0	39.0	150	15000	woolar1	Wood Lark	0.1761
35	Spectrogram 1	1	39.0	42.0	150	15000	woolar1	Wood Lark	0.1068
36	Spectrogram 1	1	42.0	45.0	150	15000	yellow2	Yellowhammer	0.1289
37	Spectrogram 1	1	42.0	45.0	150	15000	trepip	Tree Pipit	0.1252
38	Spectrogram 1	1	42.0	45.0	150	15000	cirbun1	Cirl Bunting	0.1219
39	Spectrogram 1	1	42.0	45.0	150	15000	whinch1	Whinchat	0.1183
40	Spectrogram 1	1	42.0	45.0	150	15000	grewhi1	Greater Whitethroat	0.1158
41	Spectrogram 1	1	42.0	45.0	150	15000	thelar1	Thekla's Lark	0.1142
42	Spectrogram 1	1	42.0	45.0	150	15000	webwar1	Western Bonelli's Warbler	0.1134
43	Spectrogram 1	1	42.0	45.0	150	15000	sarwar1	Sardinian Warbler	0.1016
44	Spectrogram 1	1	42.0	45.0	150	15000	woolar1	Wood Lark	0.1003
45	Spectrogram 1	1	45.0	48.0	150	15000	goldcr1	Goldcrest	0.1404
46	Spectrogram 1	1	51.0	54.0	150	15000	comchi1	Common Chiffchaff	0.5137
47	Spectrogram 1	1	51.0	54.0	150	15000	trepip	Tree Pipit	0.1806
48	Spectrogram 1	1	51.0	54.0	150	15000	reebun	Reed Bunting	0.1686
49	Spectrogram 1	1	51.0	54.0	150	15000	eurbul	Eurasian Bullfinch	0.1035
50	Spectrogram 1	1	54.0	57.0	150	15000	comchi1	Common Chiffchaff	0.1607
51	Spectrogram 1	1	54.0	57.0	150	15000	cirbun1	Cirl Bunting	0.1373
52	Spectrogram 1	1	54.0	57.0	150	15000	woolar1	Wood Lark	0.1176
53	Spectrogram 1	1	54.0	57.0	150	15000	trepip	Tree Pipit	0.1168
54	Spectrogram 1	1	54.0	57.0	150	15000	coatit2	Coal Tit	0.1058
55	Spectrogram 1	1	54.0	57.0	150	15000	thelar1	Thekla's Lark	0.1023
