Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	6.0	9.0	150	15000	trepip	Tree Pipit	0.9785
2	Spectrogram 1	1	9.0	12.0	150	15000	dunnoc1	Dunnock	0.9701
3	Spectrogram 1	1	12.0	15.0	150	15000	trepip	Tree Pipit	0.6008
4	Spectrogram 1	1	15.0	18.0	150	15000	dunnoc1	Dunnock	0.9842
5	Spectrogram 1	1	18.0	21.0	150	15000	trepip	Tree Pipit	0.9069
6	Spectrogram 1	1	21.0	24.0	150	15000	dunnoc1	Dunnock	0.8513
7	Spectrogram 1	1	27.0	30.0	150	15000	dunnoc1	Dunnock	0.9744
8	Spectrogram 1	1	33.0	36.0	150	15000	trepip	Tree Pipit	0.8227
9	Spectrogram 1	1	39.0	42.0	150	15000	trepip	Tree Pipit	0.1330
10	Spectrogram 1	1	45.0	48.0	150	15000	dunnoc1	Dunnock	0.9271
11	Spectrogram 1	1	48.0	51.0	150	15000	dunnoc1	Dunnock	0.8073
12	Spectrogram 1	1	51.0	54.0	150	15000	trepip	Tree Pipit	0.8117
13	Spectrogram 1	1	54.0	57.0	150	15000	dunnoc1	Dunnock	0.5328
14	Spectrogram 1	1	57.0	60.0	150	15000	dunnoc1	Dunnock	0.1566
