Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	0	3.0	150	15000	blared1	Black Redstart	0.8483
2	Spectrogram 1	1	3.0	6.0	150	15000	blackc1	Eurasian Blackcap	0.4822
3	Spectrogram 1	1	3.0	6.0	150	15000	webwar1	Western Bonelli's Warbler	0.3298
4	Spectrogram 1	1	3.0	6.0	150	15000	cirbun1	Cirl Bunting	0.2468
5	Spectrogram 1	1	3.0	6.0	150	15000	eugori2	Eurasian Golden Oriole	0.1401
6	Spectrogram 1	1	3.0	6.0	150	15000	ibechi2	Iberian Chiffchaff	0.1400
7	Spectrogram 1	1	3.0	6.0	150	15000	garwar1	Garden Warbler	0.1387
8	Spectrogram 1	1	3.0	6.0	150	15000	grewhi1	Greater Whitethroat	0.1166
9	Spectrogram 1	1	3.0	6.0	150	15000	melwar1	Melodious Warbler	0.1072
10	Spectrogram 1	1	3.0	6.0	150	15000	trepip	Tree Pipit	0.1013
11	Spectrogram 1	1	6.0	9.0	150	15000	trepip	Tree Pipit	0.1889
12	Spectrogram 1	1	6.0	9.0	150	15000	webwar1	Western Bonelli's Warbler	0.1695
13	Spectrogram 1	1	6.0	9.0	150	15000	cirbun1	Cirl Bunting	0.1248
14	Spectrogram 1	1	6.0	9.0	150	15000	garwar1	Garden Warbler	0.1227
15	Spectrogram 1	1	6.0	9.0	150	15000	melwar1	Melodious Warbler	0.1170
16	Spectrogram 1	1	6.0	9.0	150	15000	blackc1	Eurasian Blackcap	0.1117
17	Spectrogram 1	1	6.0	9.0	150	15000	dunnoc1	Dunnock	0.1083
18	Spectrogram 1	1	9.0	12.0	150	15000	thelar1	Thekla's Lark	0.1313
19	Spectrogram 1	1	9.0	12.0	150	15000	webwar1	Western Bonelli's Warbler	0.1112
20	Spectrogram 1	1	12.0	15.0	150	15000	webwar1	Western Bonelli's Warbler	0.2512
21	Spectrogram 1	1	12.0	15.0	150	15000	trepip	Tree Pipit	0.2129
22	Spectrogram 1	1	12.0	15.0	150	15000	cirbun1	Cirl Bunting	0.1984
23	Spectrogram 1	1	12.0	15.0	150	15000	eugori2	Eurasian Golden Oriole	0.1838
24	Spectrogram 1	1	12.0	15.0	150	15000	blackc1	Eurasian Blackcap	0.1733
25	Spectrogram 1	1	12.0	15.0	150	15000	firecr1	Common Firecrest	0.1638
26	Spectrogram 1	1	12.0	15.0	150	15000	spofly1	Spotted Flycatcher	0.1523
27	Spectrogram 1	1	12.0	15.0	150	15000	ibechi2	Iberian Chiffchaff	0.1441
28	Spectrogram 1	1	12.0	15.0	150	15000	grewhi1	Greater Whitethroat	0.1418
29	Spectrogram 1	1	12.0	15.0	150	15000	hawfin	Hawfinch	0.1324
30	Spectrogram 1	1	12.0	15.0	150	15000	yellow2	Yellowhammer	0.1295
31	Spectrogram 1	1	12.0	15.0	150	15000	shttre1	Short-toed Treecreeper	0.1285
32	Spectrogram 1	1	12.0	15.0	150	15000	comred2	Common Redstart	0.1122
33	Spectrogram 1	1	12.0	15.0	150	15000	melwar1	Melodious Warbler	0.1091
34	Spectrogram 1	1	12.0	15.0	150	15000	goldcr1	Goldcrest	0.1089
35	Spectrogram 1	1	12.0	15.0	150	15000	grywag	Gray Wagtail	0.1047
36	Spectrogram 1	1	15.0	18.0	150	15000	garwar1	Garden Warbler	0.1128
37	Spectrogram 1	1	15.0	18.0	150	15000	webwar1	Western Bonelli's Warbler	0.1095
38	Spectrogram 1	1	18.0	21.0	150	15000	comred2	Common Redstart	0.1889
39	Spectrogram 1	1	18.0	21.0	150	15000	webwar1	Western Bonelli's Warbler	0.1773
40	Spectrogram 1	1	18.0	21.0	150	15000	dunnoc1	Dunnock	0.1525
41	Spectrogram 1	1	18.0	21.0	150	15000	trepip	Tree Pipit	0.1426
42	Spectrogram 1	1	18.0	21.0	150	15000	spofly1	Spotted Flycatcher	0.1367
43	Spectrogram 1	1	18.0	21.0	150	15000	hawfin	Hawfinch	0.1325
44	Spectrogram 1	1	18.0	21.0	150	15000	sarwar1	Sardinian Warbler	0.1189
