Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	7.0	10.0	150	15000	lirplo	Little Ringed Plover	0.4129
2	Spectrogram 1	1	7.0	10.0	150	15000	woolar1	Wood Lark	0.3391
3	Spectrogram 1	1	8.0	11.0	150	15000	woolar1	Wood Lark	0.3472
4	Spectrogram 1	1	8.0	11.0	150	15000	trepip	Tree Pipit	0.1852
5	Spectrogram 1	1	8.0	11.0	150	15000	lirplo	Little Ringed Plover	0.1041
6	Spectrogram 1	1	9.0	12.0	150	15000	woolar1	Wood Lark	0.4762
7	Spectrogram 1	1	9.0	12.0	150	15000	trepip	Tree Pipit	0.1535
8	Spectrogram 1	1	10.0	13.0	150	15000	trepip	Tree Pipit	0.2607
9	Spectrogram 1	1	10.0	13.0	150	15000	woolar1	Wood Lark	0.1737
10	Spectrogram 1	1	10.0	13.0	150	15000	lirplo	Little Ringed Plover	0.1259
11	Spectrogram 1	1	11.0	14.0	150	15000	lirplo	Little Ringed Plover	0.1574
12	Spectrogram 1	1	11.0	14.0	150	15000	woolar1	Wood Lark	0.1339
13	Spectrogram 1	1	11.0	14.0	150	15000	eurbul	Eurasian Bullfinch	0.1008
14	Spectrogram 1	1	12.0	15.0	150	15000	litgre1	Little Grebe	0.1243
15	Spectrogram 1	1	12.0	15.0	150	15000	eurbul	Eurasian Bullfinch	0.1134
16	Spectrogram 1	1	12.0	15.0	150	15000	watrai1	Water Rail	0.1010
17	Spectrogram 1	1	13.0	16.0	150	15000	watrai1	Water Rail	0.1700
18	Spectrogram 1	1	14.0	17.0	150	15000	hawfin	Hawfinch	0.1573
19	Spectrogram 1	1	14.0	17.0	150	15000	trepip	Tree Pipit	0.1269
20	Spectrogram 1	1	14.0	17.0	150	15000	goldcr1	Goldcrest	0.1199
21	Spectrogram 1	1	15.0	18.0	150	15000	trepip	Tree Pipit	0.1630
22	Spectrogram 1	1	15.0	18.0	150	15000	reebun	Reed Bunting	0.1582
23	Spectrogram 1	1	15.0	18.0	150	15000	litgre1	Little Grebe	0.1316
24	Spectrogram 1	1	15.0	18.0	150	15000	hawfin	Hawfinch	0.1110
25	Spectrogram 1	1	15.0	18.0	150	15000	watrai1	Water Rail	0.1041
26	Spectrogram 1	1	16.0	19.0	150	15000	trepip	Tree Pipit	0.1175
27	Spectrogram 1	1	16.0	19.0	150	15000	eurbla	Eurasian Blackbird	0.1126
28	Spectrogram 1	1	17.0	20.0	150	15000	trepip	Tree Pipit	0.7143
29	Spectrogram 1	1	17.0	20.0	150	15000	martit2	Marsh Tit	0.1070
30	Spectrogram 1	1	17.0	20.0	150	15000	comcha	Common Chaffinch	0.1053
31	Spectrogram 1	1	17.0	20.0	150	15000	webwar1	Western Bonelli's Warbler	0.1026
32	Spectrogram 1	1	18.0	21.0	150	15000	trepip	Tree Pipit	0.6006
33	Spectrogram 1	1	18.0	21.0	150	15000	webwar1	Western Bonelli's Warbler	0.1134
34	Spectrogram 1	1	19.0	22.0	150	15000	trepip	Tree Pipit	0.6833
35	Spectrogram 1	1	19.0	22.0	150	15000	martit2	Marsh Tit	0.1974
36	Spectrogram 1	1	19.0	22.0	150	15000	woolar1	Wood Lark	0.1330
37	Spectrogram 1	1	20.0	23.0	150	15000	trepip	Tree Pipit	0.2435
38	Spectrogram 1	1	20.0	23.0	150	15000	woolar1	Wood Lark	0.1580
39	Spectrogram 1	1	20.0	23.0	150	15000	martit2	Marsh Tit	0.1001
40	Spectrogram 1	1	21.0	24.0	150	15000	woolar1	Wood Lark	0.3194
41	Spectrogram 1	1	21.0	24.0	150	15000	trepip	Tree Pipit	0.1974
42	Spectrogram 1	1	21.0	24.0	150	15000	rocbun1	Rock Bunting	0.1847
43	Spectrogram 1	1	21.0	24.0	150	15000	webwar1	Western Bonelli's Warbler	0.1599
44	Spectrogram 1	1	21.0	24.0	150	15000	melwar1	Melodious Warbler	0.1515
45	Spectrogram 1	1	21.0	24.0	150	15000	cirbun1	Cirl Bunting	0.1405
46	Spectrogram 1	1	21.0	24.0	150	15000	booeag1	Booted Eagle	0.1285
47	Spectrogram 1	1	21.0	24.0	150	15000	sarwar1	Sardinian Warbler	0.1221
48	Spectrogram 1	1	21.0	24.0	150	15000	grnsan	Green Sandpiper	0.1158
49	Spectrogram 1	1	21.0	24.0	150	15000	citfin1	Citril Finch	0.1132
50	Spectrogram 1	1	21.0	24.0	150	15000	shttre1	Short-toed Treecreeper	0.1075
51	Spectrogram 1	1	21.0	24.0	150	15000	grewhi1	Greater Whitethroat	0.1055
52	Spectrogram 1	1	22.0	25.0	150	15000	trepip	Tree Pipit	0.2100
53	Spectrogram 1	1	22.0	25.0	150	15000	watrai1	Water Rail	0.1578
54	Spectrogram 1	1	22.0	25.0	150	15000	rocbun1	Rock Bunting	0.1483
55	Spectrogram 1	1	22.0	25.0	150	15000	reebun	Reed Bunting	0.1357
56	Spectrogram 1	1	22.0	25.0	150	15000	citfin1	Citril Finch	0.1239
57	Spectrogram 1	1	22.0	25.0	150	15000	comred2	Common Redstart	0.1180
58	Spectrogram 1	1	22.0	25.0	150	15000	woolar1	Wood Lark	0.1119
59	Spectrogram 1	1	22.0	25.0	150	15000	eupfly1	European Pied Flycatcher	0.1102
60	Spectrogram 1	1	22.0	25.0	150	15000	cirbun1	Cirl Bunting	0.1086
61	Spectrogram 1	1	22.0	25.0	150	15000	webwar1	Western Bonelli's Warbler	0.1060
62	Spectrogram 1	1	23.0	26.0	150	15000	shttre1	Short-toed Treecreeper	0.2795
63	Spectrogram 1	1	23.0	26.0	150	15000	trepip	Tree Pipit	0.1384
64	Spectrogram 1	1	23.0	26.0	150	15000	winwre4	Eurasian Wren	0.1295
65	Spectrogram 1	1	23.0	26.0	150	15000	comred2	Common Redstart	0.1189
66	Spectrogram 1	1	23.0	26.0	150	15000	sonthr1	Song Thrush	0.1114
67	Spectrogram 1	1	23.0	26.0	150	15000	grnsan	Green Sandpiper	0.1045
68	Spectrogram 1	1	24.0	27.0	150	15000	watrai1	Water Rail	0.1642
69	Spectrogram 1	1	25.0	28.0	150	15000	trepip	Tree Pipit	0.6824
70	Spectrogram 1	1	25.0	28.0	150	15000	comcha	Common Chaffinch	0.1108
71	Spectrogram 1	1	26.0	29.0	150	15000	trepip	Tree Pipit	0.6450
72	Spectrogram 1	1	26.0	29.0	150	15000	martit2	Marsh Tit	0.2475
73	Spectrogram 1	1	27.0	30.0	150	15000	trepip	Tree Pipit	0.5730
74	Spectrogram 1	1	27.0	30.0	150	15000	martit2	Marsh Tit	0.2291
75	Spectrogram 1	1	28.0	31.0	150	15000	trepip	Tree Pipit	0.3922
76	Spectrogram 1	1	29.0	32.0	150	15000	trepip	Tree Pipit	0.4057
77	Spectrogram 1	1	29.0	32.0	150	15000	martit2	Marsh Tit	0.2368
78	Spectrogram 1	1	30.0	33.0	150	15000	trepip	Tree Pipit	0.1783
79	Spectrogram 1	1	30.0	33.0	150	15000	rocbun1	Rock Bunting	0.1766
80	Spectrogram 1	1	30.0	33.0	150	15000	sonthr1	Song Thrush	0.1218
81	Spectrogram 1	1	31.0	34.0	150	15000	sonthr1	Song Thrush	0.1565
82	Spectrogram 1	1	31.0	34.0	150	15000	eurser1	European Serin	0.1439
83	Spectrogram 1	1	31.0	34.0	150	15000	hawfin	Hawfinch	0.1201
84	Spectrogram 1	1	31.0	34.0	150	15000	eurrob1	European Robin	0.1136
85	Spectrogram 1	1	31.0	34.0	150	15000	grywag	Gray Wagtail	0.1117
86	Spectrogram 1	1	31.0	34.0	150	15000	whtdip1	White-throated Dipper	0.1069
