Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	0	3.0	150	15000	melwar1	Melodious Warbler	0.4057
2	Spectrogram 1	1	1.0	4.0	150	15000	shttre1	Short-toed Treecreeper	0.2103
3	Spectrogram 1	1	1.0	4.0	150	15000	melwar1	Melodious Warbler	0.1721
4	Spectrogram 1	1	4.0	7.0	150	15000	comcha	Common Chaffinch	0.2171
5	Spectrogram 1	1	6.0	9.0	150	15000	comnig1	Common Nightingale	0.2015
6	Spectrogram 1	1	7.0	10.0	150	15000	comnig1	Common Nightingale	0.5135
7	Spectrogram 1	1	7.0	10.0	150	15000	blackc1	Eurasian Blackcap	0.3903
8	Spectrogram 1	1	8.0	11.0	150	15000	blackc1	Eurasian Blackcap	0.5604
9	Spectrogram 1	1	9.0	12.0	150	15000	blackc1	Eurasian Blackcap	0.1473
10	Spectrogram 1	1	11.0	14.0	150	15000	blared1	Black Redstart	0.1379
11	Spectrogram 1	1	12.0	15.0	150	15000	trepip	Tree Pipit	0.2967
12	Spectrogram 1	1	13.0	16.0	150	15000	comcha	Common Chaffinch	0.3043
13	Spectrogram 1	1	14.0	17.0	150	15000	comcha	Common Chaffinch	0.2485
14	Spectrogram 1	1	14.0	17.0	150	15000	melwar1	Melodious Warbler	0.1583
15	Spectrogram 1	1	15.0	18.0	150	15000	comcha	Common Chaffinch	0.1739
16	Spectrogram 1	1	16.0	19.0	150	15000	melwar1	Melodious Warbler	0.4432
17	Spectrogram 1	1	18.0	21.0	150	15000	melwar1	Melodious Warbler	0.1030
18	Spectrogram 1	1	20.0	23.0	150	15000	yellow2	Yellowhammer	0.2778
19	Spectrogram 1	1	21.0	24.0	150	15000	webwar1	Western Bonelli's Warbler	0.1882
20	Spectrogram 1	1	21.0	24.0	150	15000	eugori2	Eurasian Golden Oriole	0.1017
21	Spectrogram 1	1	22.0	25.0	150	15000	comcha	Common Chaffinch	0.7320
22	Spectrogram 1	1	23.0	26.0	150	15000	comcha	Common Chaffinch	0.5448
23	Spectrogram 1	1	23.0	26.0	150	15000	eugori2	Eurasian Golden Oriole	0.1384
24	Spectrogram 1	1	24.0	27.0	150	15000	comchi1	Common Chiffchaff	0.2175
25	Spectrogram 1	1	24.0	27.0	150	15000	comcha	Common Chaffinch	0.1044
26	Spectrogram 1	1	25.0	28.0	150	15000	comchi1	Common Chiffchaff	0.4204
27	Spectrogram 1	1	27.0	30.0	150	15000	melwar1	Melodious Warbler	0.2885
28	Spectrogram 1	1	28.0	31.0	150	15000	melwar1	Melodious Warbler	0.9489
29	Spectrogram 1	1	29.0	32.0	150	15000	melwar1	Melodious Warbler	0.9330
30	Spectrogram 1	1	30.0	33.0	150	15000	melwar1	Melodious Warbler	0.9859
31	Spectrogram 1	1	31.0	34.0	150	15000	melwar1	Melodious Warbler	0.8943
32	Spectrogram 1	1	32.0	35.0	150	15000	melwar1	Melodious Warbler	0.9628
33	Spectrogram 1	1	33.0	36.0	150	15000	melwar1	Melodious Warbler	0.8002
34	Spectrogram 1	1	34.0	37.0	150	15000	melwar1	Melodious Warbler	0.7619
35	Spectrogram 1	1	35.0	38.0	150	15000	melwar1	Melodious Warbler	0.7208
36	Spectrogram 1	1	36.0	39.0	150	15000	melwar1	Melodious Warbler	0.8609
37	Spectrogram 1	1	37.0	40.0	150	15000	melwar1	Melodious Warbler	0.5719
38	Spectrogram 1	1	38.0	41.0	150	15000	melwar1	Melodious Warbler	0.6302
39	Spectrogram 1	1	39.0	42.0	150	15000	melwar1	Melodious Warbler	0.8112
40	Spectrogram 1	1	40.0	43.0	150	15000	melwar1	Melodious Warbler	0.7682
41	Spectrogram 1	1	40.0	43.0	150	15000	sarwar1	Sardinian Warbler	0.1207
42	Spectrogram 1	1	41.0	44.0	150	15000	melwar1	Melodious Warbler	0.9007
43	Spectrogram 1	1	42.0	45.0	150	15000	melwar1	Melodious Warbler	0.1731
44	Spectrogram 1	1	42.0	45.0	150	15000	cetwar1	Cetti's Warbler	0.1067
45	Spectrogram 1	1	43.0	46.0	150	15000	melwar1	Melodious Warbler	0.1059
46	Spectrogram 1	1	44.0	47.0	150	15000	comcha	Common Chaffinch	0.1082
47	Spectrogram 1	1	45.0	48.0	150	15000	melwar1	Melodious Warbler	0.3659
48	Spectrogram 1	1	46.0	49.0	150	15000	melwar1	Melodious Warbler	0.1599
49	Spectrogram 1	1	47.0	50.0	150	15000	melwar1	Melodious Warbler	0.5449
50	Spectrogram 1	1	48.0	51.0	150	15000	melwar1	Melodious Warbler	0.3176
51	Spectrogram 1	1	49.0	52.0	150	15000	melwar1	Melodious Warbler	0.6430
52	Spectrogram 1	1	50.0	53.0	150	15000	melwar1	Melodious Warbler	0.7181
53	Spectrogram 1	1	51.0	54.0	150	15000	melwar1	Melodious Warbler	0.1028
54	Spectrogram 1	1	52.0	55.0	150	15000	comcha	Common Chaffinch	0.2241
55	Spectrogram 1	1	53.0	56.0	150	15000	comcha	Common Chaffinch	0.1879
56	Spectrogram 1	1	54.0	57.0	150	15000	webwar1	Western Bonelli's Warbler	0.1079
57	Spectrogram 1	1	57.0	60.0	150	15000	melwar1	Melodious Warbler	0.3555
58	Spectrogram 1	1	58.0	61.0	150	15000	melwar1	Melodious Warbler	0.2556
59	Spectrogram 1	1	59.0	62.0	150	15000	melwar1	Melodious Warbler	0.2818
