Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	0	3.0	150	15000	blutit	Eurasian Blue Tit	0.3249
2	Spectrogram 1	1	3.0	6.0	150	15000	melwar1	Melodious Warbler	0.2192
3	Spectrogram 1	1	9.0	12.0	150	15000	hawfin	Hawfinch	0.3871
4	Spectrogram 1	1	9.0	12.0	150	15000	webwar1	Western Bonelli's Warbler	0.1623
5	Spectrogram 1	1	15.0	18.0	150	15000	cirbun1	Cirl Bunting	0.1001
6	Spectrogram 1	1	18.0	21.0	150	15000	webwar1	Western Bonelli's Warbler	0.1581
7	Spectrogram 1	1	21.0	24.0	150	15000	comcuc	Common Cuckoo	0.1659
8	Spectrogram 1	1	24.0	27.0	150	15000	blutit	Eurasian Blue Tit	0.2214
9	Spectrogram 1	1	36.0	39.0	150	15000	blutit	Eurasian Blue Tit	0.5542
10	Spectrogram 1	1	39.0	42.0	150	15000	blutit	Eurasian Blue Tit	0.1282
11	Spectrogram 1	1	42.0	45.0	150	15000	blutit	Eurasian Blue Tit	0.3903
12	Spectrogram 1	1	57.0	60.0	150	15000	melwar1	Melodious Warbler	0.2421
