"confidence_threshold","TP","FP","TN","FN","TPR","FPR","rec_recall","rec_precision","F_score1","F_score2","F_score3","id_precision","id_recall","id_FPR"
0.1,336,311,38408,719,0.318483412322275,0.00803223223740283,0.318483412322275,0.519319938176198,0.394829612220917,0.500745156482861,0.516097635160824,0.363221230898564,0.0709219428940892,0.00198788396391761
0.11,329,276,38443,726,0.311848341232227,0.00712828327177871,0.311848341232227,0.543801652892562,0.396385542168675,0.52100605496041,0.539826171716351,0.384176290734069,0.0692448254992882,0.00177633538357606
0.12,319,247,38470,738,0.301797540208136,0.00637962652064984,0.301797540208136,0.563604240282686,0.393099199014171,0.536240482547217,0.558804655115598,0.391573302461831,0.0674503563541578,0.00163852621799737
0.13,309,220,38496,749,0.292060491493384,0.0056824052071495,0.292060491493384,0.584120982986768,0.389413988657845,0.55166981726528,0.578394306682976,0.4041586058923,0.0659647167106268,0.00157391777439331
0.14,300,194,38519,761,0.282752120640905,0.0050112365355307,0.282752120640905,0.607287449392713,0.385852090032154,0.568878973786949,0.600463724460474,0.417330935081494,0.0641863922083685,0.00145889658184873
0.15,294,171,38539,770,0.276315789473684,0.00441746318780677,0.276315789473684,0.632258064516129,0.384565075212557,0.587723424270931,0.6242956858128,0.427612957859059,0.0633486189268237,0.00132168172321652
0.16,288,155,38556,775,0.270931326434619,0.00400402986231304,0.270931326434619,0.650112866817156,0.382470119521912,0.600662495399337,0.641227432048145,0.436385227092963,0.0629968775484168,0.00128845756480244
0.17,282,144,38566,782,0.265037593984962,0.00371996900025833,0.265037593984962,0.661971830985915,0.378523489932886,0.608375634517766,0.652299377061195,0.441871434854413,0.0608391383466582,0.00127660981472042
0.18,276,130,38578,790,0.25891181988743,0.00335847886741759,0.25891181988743,0.679802955665025,0.375,0.620470774927268,0.669034704555273,0.448026533267571,0.0593211965291362,0.00122561899541664
0.19,273,116,38590,795,0.25561797752809,0.00299695137704749,0.25561797752809,0.701799485861183,0.374742621825669,0.636450905101481,0.689876901521217,0.472856373781356,0.0584993372112413,0.0011272280289489
0.2,266,106,38598,804,0.248598130841122,0.00273873501446879,0.248598130841122,0.71505376344086,0.368932038834951,0.643976075192253,0.702012019858897,0.483286094514493,0.0575238445596351,0.00105268116741686
0.21,262,97,38606,809,0.244631185807656,0.0025062656641604,0.244631185807656,0.729805013927577,0.366433566433566,0.653558327219369,0.715750182575532,0.498437932973754,0.0563624749613387,0.000990378773007598
0.22,256,91,38612,815,0.239028944911298,0.00235123892204739,0.239028944911298,0.737752161383285,0.361071932299013,0.657104031405707,0.722820161583406,0.511444548539921,0.0551398144837336,0.000935918336685482
0.23,250,82,38621,821,0.233426704014939,0.00211869880887786,0.233426704014939,0.753012048192771,0.356379187455453,0.665831113896287,0.73677453240349,0.533341440402052,0.0544451483292696,0.00092347063534989
0.24,248,77,38626,823,0.23155929038282,0.00198950985711702,0.23155929038282,0.763076923076923,0.355300859598854,0.672301068410142,0.746120163236126,0.551179459765865,0.0540117963787913,0.000889194861070894
