"habitat","confidence_threshold","TP","FP","TN","FN","TPR","FPR","recall","precision","F_score1","F_score2","F_score3"
"alpine meadow",0.1,49,45,8287,79,0.3828125,0.00540086413826212,0.3828125,0.521276595744681,0.441441441441441,0.510416666666667,0.519416456759026
"alpine meadow",0.11,49,41,8291,79,0.3828125,0.00492078732597216,0.3828125,0.544444444444444,0.44954128440367,0.53125,0.542177914110429
"alpine meadow",0.12,49,37,8295,79,0.3828125,0.00444071051368219,0.3828125,0.569767441860465,0.457943925233645,0.553856382978723,0.567025664527956
"alpine meadow",0.13,49,33,8299,79,0.3828125,0.00396063370139222,0.3828125,0.597560975609756,0.466666666666667,0.578472222222222,0.59426032660903
"alpine meadow",0.14,47,30,8302,81,0.3671875,0.00360057609217475,0.3671875,0.61038961038961,0.458536585365854,0.5875,0.606412876852325
"alpine meadow",0.15,46,27,8305,82,0.359375,0.00324051848295727,0.359375,0.63013698630137,0.45771144278607,0.603395061728395,0.625471190091545
"alpine meadow",0.16,46,24,8308,82,0.359375,0.0028804608737398,0.359375,0.657142857142857,0.464646464646465,0.626602564102564,0.651795735129069
"alpine meadow",0.17,46,22,8310,82,0.359375,0.00264042246759482,0.359375,0.676470588235294,0.469387755102041,0.643092105263158,0.670612009237875
"alpine meadow",0.18,46,19,8313,82,0.359375,0.00228036485837734,0.359375,0.707692307692308,0.476683937823834,0.669520547945205,0.7009656004828
"alpine meadow",0.19,46,19,8313,82,0.359375,0.00228036485837734,0.359375,0.707692307692308,0.476683937823834,0.669520547945205,0.7009656004828
"alpine meadow",0.2,43,16,8315,86,0.333333333333333,0.00192053775057016,0.333333333333333,0.728813559322034,0.457446808510638,0.681267474370923,0.720351633770111
"alpine meadow",0.21,43,16,8315,86,0.333333333333333,0.00192053775057016,0.333333333333333,0.728813559322034,0.457446808510638,0.681267474370923,0.720351633770111
"alpine meadow",0.22,43,14,8317,86,0.333333333333333,0.00168047053174889,0.333333333333333,0.754385964912281,0.462365591397849,0.702209414024976,0.74506776462515
"alpine meadow",0.23,43,11,8320,86,0.333333333333333,0.00132036970351698,0.333333333333333,0.796296296296296,0.469945355191257,0.736153071500503,0.785494664496292
"alpine meadow",0.24,42,9,8322,87,0.325581395348837,0.00108030248469571,0.325581395348837,0.823529411764706,0.466666666666667,0.755555555555556,0.811244979919679
"alpine meadow",0.25,41,7,8324,88,0.317829457364341,0.000840235265874445,0.317829457364341,0.854166666666667,0.463276836158192,0.777034559643255,0.8401298437817
"alpine meadow",0.26,41,7,8324,88,0.317829457364341,0.000840235265874445,0.317829457364341,0.854166666666667,0.463276836158192,0.777034559643255,0.8401298437817
"alpine meadow",0.27,41,7,8324,88,0.317829457364341,0.000840235265874445,0.317829457364341,0.854166666666667,0.463276836158192,0.777034559643255,0.8401298437817
"alpine meadow",0.28,41,7,8324,88,0.317829457364341,0.000840235265874445,0.317829457364341,0.854166666666667,0.463276836158192,0.777034559643255,0.8401298437817
"alpine meadow",0.29,40,6,8325,89,0.310077519379845,0.00072020165646381,0.310077519379845,0.869565217391304,0.457142857142857,0.786127167630058,0.854303235356312
"alpine meadow",0.3,40,6,8325,89,0.310077519379845,0.00072020165646381,0.310077519379845,0.869565217391304,0.457142857142857,0.786127167630058,0.854303235356312
"alpine meadow",0.31,40,6,8325,89,0.310077519379845,0.00072020165646381,0.310077519379845,0.869565217391304,0.457142857142857,0.786127167630058,0.854303235356312
"alpine meadow",0.32,40,5,8326,89,0.310077519379845,0.000600168047053175,0.310077519379845,0.888888888888889,0.459770114942529,0.800942285041225,0.872758695182545
"alpine meadow",0.33,40,5,8326,89,0.310077519379845,0.000600168047053175,0.310077519379845,0.888888888888889,0.459770114942529,0.800942285041225,0.872758695182545
"alpine meadow",0.34,39,5,8326,90,0.302325581395349,0.000600168047053175,0.302325581395349,0.886363636363636,0.450867052023121,0.795918367346939,0.869728416869066
"alpine meadow",0.35,38,5,8326,91,0.294573643410853,0.000600168047053175,0.294573643410853,0.883720930232558,0.441860465116279,0.790697674418605,0.866561300519305
"alpine meadow",0.36,38,5,8326,91,0.294573643410853,0.000600168047053175,0.294573643410853,0.883720930232558,0.441860465116279,0.790697674418605,0.866561300519305
"alpine meadow",0.37,38,5,8326,91,0.294573643410853,0.000600168047053175,0.294573643410853,0.883720930232558,0.441860465116279,0.790697674418605,0.866561300519305
"alpine meadow",0.38,38,5,8326,91,0.294573643410853,0.000600168047053175,0.294573643410853,0.883720930232558,0.441860465116279,0.790697674418605,0.866561300519305
"alpine meadow",0.39,38,5,8326,91,0.294573643410853,0.000600168047053175,0.294573643410853,0.883720930232558,0.441860465116279,0.790697674418605,0.866561300519305
"alpine meadow",0.4,38,4,8327,91,0.294573643410853,0.00048013443764254,0.294573643410853,0.904761904761905,0.444444444444444,0.80649188514357,0.886578886578887
"alpine meadow",0.41,38,4,8327,91,0.294573643410853,0.00048013443764254,0.294573643410853,0.904761904761905,0.444444444444444,0.80649188514357,0.886578886578887
"alpine meadow",0.42,38,4,8327,91,0.294573643410853,0.00048013443764254,0.294573643410853,0.904761904761905,0.444444444444444,0.80649188514357,0.886578886578887
