"correct_identification","recording_id","recording_name","common_name","species_num_in_recording","confidence_higher_than","max_conf","n_species_target","start_times","annotated_species_list","first_detection_with_1st_threshold_confidence","first_detection_with_2nd_threshold_confidence","first_detection_with_3rd_threshold_confidence","first_detection_with_4th_threshold_confidence","first_detection_with_5th_threshold_confidence"
"?",1,"Aurignac/100/S4A10950_20210504_000000.wav","Common Nightingale",1,0.95,"0.9712",2,"14M 24S, 15M 26S, 15M 27S, 17M 12S, 17M 13S, 19M 16S, 19M 48S, 21M 55S, 22M 44S, 23M 8S","Lus meg, Str alu",864,926,926,927,NA
"?",1,"Aurignac/100/S4A10950_20210504_000000.wav","Tawny Owl",3,0.8,"0.8214",2,"10M 22S","Lus meg, Str alu",622,622,NA,NA,NA
"?",1,"Aurignac/100/S4A10950_20210504_010000.wav","Common Nightingale",1,0.95,"0.9712",2,"24S, 1M 0S, 1M 1S, 1M 16S, 1M 39S, 2M 57S, 5M 47S, 5M 48S, 6M 58S, 18M 8S, 19M 10S, 19M 13S, 19M 15S, 19M 38S, 19M 39S, 25M 19S","Lus meg, Str alu",24,24,24,NA,NA
"?",1,"Aurignac/100/S4A10950_20210504_020000.wav","Common Nightingale",1,0.95,"0.9712",2,"20S, 29S, 38S, 1M 16S, 1M 57S, 2M 15S, 2M 16S, 2M 31S, 2M 55S, 2M 56S, 3M 18S, 3M 55S, 5M 51S, 6M 45S, 7M 18S, 7M 19S, 13M 22S, 13M 31S, 16M 34S, 21M 15S","Lus meg, Str alu",20,29,29,29,NA
"?",1,"Aurignac/100/S4A10950_20210504_020000.wav","Little Owl",2,0.95,"0.9651",2,"16M 47S, 16M 48S, 16M 49S, 16M 50S, 16M 52S, 16M 53S, 16M 54S","Lus meg, Str alu",1007,1007,1007,1007,1007
"?",1,"Aurignac/100/S4A10950_20210504_030000.wav","Common Nightingale",1,0.95,"0.9712",2,"2S, 3S, 1M 10S, 1M 11S, 6M 2S, 7M 16S, 7M 17S, 7M 39S, 8M 31S, 9M 13S, 9M 21S, 10M 16S, 13M 0S, 13M 46S, 14M 23S, 14M 24S, 16M 17S, 16M 18S, 18M 6S, 18M 7S, 18M 40S, 19M 40S, 20M 13S, 20M 14S, 21M 3S, 21M 27S, 22M 14S, 22M 26S, 22M 39S, 23M 45S, 24M 5S, 24M 35S, 24M 52S, 24M 59S, 26M 26S, 26M 49S, 27M 58S, 28M 0S, 28M 8S, 28M 10S, 29M 25S, 29M 41S","Lus meg, Str alu",2,3,71,71,459
"?",1,"Aurignac/100/S4A10950_20210504_030000.wav","Little Owl",2,0.95,"0.9651",2,"29M 27S, 29M 28S","Lus meg, Str alu",1767,1767,NA,NA,NA
"?",2,"Aurignac/100/S4A10950_20210504_070000.wav","Cattle Egret",2,0.75,"0.7592",12,"20M 33S","Tur mer, Syl atr, Ale ruf, Eri rub, Hip pol, Syl com, Cor one, Lus meg, Cya cae, Ori ori, Str dec, Pho och",1233,NA,NA,NA,NA
"?",2,"Aurignac/100/S4A10950_20210504_070000.wav","Common Cuckoo",5,0.85,"0.8890",12,"1M 46S, 12M 27S, 12M 28S, 13M 40S, 27M 50S, 29M 42S, 29M 44S","Tur mer, Syl atr, Ale ruf, Eri rub, Hip pol, Syl com, Cor one, Lus meg, Cya cae, Ori ori, Str dec, Pho och",106,106,NA,NA,NA
"?",2,"Aurignac/100/S4A10950_20210504_070000.wav","Common Wood-Pigeon",6,0.9,"0.9316",12,"9M 1S, 9M 2S, 9M 8S, 9M 29S, 9M 52S, 28M 35S","Tur mer, Syl atr, Ale ruf, Eri rub, Hip pol, Syl com, Cor one, Lus meg, Cya cae, Ori ori, Str dec, Pho och",541,541,541,541,NA
"?",2,"Aurignac/100/S4A10950_20210504_070000.wav","Eurasian Blue Tit",8,0.8,"0.8087",12,"29M 26S, 29M 37S","Tur mer, Syl atr, Ale ruf, Eri rub, Hip pol, Syl com, Cor one, Lus meg, Cya cae, Ori ori, Str dec, Pho och",1766,1766,NA,NA,NA
"?",2,"Aurignac/100/S4A10950_20210504_070000.wav","Eurasian Golden Oriole",9,0.8,"0.8098",12,"12M 52S, 14M 29S","Tur mer, Syl atr, Ale ruf, Eri rub, Hip pol, Syl com, Cor one, Lus meg, Cya cae, Ori ori, Str dec, Pho och",772,NA,NA,NA,NA
"?",2,"Aurignac/100/S4A10950_20210504_070000.wav","Eurasian Magpie",10,0.95,"0.9803",12,"4M 11S, 5M 34S, 5M 35S, 5M 36S, 6M 28S, 8M 21S, 8M 22S, 8M 31S, 8M 37S, 8M 51S, 8M 52S, 8M 53S, 8M 55S, 10M 9S, 10M 17S, 10M 18S, 10M 36S, 10M 37S, 10M 57S, 11M 3S, 11M 9S, 11M 11S, 11M 12S, 11M 13S, 11M 20S, 11M 40S, 11M 41S, 11M 42S, 11M 44S, 13M 21S, 13M 33S, 13M 42S, 13M 44S, 17M 44S, 17M 45S, 17M 56S, 18M 1S, 19M 20S, 19M 21S, 20M 23S, 20M 25S, 20M 28S, 20M 29S, 21M 48S, 21M 49S, 21M 51S, 21M 52S, 21M 53S, 21M 54S, 21M 55S, 21M 56S, 21M 57S, 21M 58S, 21M 59S, 22M 1S, 22M 2S, 22M 3S, 22M 5S, 22M 10S, 22M 11S, 22M 14S, 22M 16S, 22M 17S, 22M 18S, 22M 19S, 22M 23S, 22M 29S, 22M 38S, 22M 39S, 22M 41S, 22M 42S, 22M 43S, 22M 44S, 22M 45S, 22M 46S, 22M 47S, 22M 51S, 22M 52S, 22M 53S, 22M 58S, 22M 59S, 23M 2S, 23M 3S, 23M 4S, 23M 5S, 23M 8S, 23M 9S, 23M 11S, 23M 12S, 23M 13S, 23M 14S, 23M 16S, 23M 17S, 23M 18S, 23M 19S, 23M 20S, 23M 21S, 23M 22S, 23M 23S, 23M 24S, 23M 25S, 23M 26S, 23M 27S, 23M 28S, 23M 29S, 23M 30S, 23M 31S, 23M 32S, 23M 34S, 23M 35S, 23M 37S, 23M 38S, 23M 39S, 23M 40S, 23M 43S, 23M 44S, 23M 45S, 23M 46S, 23M 47S, 23M 48S, 23M 49S, 23M 50S, 23M 51S, 23M 52S, 23M 56S, 23M 58S, 23M 59S, 24M 0S, 24M 1S, 24M 2S, 24M 3S, 24M 4S, 24M 5S, 24M 10S, 24M 12S, 24M 13S, 24M 15S, 24M 16S, 24M 17S, 24M 19S, 24M 37S, 24M 38S, 24M 39S, 24M 40S, 24M 41S, 24M 42S, 24M 43S, 24M 44S, 24M 45S, 24M 46S, 24M 47S, 24M 48S, 24M 57S, 24M 59S, 25M 1S, 25M 2S, 25M 3S, 25M 9S, 25M 10S, 25M 26S, 25M 27S, 25M 28S, 25M 29S, 25M 30S, 25M 31S, 25M 32S, 25M 33S, 25M 34S, 25M 35S, 25M 36S, 25M 37S, 25M 46S, 25M 47S, 25M 58S, 26M 3S, 26M 6S, 26M 7S, 26M 8S, 26M 9S, 26M 11S, 26M 12S, 26M 15S, 26M 16S, 26M 17S, 26M 18S, 26M 22S, 26M 23S, 26M 25S, 26M 26S, 26M 27S, 26M 28S, 26M 29S, 26M 32S, 26M 34S, 26M 42S, 26M 45S, 26M 46S, 26M 49S, 26M 58S, 26M 59S","Tur mer, Syl atr, Ale ruf, Eri rub, Hip pol, Syl com, Cor one, Lus meg, Cya cae, Ori ori, Str dec, Pho och",251,251,334,334,532
"?",2,"Aurignac/100/S4A10950_20210504_080000.wav","Common Cuckoo",5,0.85,"0.8890",12,"15M 24S, 17M 52S, 18M 44S","Tur mer, Syl atr, Ale ruf, Eri rub, Hip pol, Syl com, Cor one, Lus meg, Cya cae, Ori ori, Str dec, Pho och",924,924,924,NA,NA
"?",2,"Aurignac/100/S4A10950_20210504_080000.wav","Eurasian Magpie",10,0.95,"0.9803",12,"11M 29S, 11M 31S, 11M 32S, 11M 33S, 11M 49S, 11M 50S, 11M 51S, 11M 54S, 11M 55S, 12M 0S, 12M 1S, 12M 2S, 12M 14S, 12M 15S, 12M 19S, 12M 20S, 12M 26S, 12M 40S, 12M 41S, 12M 42S, 12M 48S, 12M 49S, 12M 50S, 12M 51S, 12M 58S, 12M 59S, 15M 43S, 15M 44S, 15M 47S, 15M 48S, 15M 50S, 15M 51S, 15M 52S, 15M 53S, 15M 54S, 15M 56S, 16M 18S, 16M 19S, 16M 35S, 16M 44S, 16M 46S, 16M 48S, 16M 55S, 16M 56S, 17M 13S, 17M 29S, 17M 30S, 22M 17S, 22M 18S, 22M 36S, 22M 37S, 22M 53S, 23M 38S, 23M 39S, 23M 58S, 23M 59S, 24M 5S, 24M 9S, 24M 10S, 24M 11S, 24M 37S, 24M 45S, 24M 52S, 26M 35S, 26M 36S, 26M 37S, 26M 38S, 26M 44S, 27M 9S, 27M 11S, 27M 12S, 27M 13S, 27M 22S, 27M 23S, 27M 24S, 27M 25S, 27M 26S, 27M 27S, 27M 34S, 27M 35S, 27M 36S, 27M 38S, 27M 40S, 27M 47S, 27M 48S, 27M 49S, 27M 51S, 27M 52S, 27M 53S, 27M 54S, 28M 6S, 28M 7S, 28M 8S, 28M 11S, 28M 12S, 28M 45S, 28M 46S, 28M 47S, 28M 48S, 28M 49S, 28M 50S, 28M 51S, 28M 52S, 28M 53S, 29M 10S, 29M 11S, 29M 12S, 29M 13S, 29M 14S, 29M 19S, 29M 20S, 29M 21S, 29M 23S, 29M 24S, 29M 25S, 29M 45S, 29M 46S, 29M 47S, 29M 48S","Tur mer, Syl atr, Ale ruf, Eri rub, Hip pol, Syl com, Cor one, Lus meg, Cya cae, Ori ori, Str dec, Pho och",689,689,689,710,944
"?",2,"Aurignac/100/S4A10950_20210504_080000.wav","European Turtle-Dove",12,0.85,"0.8523",12,"18M 6S","Tur mer, Syl atr, Ale ruf, Eri rub, Hip pol, Syl com, Cor one, Lus meg, Cya cae, Ori ori, Str dec, Pho och",1086,1086,1086,NA,NA
"?",2,"Aurignac/100/S4A10950_20210504_090000.wav","Carrion Crow",1,0.8,"0.8009",12,"23M 36S, 23M 40S, 23M 41S, 23M 48S","Tur mer, Syl atr, Ale ruf, Eri rub, Hip pol, Syl com, Cor one, Lus meg, Cya cae, Ori ori, Str dec, Pho och",1416,1421,NA,NA,NA
"?",2,"Aurignac/100/S4A10950_20210504_090000.wav","Cirl Bunting",3,0.9,"0.9235",12,"1M 3S, 25M 3S","Tur mer, Syl atr, Ale ruf, Eri rub, Hip pol, Syl com, Cor one, Lus meg, Cya cae, Ori ori, Str dec, Pho och",63,NA,NA,NA,NA
"?",2,"Aurignac/100/S4A10950_20210504_090000.wav","Common Buzzard",4,0.8,"0.8162",12,"21M 11S, 21M 12S","Tur mer, Syl atr, Ale ruf, Eri rub, Hip pol, Syl com, Cor one, Lus meg, Cya cae, Ori ori, Str dec, Pho och",1271,1271,NA,NA,NA
"?",2,"Aurignac/100/S4A10950_20210504_090000.wav","Common Wood-Pigeon",6,0.9,"0.9316",12,"22M 45S, 22M 46S, 22M 47S, 22M 50S, 22M 51S, 22M 52S, 22M 53S, 22M 54S, 22M 55S","Tur mer, Syl atr, Ale ruf, Eri rub, Hip pol, Syl com, Cor one, Lus meg, Cya cae, Ori ori, Str dec, Pho och",1365,1365,1365,1365,NA
"?",2,"Aurignac/100/S4A10950_20210504_090000.wav","Eurasian Blackbird",7,0.9,"0.9153",12,"14M 55S, 14M 56S, 15M 2S, 15M 3S","Tur mer, Syl atr, Ale ruf, Eri rub, Hip pol, Syl com, Cor one, Lus meg, Cya cae, Ori ori, Str dec, Pho och",895,895,896,902,NA
"?",2,"Aurignac/100/S4A10950_20210504_090000.wav","Eurasian Golden Oriole",9,0.8,"0.8098",12,"4M 59S","Tur mer, Syl atr, Ale ruf, Eri rub, Hip pol, Syl com, Cor one, Lus meg, Cya cae, Ori ori, Str dec, Pho och",299,299,NA,NA,NA
"?",2,"Aurignac/100/S4A10950_20210504_090000.wav","Eurasian Magpie",10,0.95,"0.9803",12,"3M 27S, 5M 45S, 5M 46S, 5M 47S","Tur mer, Syl atr, Ale ruf, Eri rub, Hip pol, Syl com, Cor one, Lus meg, Cya cae, Ori ori, Str dec, Pho och",207,207,345,345,345
"?",2,"Aurignac/100/S4A10950_20210504_090000.wav","Hooded Crow",13,0.75,"0.7983",12,"24M 20S","Tur mer, Syl atr, Ale ruf, Eri rub, Hip pol, Syl com, Cor one, Lus meg, Cya cae, Ori ori, Str dec, Pho och",1460,NA,NA,NA,NA
"?",2,"Aurignac/100/S4A10950_20210504_090000.wav","Long-tailed Tit",14,0.75,"0.7669",12,"9M 25S","Tur mer, Syl atr, Ale ruf, Eri rub, Hip pol, Syl com, Cor one, Lus meg, Cya cae, Ori ori, Str dec, Pho och",565,NA,NA,NA,NA
"?",2,"Aurignac/100/S4A10950_20210504_090000.wav","Red-legged Partridge",15,0.85,"0.8503",12,"9S, 10S, 4M 33S, 4M 36S","Tur mer, Syl atr, Ale ruf, Eri rub, Hip pol, Syl com, Cor one, Lus meg, Cya cae, Ori ori, Str dec, Pho och",9,9,10,NA,NA
"?",2,"Aurignac/100/S4A10950_20210504_100000.wav","Cirl Bunting",3,0.9,"0.9235",12,"3S, 1M 34S, 1M 45S, 1M 46S, 1M 47S, 2M 5S, 2M 29S, 3M 17S, 4M 27S, 4M 32S, 4M 42S, 4M 43S, 4M 44S","Tur mer, Syl atr, Ale ruf, Eri rub, Hip pol, Syl com, Cor one, Lus meg, Cya cae, Ori ori, Str dec, Pho och",3,94,94,106,NA
"?",2,"Aurignac/100/S4A10950_20210504_100000.wav","Eurasian Magpie",10,0.95,"0.9803",12,"11M 20S, 22M 13S, 22M 14S, 22M 15S, 22M 24S, 22M 37S, 22M 38S, 22M 39S, 22M 40S, 22M 41S, 22M 45S, 22M 46S, 22M 47S, 22M 59S, 23M 0S, 23M 1S, 23M 2S, 23M 3S, 23M 4S, 23M 5S, 23M 6S, 23M 8S, 23M 9S, 23M 10S, 24M 26S, 24M 27S, 24M 28S, 24M 29S, 24M 30S, 24M 31S, 24M 32S, 24M 33S, 24M 34S, 24M 36S, 24M 37S, 24M 38S, 24M 39S, 24M 40S, 24M 41S, 24M 42S, 24M 43S, 24M 44S, 24M 45S, 24M 46S, 24M 47S, 24M 48S, 25M 0S, 25M 1S, 25M 15S, 25M 16S, 25M 17S, 25M 18S, 25M 19S, 25M 20S, 28M 3S, 28M 4S, 28M 5S, 28M 6S, 28M 7S, 28M 8S, 28M 22S, 28M 25S, 28M 26S, 28M 27S, 28M 28S, 28M 29S, 28M 33S, 28M 34S, 28M 36S, 28M 37S, 29M 20S, 29M 21S, 29M 22S, 29M 23S, 29M 24S, 29M 25S, 29M 26S, 29M 27S, 29M 28S, 29M 29S, 29M 30S, 29M 31S, 29M 32S, 29M 33S, 29M 46S, 29M 47S, 29M 48S, 29M 49S, 29M 50S, 29M 56S, 29M 57S","Tur mer, Syl atr, Ale ruf, Eri rub, Hip pol, Syl com, Cor one, Lus meg, Cya cae, Ori ori, Str dec, Pho och",680,1333,1333,1333,1471
"?",2,"Aurignac/100/S4A10950_20210504_100000.wav","Eurasian Moorhen",11,0.75,"0.7660",12,"17M 39S","Tur mer, Syl atr, Ale ruf, Eri rub, Hip pol, Syl com, Cor one, Lus meg, Cya cae, Ori ori, Str dec, Pho och",1059,NA,NA,NA,NA
"?",3,"Aurignac/100/S4A10950_20210504_130000.wav","Cirl Bunting",1,0.75,"0.7556",4,"7M 40S","Syl atr, Lus meg, Tur mer, Str dec",460,NA,NA,NA,NA
"?",3,"Aurignac/100/S4A10950_20210504_130000.wav","Common Buzzard",2,0.8,"0.8321",4,"27M 3S, 27M 4S","Syl atr, Lus meg, Tur mer, Str dec",1623,1623,NA,NA,NA
"?",3,"Aurignac/100/S4A10950_20210504_130000.wav","Greater Whitethroat",6,0.75,"0.7849",4,"28M 14S","Syl atr, Lus meg, Tur mer, Str dec",1694,NA,NA,NA,NA
"?",3,"Aurignac/100/S4A10950_20210504_140000.wav","Eurasian Golden Oriole",5,0.75,"0.7694",4,"21M 10S","Syl atr, Lus meg, Tur mer, Str dec",1270,NA,NA,NA,NA
"?",3,"Aurignac/100/S4A10950_20210504_150000.wav","Common Wood-Pigeon",4,0.8,"0.8154",4,"9M 45S","Syl atr, Lus meg, Tur mer, Str dec",585,585,NA,NA,NA
"?",3,"Aurignac/100/S4A10950_20210504_150000.wav","Little Ringed Plover",7,0.75,"0.7502",4,"25M 43S","Syl atr, Lus meg, Tur mer, Str dec",1543,NA,NA,NA,NA
"?",3,"Aurignac/100/S4A10950_20210504_150000.wav","Western Bonelli's Warbler",8,0.9,"0.9494",4,"10M 45S, 10M 46S","Syl atr, Lus meg, Tur mer, Str dec",645,645,645,645,NA
"?",3,"Aurignac/100/S4A10950_20210504_160000.wav","Common Nightingale",3,0.75,"0.7764",4,"3M 2S","Syl atr, Lus meg, Tur mer, Str dec",182,NA,NA,NA,NA
"?",3,"Aurignac/100/S4A10950_20210504_160000.wav","Western Subalpine Warbler",9,0.75,"0.7596",4,"16M 56S","Syl atr, Lus meg, Tur mer, Str dec",1016,NA,NA,NA,NA
"?",4,"Aurignac/108/S4A10954_20210505_130000.wav","Cirl Bunting",1,0.8,"0.8118",6,"24M 23S","Tur mer, Lus meg, Aeg cau, Str dec, Syl atr, Syl com",1463,NA,NA,NA,NA
"?",4,"Aurignac/108/S4A10954_20210505_130000.wav","Common Cuckoo",2,0.85,"0.8559",6,"9M 38S","Tur mer, Lus meg, Aeg cau, Str dec, Syl atr, Syl com",578,NA,NA,NA,NA
"?",4,"Aurignac/108/S4A10954_20210505_130000.wav","Common Nightingale",3,0.95,"0.9892",6,"0S, 1S, 2S, 8S, 9S, 10S, 11S, 12S, 13S, 24S, 27S, 28S, 29S, 32S, 33S, 34S, 35S, 36S, 37S, 44S, 51S, 53S, 56S, 57S, 58S, 1M 0S, 1M 1S, 1M 2S, 1M 8S, 1M 9S, 1M 10S, 1M 11S, 1M 12S, 1M 13S, 1M 14S, 1M 16S, 1M 17S, 1M 18S, 1M 19S, 1M 20S, 1M 22S, 1M 23S, 1M 24S, 1M 25S, 1M 26S, 1M 27S, 1M 28S, 1M 29S, 1M 30S, 1M 33S, 1M 34S, 1M 37S, 1M 41S, 1M 42S, 1M 44S, 1M 45S, 1M 48S, 1M 49S, 1M 52S, 1M 54S, 1M 55S, 1M 56S, 1M 57S, 2M 16S, 2M 17S, 2M 18S, 2M 25S, 2M 26S, 2M 27S, 10M 23S, 10M 32S, 10M 33S, 10M 34S, 10M 39S, 10M 40S, 10M 41S, 11M 1S, 11M 5S, 11M 19S, 11M 28S, 12M 3S, 12M 14S, 12M 19S, 12M 49S, 12M 50S, 12M 51S, 28M 54S","Tur mer, Lus meg, Aeg cau, Str dec, Syl atr, Syl com",0,0,0,8,9
"?",4,"Aurignac/108/S4A10954_20210505_130000.wav","Common Wood-Pigeon",4,0.8,"0.8253",6,"7M 46S, 7M 47S, 7M 48S, 7M 49S","Tur mer, Lus meg, Aeg cau, Str dec, Syl atr, Syl com",466,467,NA,NA,NA
"?",4,"Aurignac/108/S4A10954_20210505_130000.wav","Greater Whitethroat",8,0.95,"0.9702",6,"20M 38S, 24M 29S, 24M 30S, 26M 2S, 26M 3S, 26M 33S, 26M 34S, 26M 35S, 26M 38S, 26M 39S, 26M 40S, 26M 41S, 26M 42S, 26M 43S, 26M 44S, 26M 47S, 26M 48S, 26M 49S, 26M 51S, 26M 52S, 26M 53S, 26M 54S, 26M 56S, 26M 57S, 26M 58S, 27M 7S, 27M 8S","Tur mer, Lus meg, Aeg cau, Str dec, Syl atr, Syl com",1238,1470,1593,1593,1594
"?",4,"Aurignac/108/S4A10954_20210505_130000.wav","Long-tailed Tit",9,0.95,"0.9957",6,"8M 13S, 8M 14S, 8M 18S, 8M 29S, 8M 31S, 8M 32S, 11M 24S, 11M 26S, 11M 31S, 11M 32S, 11M 33S, 11M 48S, 11M 49S, 11M 50S, 12M 6S, 12M 39S, 12M 40S, 12M 53S, 12M 54S, 12M 55S, 12M 56S, 13M 1S, 13M 2S, 13M 3S, 13M 4S, 13M 5S, 13M 6S, 13M 12S, 13M 32S, 13M 33S, 13M 34S, 13M 35S, 13M 36S, 13M 37S, 13M 38S, 13M 39S, 13M 40S, 13M 41S, 13M 42S, 13M 43S, 13M 44S, 13M 45S, 13M 46S, 13M 47S, 13M 48S, 13M 50S, 13M 53S, 13M 55S, 13M 56S, 13M 57S, 13M 58S, 13M 59S, 14M 0S, 14M 1S, 14M 2S, 14M 3S, 14M 4S, 14M 5S, 14M 6S, 14M 7S, 14M 8S, 14M 9S, 14M 10S, 14M 11S, 14M 12S, 14M 13S, 14M 14S, 14M 15S, 14M 17S, 14M 18S, 14M 19S, 14M 20S, 14M 21S, 14M 22S, 14M 23S, 14M 24S, 14M 25S, 14M 26S, 14M 27S, 14M 28S, 14M 31S, 14M 32S, 14M 33S, 14M 34S, 14M 35S, 14M 36S, 14M 37S, 14M 38S, 14M 39S, 14M 40S, 14M 41S, 14M 43S, 14M 44S, 14M 45S, 14M 46S, 14M 50S, 14M 55S, 14M 58S, 14M 59S, 15M 0S, 15M 1S, 15M 2S, 15M 3S, 15M 4S, 15M 5S, 15M 6S, 15M 7S, 15M 8S, 15M 9S, 15M 10S, 15M 11S, 15M 12S, 15M 13S, 15M 14S, 15M 15S, 15M 16S, 15M 17S, 15M 18S, 15M 19S, 15M 20S, 15M 21S, 15M 22S, 15M 23S, 15M 24S, 15M 25S, 15M 26S, 15M 27S, 15M 28S, 15M 29S, 15M 30S, 15M 31S, 15M 32S, 15M 34S, 15M 35S, 15M 36S, 15M 37S, 15M 38S, 15M 39S, 15M 40S, 15M 41S, 15M 42S, 15M 43S, 15M 44S, 16M 26S, 16M 40S, 16M 41S, 16M 42S, 16M 43S, 16M 51S, 16M 52S","Tur mer, Lus meg, Aeg cau, Str dec, Syl atr, Syl com",493,494,692,812,812
"?",4,"Aurignac/108/S4A10954_20210505_140000.wav","Common Nightingale",3,0.95,"0.9892",6,"1M 50S, 2M 17S, 2M 28S, 2M 32S, 2M 33S, 2M 34S, 2M 35S, 2M 39S, 2M 40S, 2M 41S, 2M 45S, 2M 49S, 2M 50S, 2M 51S, 2M 52S, 2M 54S, 2M 55S, 2M 57S, 3M 0S, 3M 1S, 3M 2S, 3M 3S, 3M 5S, 3M 6S, 3M 8S, 3M 9S, 3M 10S, 3M 11S, 3M 12S, 3M 13S, 3M 32S, 3M 33S, 3M 34S, 3M 37S, 3M 38S, 3M 39S, 3M 42S, 3M 43S, 3M 45S, 3M 50S, 4M 0S, 4M 1S, 4M 3S, 4M 6S, 4M 7S, 4M 8S, 4M 17S, 4M 18S, 4M 19S, 4M 22S, 4M 23S, 4M 28S, 4M 29S, 4M 32S, 4M 40S, 4M 42S, 4M 48S, 4M 53S, 4M 54S, 4M 55S, 4M 59S, 5M 2S, 5M 3S, 5M 4S, 5M 8S, 5M 9S, 5M 10S, 5M 12S, 5M 13S, 5M 14S, 5M 15S, 5M 22S, 5M 23S, 5M 24S, 5M 28S, 5M 33S, 5M 48S, 5M 54S, 6M 6S, 6M 8S, 6M 42S, 6M 44S, 6M 48S, 6M 49S, 6M 50S, 6M 52S, 6M 53S, 6M 57S, 6M 58S, 6M 59S, 7M 4S, 7M 20S, 7M 21S, 11M 15S, 11M 48S, 12M 17S, 12M 27S, 12M 28S, 12M 29S, 12M 35S, 12M 43S, 16M 45S, 19M 5S, 19M 21S, 19M 32S, 19M 38S, 19M 39S, 19M 40S, 19M 45S, 22M 30S, 22M 45S, 23M 32S, 23M 39S, 24M 49S, 24M 50S, 24M 51S, 24M 54S","Tur mer, Lus meg, Aeg cau, Str dec, Syl atr, Syl com",110,137,148,148,155
"?",4,"Aurignac/108/S4A10954_20210505_140000.wav","Eurasian Blue Tit",5,0.9,"0.9243",6,"3S, 8S, 9S, 10S, 13S, 14S, 15S, 17S, 20S, 21S, 22S, 23S, 27S, 30S, 32S","Tur mer, Lus meg, Aeg cau, Str dec, Syl atr, Syl com",3,3,10,21,NA
"?",4,"Aurignac/108/S4A10954_20210505_140000.wav","European Turtle-Dove",6,0.75,"0.7819",6,"27M 11S","Tur mer, Lus meg, Aeg cau, Str dec, Syl atr, Syl com",1631,NA,NA,NA,NA
"?",4,"Aurignac/108/S4A10954_20210505_140000.wav","Greater Whitethroat",8,0.95,"0.9702",6,"26M 11S","Tur mer, Lus meg, Aeg cau, Str dec, Syl atr, Syl com",1571,1571,1571,NA,NA
"?",4,"Aurignac/108/S4A10954_20210505_150000.wav","Common Nightingale",3,0.95,"0.9892",6,"1M 11S, 1M 13S, 1M 15S, 1M 17S, 1M 18S, 1M 20S, 1M 21S, 1M 22S, 1M 32S, 1M 37S, 1M 38S, 1M 39S, 1M 41S, 1M 42S, 1M 43S, 1M 48S, 1M 49S, 1M 51S, 1M 52S, 1M 53S, 2M 4S, 2M 5S, 2M 6S, 2M 7S, 2M 8S, 2M 9S, 2M 10S, 2M 11S, 2M 12S, 2M 13S, 2M 14S, 2M 16S, 2M 17S, 2M 18S, 2M 20S, 2M 21S, 2M 22S, 2M 23S, 2M 24S, 2M 25S, 2M 26S, 2M 27S, 2M 28S, 2M 29S, 2M 30S, 2M 46S, 2M 47S, 2M 49S, 2M 51S, 2M 52S, 2M 53S, 2M 54S, 2M 55S, 2M 56S, 2M 57S, 2M 58S, 2M 59S, 3M 0S, 3M 3S, 3M 4S, 3M 5S, 3M 20S, 3M 24S, 3M 25S, 3M 26S, 3M 27S, 3M 28S, 3M 29S, 3M 36S, 3M 37S, 3M 38S, 3M 40S, 3M 42S, 3M 43S, 3M 47S, 3M 48S, 3M 49S, 3M 59S, 4M 0S, 4M 3S, 4M 7S, 4M 8S, 4M 10S, 4M 11S, 4M 12S, 4M 13S, 4M 14S, 4M 16S, 4M 17S, 4M 21S, 4M 33S, 4M 37S, 11M 48S, 20M 0S, 20M 3S, 20M 4S, 20M 5S, 21M 11S, 21M 12S, 22M 6S, 22M 14S, 22M 15S, 22M 17S, 22M 31S, 22M 32S, 22M 33S, 22M 37S, 22M 45S, 22M 46S, 22M 49S, 22M 50S, 22M 51S, 22M 53S, 22M 54S, 23M 1S, 23M 2S, 23M 3S, 23M 4S, 23M 21S, 23M 22S, 23M 29S, 23M 30S, 23M 32S, 23M 33S, 23M 36S, 23M 40S, 23M 43S, 23M 44S, 23M 46S, 23M 49S, 23M 51S, 23M 53S, 24M 6S, 24M 11S, 24M 19S, 24M 20S, 24M 29S, 24M 39S, 24M 40S, 24M 41S, 24M 44S, 24M 45S, 24M 54S, 24M 55S, 24M 57S, 25M 1S, 25M 3S, 25M 5S, 25M 6S, 25M 7S, 25M 8S, 25M 12S, 25M 44S, 28M 27S, 29M 39S, 29M 40S, 29M 45S, 29M 56S, 29M 57S","Tur mer, Lus meg, Aeg cau, Str dec, Syl atr, Syl com",71,71,75,75,81
"?",4,"Aurignac/108/S4A10954_20210505_150000.wav","Great Tit",7,0.85,"0.8826",6,"12M 57S, 13M 3S, 13M 4S, 13M 5S, 13M 13S","Tur mer, Lus meg, Aeg cau, Str dec, Syl atr, Syl com",777,783,783,NA,NA
"?",4,"Aurignac/108/S4A10954_20210505_150000.wav","Greater Whitethroat",8,0.95,"0.9702",6,"27M 17S, 27M 42S, 28M 35S, 28M 36S, 28M 37S, 28M 42S, 28M 44S, 29M 4S, 29M 5S, 29M 6S, 29M 7S","Tur mer, Lus meg, Aeg cau, Str dec, Syl atr, Syl com",1637,1637,1716,1746,NA
