"correct_identification","recording_id","recording_name","common_name","species_num_in_recording","confidence_higher_than","max_conf","n_species_target","start_times","annotated_species_list","first_detection_with_1st_threshold_confidence","first_detection_with_2nd_threshold_confidence","first_detection_with_3rd_threshold_confidence","first_detection_with_4th_threshold_confidence","first_detection_with_5th_threshold_confidence"
"?",141,"Aurignac/496/S4A09568_20210521_080000.wav","Carrion Crow",2,0.75,"0.7834",11,"29M 29S","Syl atr, Mer api, Cor one, Emb cal, Emb cit, Str dec, Tur mer, Lus meg, Syl com, Ale ruf, Ori ori",1769,NA,NA,NA,NA
"?",141,"Aurignac/496/S4A09568_20210521_080000.wav","Corn Bunting",3,0.95,"0.9800",11,"8M 20S, 8M 21S, 8M 26S, 8M 27S, 8M 28S, 8M 59S, 9M 3S, 9M 5S, 14M 58S, 14M 59S, 15M 12S, 15M 13S, 15M 32S, 15M 46S, 15M 47S, 15M 51S, 15M 52S, 15M 53S, 15M 54S, 15M 56S, 15M 57S, 15M 58S, 15M 59S, 16M 5S, 16M 6S, 16M 7S","Syl atr, Mer api, Cor one, Emb cal, Emb cit, Str dec, Tur mer, Lus meg, Syl com, Ale ruf, Ori ori",500,500,500,952,NA
"?",141,"Aurignac/496/S4A09568_20210521_080000.wav","Eurasian Jay",5,0.8,"0.8379",11,"19M 27S, 19M 28S, 20M 7S, 20M 21S, 20M 23S","Syl atr, Mer api, Cor one, Emb cal, Emb cit, Str dec, Tur mer, Lus meg, Syl com, Ale ruf, Ori ori",1167,1168,NA,NA,NA
"?",141,"Aurignac/496/S4A09568_20210521_080000.wav","Melodious Warbler",7,0.85,"0.8825",11,"13M 4S, 13M 5S, 13M 13S, 13M 14S, 13M 16S, 13M 33S, 13M 43S, 14M 15S, 14M 28S, 14M 29S, 14M 30S, 14M 44S, 14M 47S, 14M 55S","Syl atr, Mer api, Cor one, Emb cal, Emb cit, Str dec, Tur mer, Lus meg, Syl com, Ale ruf, Ori ori",784,785,868,NA,NA
"?",141,"Aurignac/496/S4A09568_20210521_080000.wav","Mistle Thrush",8,0.85,"0.8966",11,"2M 5S","Syl atr, Mer api, Cor one, Emb cal, Emb cit, Str dec, Tur mer, Lus meg, Syl com, Ale ruf, Ori ori",125,125,125,NA,NA
"?",141,"Aurignac/496/S4A09568_20210521_080000.wav","Yellowhammer",12,0.75,"0.7901",11,"16M 40S, 16M 53S, 16M 55S, 22M 50S, 23M 4S, 24M 13S","Syl atr, Mer api, Cor one, Emb cal, Emb cit, Str dec, Tur mer, Lus meg, Syl com, Ale ruf, Ori ori",1000,NA,NA,NA,NA
"?",141,"Aurignac/496/S4A09568_20210521_090000.wav","Eurasian Blackcap",4,0.95,"0.9578",11,"39S, 1M 27S, 2M 13S, 2M 14S, 2M 15S, 2M 41S, 2M 43S, 2M 44S, 2M 58S, 2M 59S, 3M 0S, 3M 1S, 3M 14S, 3M 23S, 3M 26S, 3M 38S, 3M 40S, 3M 55S, 3M 56S, 4M 7S, 8M 20S, 11M 39S, 13M 50S, 14M 44S, 16M 3S, 16M 4S, 20M 46S, 21M 0S, 21M 1S, 21M 2S, 22M 8S, 22M 16S, 22M 24S, 22M 56S, 23M 14S, 23M 15S, 23M 16S, 23M 35S, 23M 40S, 23M 55S, 24M 54S, 26M 13S","Syl atr, Mer api, Cor one, Emb cal, Emb cit, Str dec, Tur mer, Lus meg, Syl com, Ale ruf, Ori ori",39,39,163,163,164
"?",141,"Aurignac/496/S4A09568_20210521_090000.wav","Yellowhammer",12,0.75,"0.7901",11,"21M 56S","Syl atr, Mer api, Cor one, Emb cal, Emb cit, Str dec, Tur mer, Lus meg, Syl com, Ale ruf, Ori ori",1316,NA,NA,NA,NA
"?",141,"Aurignac/496/S4A09568_20210521_100000.wav","Corn Bunting",3,0.95,"0.9800",11,"18S, 19S, 20S, 28S, 29S, 44S, 45S, 46S, 50S, 51S, 52S, 1M 8S, 1M 20S, 1M 21S, 1M 22S, 2M 47S, 2M 57S, 2M 59S, 3M 26S, 3M 28S, 3M 39S, 3M 59S, 4M 0S, 4M 7S, 4M 9S, 4M 46S, 4M 48S, 4M 56S, 5M 8S, 5M 10S, 5M 28S, 5M 38S, 7M 53S, 7M 55S, 8M 19S, 8M 20S, 8M 38S, 9M 5S, 9M 27S, 9M 29S, 9M 43S, 9M 44S, 11M 6S, 11M 8S, 12M 28S, 13M 20S, 16M 22S, 16M 29S, 16M 30S, 16M 31S, 16M 38S, 16M 40S, 18M 14S, 19M 1S, 19M 11S, 20M 4S, 20M 5S, 20M 6S, 21M 22S, 21M 23S, 21M 32S, 22M 10S, 22M 38S, 22M 40S, 22M 48S, 22M 49S, 22M 50S, 23M 7S, 23M 8S, 23M 9S, 23M 14S, 23M 15S, 23M 16S, 23M 17S, 23M 32S, 23M 33S, 23M 34S, 23M 35S, 23M 43S, 23M 44S, 23M 53S, 23M 59S, 24M 0S, 24M 1S, 24M 2S, 24M 8S, 24M 9S, 24M 10S, 24M 11S, 24M 18S, 24M 19S, 24M 36S, 24M 37S, 24M 38S, 24M 39S, 24M 50S, 25M 11S, 25M 21S, 26M 24S, 26M 26S, 26M 39S, 26M 40S, 26M 51S, 27M 9S, 27M 18S, 27M 42S, 28M 8S, 28M 9S, 28M 10S, 28M 20S, 28M 41S, 29M 12S, 29M 13S, 29M 14S","Syl atr, Mer api, Cor one, Emb cal, Emb cit, Str dec, Tur mer, Lus meg, Syl com, Ale ruf, Ori ori",18,18,46,46,1388
"?",141,"Aurignac/496/S4A09568_20210521_100000.wav","Eurasian Blackcap",4,0.95,"0.9578",11,"6M 15S, 6M 26S, 6M 32S, 6M 33S, 6M 34S, 6M 35S, 6M 36S, 6M 44S, 6M 47S, 7M 2S, 7M 15S, 10M 11S, 10M 21S, 10M 22S, 10M 27S, 10M 28S, 10M 34S, 10M 44S, 10M 46S, 11M 24S, 11M 35S, 11M 37S, 11M 38S, 13M 33S, 13M 34S, 14M 49S, 14M 58S, 14M 59S, 15M 0S, 15M 3S, 15M 4S, 16M 3S, 19M 45S, 19M 50S, 19M 52S, 19M 54S, 19M 56S, 20M 25S, 20M 59S, 21M 0S, 21M 1S, 21M 2S, 21M 8S, 21M 9S, 21M 10S, 21M 11S, 21M 12S, 21M 13S, 21M 15S, 24M 47S, 24M 48S, 25M 16S","Syl atr, Mer api, Cor one, Emb cal, Emb cit, Str dec, Tur mer, Lus meg, Syl com, Ale ruf, Ori ori",375,386,394,394,1272
"?",141,"Aurignac/496/S4A09568_20210521_100000.wav","Western Bonelli's Warbler",9,0.8,"0.8240",11,"8M 53S, 12M 22S, 12M 23S, 12M 41S, 16M 9S, 16M 11S, 18M 17S, 22M 12S, 24M 21S, 26M 51S, 26M 53S, 27M 20S","Syl atr, Mer api, Cor one, Emb cal, Emb cit, Str dec, Tur mer, Lus meg, Syl com, Ale ruf, Ori ori",533,743,NA,NA,NA
"?",141,"Aurignac/496/S4A09568_20210521_100000.wav","Western Orphean Warbler",10,0.75,"0.7815",11,"25M 12S","Syl atr, Mer api, Cor one, Emb cal, Emb cit, Str dec, Tur mer, Lus meg, Syl com, Ale ruf, Ori ori",1512,NA,NA,NA,NA
"?",141,"Aurignac/496/S4A09568_20210521_100000.wav","Wood Lark",11,0.8,"0.8069",11,"15M 19S","Syl atr, Mer api, Cor one, Emb cal, Emb cit, Str dec, Tur mer, Lus meg, Syl com, Ale ruf, Ori ori",919,919,NA,NA,NA
"?",142,"Aurignac/5/S4A10950_20190620_000000.wav","Common Greenshank",1,0.9,"0.9071",0,"26M 14S","",1574,1574,1574,1574,NA
"?",142,"Aurignac/5/S4A10950_20190620_000000.wav","Common Nightingale",2,0.95,"0.9812",0,"5M 44S, 5M 48S, 5M 49S, 5M 55S, 6M 4S, 6M 5S, 6M 56S, 6M 57S, 6M 58S, 7M 21S, 7M 42S, 7M 43S, 7M 44S, 8M 1S, 8M 2S, 8M 6S, 8M 33S, 8M 34S, 8M 35S, 8M 36S, 8M 38S, 8M 39S, 8M 43S, 8M 52S, 9M 0S, 9M 2S, 9M 7S, 9M 8S, 9M 12S, 9M 13S, 9M 14S, 9M 30S, 9M 31S, 10M 0S, 10M 1S, 10M 2S, 10M 5S, 10M 6S, 10M 7S, 10M 22S, 10M 23S, 10M 24S, 10M 52S, 10M 53S, 11M 0S, 11M 1S, 11M 2S, 11M 11S, 11M 34S, 11M 35S, 11M 39S, 11M 53S, 11M 54S, 12M 2S, 12M 23S, 12M 38S, 13M 6S, 13M 7S, 13M 17S, 13M 19S, 13M 22S, 13M 23S, 13M 26S, 13M 27S, 13M 33S, 13M 45S, 13M 57S, 13M 58S, 14M 37S, 14M 38S, 14M 39S, 14M 54S, 14M 56S, 15M 5S, 15M 8S, 15M 9S, 15M 20S, 15M 41S, 15M 42S, 15M 43S, 15M 58S, 16M 9S, 16M 10S, 16M 11S, 16M 35S, 16M 59S, 17M 0S, 17M 4S, 17M 5S, 17M 6S, 17M 11S, 17M 12S, 17M 16S, 17M 48S, 17M 49S, 18M 17S, 18M 49S, 18M 50S, 23M 43S, 23M 44S, 23M 45S, 24M 3S, 27M 31S, 27M 53S, 28M 8S, 28M 9S, 28M 10S, 29M 7S, 29M 18S, 29M 19S, 29M 20S, 29M 30S, 29M 40S, 29M 41S","",344,344,464,464,514
"?",142,"Aurignac/5/S4A10950_20190620_000000.wav","Common Quail",3,0.85,"0.8677",0,"18M 46S, 28M 54S, 28M 59S, 29M 0S, 29M 10S, 29M 26S, 29M 42S, 29M 44S, 29M 45S, 29M 57S","",1126,1126,1766,NA,NA
"?",142,"Aurignac/5/S4A10950_20190620_000000.wav","Garden Warbler",4,0.8,"0.8007",0,"9M 49S","",589,589,NA,NA,NA
"?",142,"Aurignac/5/S4A10950_20190620_000000.wav","Little Bittern",5,0.75,"0.7974",0,"2M 26S, 2M 27S","",146,NA,NA,NA,NA
"?",142,"Aurignac/5/S4A10950_20190620_010000.wav","Common Nightingale",2,0.95,"0.9812",0,"11M 31S, 11M 32S, 11M 33S, 13M 16S, 14M 3S, 14M 17S, 14M 37S, 16M 19S, 17M 35S, 17M 36S, 17M 37S, 18M 8S, 19M 41S, 19M 58S, 20M 23S, 25M 15S, 25M 31S, 25M 33S, 26M 12S, 27M 42S, 27M 43S, 27M 49S, 28M 31S, 28M 32S, 28M 44S, 28M 45S, 28M 57S, 28M 58S","",691,691,691,1724,NA
"?",143,"Aurignac/5/S4A10950_20190620_070000.wav","Eurasian Jay",2,0.95,"0.9521",8,"10M 38S, 10M 40S, 12M 29S, 12M 30S, 12M 31S, 12M 32S","Syl atr, Str tur, Lus meg, Cor one, Cya cae, Par maj, Tur phi, Syl com",638,638,638,751,751
"?",143,"Aurignac/5/S4A10950_20190620_070000.wav","Wood Lark",4,0.75,"0.7547",8,"13M 40S","Syl atr, Str tur, Lus meg, Cor one, Cya cae, Par maj, Tur phi, Syl com",820,NA,NA,NA,NA
"?",143,"Aurignac/5/S4A10950_20190620_090000.wav","Common Nightingale",1,0.8,"0.8445",8,"1M 1S, 12M 7S, 12M 52S, 16M 31S, 17M 14S, 19M 48S, 29M 52S","Syl atr, Str tur, Lus meg, Cor one, Cya cae, Par maj, Tur phi, Syl com",61,727,NA,NA,NA
"?",143,"Aurignac/5/S4A10950_20190620_100000.wav","Greater Whitethroat",3,0.95,"0.9517",8,"11M 25S, 11M 38S, 11M 39S, 11M 42S, 11M 43S, 11M 44S, 12M 2S, 12M 3S, 12M 8S, 12M 17S, 12M 18S, 12M 19S, 12M 20S, 12M 25S, 12M 27S, 12M 42S, 12M 43S, 12M 44S, 12M 52S, 12M 53S, 12M 54S, 12M 59S, 13M 0S, 13M 1S, 13M 13S","Syl atr, Str tur, Lus meg, Cor one, Cya cae, Par maj, Tur phi, Syl com",685,685,698,699,773
"?",144,"Aurignac/5/S4A10950_20190620_100000.wav","Greater Whitethroat",11,0.95,"0.9517",11,"11M 25S, 11M 38S, 11M 39S, 11M 42S, 11M 43S, 11M 44S, 12M 2S, 12M 3S, 12M 8S, 12M 17S, 12M 18S, 12M 19S, 12M 20S, 12M 25S, 12M 27S, 12M 42S, 12M 43S, 12M 44S, 12M 52S, 12M 53S, 12M 54S, 12M 59S, 13M 0S, 13M 1S, 13M 13S","Lus meg, Eri rub, Emb cir, Phy col, Cya cae, Den med, Str dec, Syl atr, Sit eur, Tur mer, Str tur",685,685,698,699,773
"?",144,"Aurignac/5/S4A10954_20190620_110000.wav","Cirl Bunting",1,0.95,"0.9772",11,"59S, 1M 0S, 1M 21S, 2M 2S, 2M 29S, 2M 30S, 2M 56S, 3M 6S, 3M 7S, 3M 8S, 3M 9S, 4M 0S, 4M 1S, 4M 28S, 4M 41S, 4M 43S, 4M 44S, 5M 0S, 5M 52S, 5M 53S, 5M 54S, 5M 55S, 6M 2S, 6M 3S, 6M 4S, 6M 5S, 6M 6S, 6M 14S, 6M 25S, 7M 9S, 7M 18S, 7M 39S, 7M 40S, 7M 50S, 7M 51S, 8M 33S, 8M 44S, 9M 8S, 10M 38S, 13M 1S, 15M 2S, 15M 3S, 15M 17S, 15M 18S, 15M 19S","Lus meg, Eri rub, Emb cir, Phy col, Cya cae, Den med, Str dec, Syl atr, Sit eur, Tur mer, Str tur",59,59,59,59,81
"?",144,"Aurignac/5/S4A10954_20190620_110000.wav","Common Cuckoo",2,0.95,"0.9552",11,"5M 36S, 5M 37S","Lus meg, Eri rub, Emb cir, Phy col, Cya cae, Den med, Str dec, Syl atr, Sit eur, Tur mer, Str tur",336,337,337,337,337
"?",144,"Aurignac/5/S4A10954_20190620_110000.wav","Common Nightingale",3,0.9,"0.9107",11,"45S, 8M 51S, 9M 15S, 9M 16S, 9M 28S, 9M 37S, 9M 42S, 9M 43S, 9M 44S, 9M 50S, 9M 54S, 9M 55S, 10M 0S, 10M 1S, 10M 12S, 12M 17S, 12M 18S, 13M 39S, 14M 42S, 15M 23S, 15M 41S, 24M 2S, 24M 58S, 25M 25S, 25M 31S, 25M 47S, 26M 20S, 26M 22S","Lus meg, Eri rub, Emb cir, Phy col, Cya cae, Den med, Str dec, Syl atr, Sit eur, Tur mer, Str tur",45,555,555,595,NA
"?",144,"Aurignac/5/S4A10954_20190620_110000.wav","Eurasian Blackbird",4,0.95,"0.9836",11,"20M 25S, 27M 31S","Lus meg, Eri rub, Emb cir, Phy col, Cya cae, Den med, Str dec, Syl atr, Sit eur, Tur mer, Str tur",1225,1225,1225,NA,NA
"?",144,"Aurignac/5/S4A10954_20190620_110000.wav","Eurasian Golden Oriole",6,0.9,"0.9271",11,"18M 46S, 18M 47S, 18M 48S, 20M 17S, 21M 37S, 23M 12S, 23M 13S, 23M 14S, 23M 32S, 23M 41S, 23M 48S, 25M 19S, 25M 20S, 25M 59S, 27M 25S, 29M 14S, 29M 15S, 29M 19S, 29M 21S, 29M 23S, 29M 24S, 29M 25S, 29M 31S, 29M 38S","Lus meg, Eri rub, Emb cir, Phy col, Cya cae, Den med, Str dec, Syl atr, Sit eur, Tur mer, Str tur",1126,1126,1297,1428,NA
"?",144,"Aurignac/5/S4A10954_20190620_110000.wav","Eurasian Green Woodpecker",7,0.9,"0.9383",11,"3M 27S, 3M 28S, 3M 29S, 3M 30S","Lus meg, Eri rub, Emb cir, Phy col, Cya cae, Den med, Str dec, Syl atr, Sit eur, Tur mer, Str tur",207,207,208,208,NA
"?",144,"Aurignac/5/S4A10954_20190620_110000.wav","Song Thrush",12,0.8,"0.8049",11,"2M 49S, 23M 45S, 29M 35S","Lus meg, Eri rub, Emb cir, Phy col, Cya cae, Den med, Str dec, Syl atr, Sit eur, Tur mer, Str tur",169,169,NA,NA,NA
"?",144,"Aurignac/5/S4A10954_20190620_130000.wav","Cirl Bunting",1,0.95,"0.9772",11,"3M 3S, 3M 4S, 3M 38S, 6M 32S, 7M 59S, 11M 43S, 11M 44S, 25M 19S, 25M 40S, 28M 7S, 28M 8S, 28M 19S, 28M 20S, 28M 42S, 28M 44S","Lus meg, Eri rub, Emb cir, Phy col, Cya cae, Den med, Str dec, Syl atr, Sit eur, Tur mer, Str tur",183,218,392,NA,NA
"?",144,"Aurignac/5/S4A10954_20190620_130000.wav","Eurasian Blackbird",4,0.95,"0.9836",11,"1M 16S, 1M 21S, 2M 25S, 2M 30S, 2M 31S, 2M 32S, 5M 46S, 5M 58S, 6M 22S, 6M 41S, 7M 9S, 7M 14S, 7M 17S, 7M 18S, 7M 19S, 7M 22S, 7M 23S, 7M 24S, 7M 27S, 7M 28S, 7M 29S, 7M 30S, 7M 31S, 7M 32S, 7M 33S, 7M 34S, 7M 35S, 7M 37S, 7M 38S, 7M 39S, 7M 46S, 7M 48S, 7M 49S, 8M 18S, 8M 19S, 8M 20S, 20M 14S, 20M 15S, 20M 23S, 20M 40S, 20M 52S, 21M 54S","Lus meg, Eri rub, Emb cir, Phy col, Cya cae, Den med, Str dec, Syl atr, Sit eur, Tur mer, Str tur",76,81,145,150,442
"?",144,"Aurignac/5/S4A10954_20190620_130000.wav","Eurasian Blackcap",5,0.9,"0.9151",11,"17M 58S","Lus meg, Eri rub, Emb cir, Phy col, Cya cae, Den med, Str dec, Syl atr, Sit eur, Tur mer, Str tur",1078,NA,NA,NA,NA
"?",144,"Aurignac/5/S4A10954_20190620_130000.wav","Eurasian Golden Oriole",6,0.9,"0.9271",11,"11M 29S","Lus meg, Eri rub, Emb cir, Phy col, Cya cae, Den med, Str dec, Syl atr, Sit eur, Tur mer, Str tur",689,NA,NA,NA,NA
"?",144,"Aurignac/5/S4A10954_20190620_130000.wav","Eurasian Jay",8,0.75,"0.7662",11,"0S","Lus meg, Eri rub, Emb cir, Phy col, Cya cae, Den med, Str dec, Syl atr, Sit eur, Tur mer, Str tur",0,NA,NA,NA,NA
"?",144,"Aurignac/5/S4A10954_20190620_130000.wav","European Robin",9,0.8,"0.8244",11,"29M 51S","Lus meg, Eri rub, Emb cir, Phy col, Cya cae, Den med, Str dec, Syl atr, Sit eur, Tur mer, Str tur",1791,1791,NA,NA,NA
"?",144,"Aurignac/5/S4A10954_20190620_130000.wav","Song Thrush",12,0.8,"0.8049",11,"16M 3S","Lus meg, Eri rub, Emb cir, Phy col, Cya cae, Den med, Str dec, Syl atr, Sit eur, Tur mer, Str tur",963,963,NA,NA,NA
"?",144,"Aurignac/5/S4A10954_20190620_130000.wav","Western Bonelli's Warbler",13,0.75,"0.7510",11,"8M 11S","Lus meg, Eri rub, Emb cir, Phy col, Cya cae, Den med, Str dec, Syl atr, Sit eur, Tur mer, Str tur",491,NA,NA,NA,NA
"?",144,"Aurignac/5/S4A10954_20190620_140000.wav","Cirl Bunting",1,0.95,"0.9772",11,"2M 34S, 3M 7S, 3M 8S, 3M 46S, 4M 44S, 4M 53S, 4M 54S, 4M 55S, 4M 56S, 6M 6S, 6M 7S, 6M 55S, 6M 56S, 7M 13S, 11M 16S, 11M 17S, 12M 5S, 12M 6S, 12M 7S, 12M 47S, 12M 49S, 12M 50S, 12M 59S, 13M 0S, 13M 1S, 13M 11S, 13M 35S, 13M 46S, 13M 47S, 13M 48S, 27M 40S, 28M 0S, 28M 37S, 28M 56S, 28M 57S, 29M 22S, 29M 23S, 29M 24S","Lus meg, Eri rub, Emb cir, Phy col, Cya cae, Den med, Str dec, Syl atr, Sit eur, Tur mer, Str tur",154,154,154,187,187
"?",144,"Aurignac/5/S4A10954_20190620_140000.wav","Common Nightingale",3,0.9,"0.9107",11,"27M 57S","Lus meg, Eri rub, Emb cir, Phy col, Cya cae, Den med, Str dec, Syl atr, Sit eur, Tur mer, Str tur",1677,1677,NA,NA,NA
"?",144,"Aurignac/5/S4A10954_20190620_140000.wav","Eurasian Blackbird",4,0.95,"0.9836",11,"55S, 29M 2S","Lus meg, Eri rub, Emb cir, Phy col, Cya cae, Den med, Str dec, Syl atr, Sit eur, Tur mer, Str tur",55,55,NA,NA,NA
"?",144,"Aurignac/5/S4A10954_20190620_140000.wav","Eurasian Blackcap",5,0.9,"0.9151",11,"8M 13S, 8M 19S, 8M 20S, 8M 21S, 8M 22S, 8M 26S, 8M 27S, 8M 28S, 8M 31S, 8M 32S","Lus meg, Eri rub, Emb cir, Phy col, Cya cae, Den med, Str dec, Syl atr, Sit eur, Tur mer, Str tur",493,500,508,508,NA
"?",144,"Aurignac/5/S4A10954_20190620_140000.wav","European Turtle-Dove",10,0.9,"0.9063",11,"8M 19S, 8M 24S, 8M 25S, 8M 58S, 15M 16S, 25M 21S","Lus meg, Eri rub, Emb cir, Phy col, Cya cae, Den med, Str dec, Syl atr, Sit eur, Tur mer, Str tur",499,499,499,499,NA
"?",145,"Aurignac/507/20200529_000000.wav","Common Nightingale",1,0.95,"0.9751",1,"14S, 32S, 34S, 1M 17S, 2M 50S, 2M 51S, 3M 5S, 4M 0S, 4M 6S, 4M 25S, 4M 32S, 4M 51S, 5M 15S, 5M 22S, 5M 23S, 5M 25S, 5M 28S, 5M 31S, 5M 39S, 5M 40S, 5M 41S, 6M 4S, 6M 29S, 8M 2S, 8M 3S, 8M 24S, 8M 25S, 8M 30S, 8M 33S, 8M 35S, 8M 37S, 8M 57S, 10M 55S, 10M 59S, 12M 16S, 12M 17S, 12M 37S, 12M 38S, 12M 39S, 12M 45S, 12M 46S, 12M 59S, 13M 0S, 13M 51S, 15M 58S, 16M 12S, 16M 34S, 16M 35S, 17M 14S, 17M 15S, 17M 54S, 17M 55S, 19M 2S, 19M 27S, 19M 29S, 20M 13S, 20M 14S, 20M 27S, 20M 49S, 20M 50S, 20M 56S, 21M 8S, 21M 9S, 21M 10S, 21M 20S, 21M 21S, 21M 33S, 21M 36S, 21M 37S, 21M 56S, 22M 27S, 22M 50S, 22M 51S, 22M 58S, 22M 59S, 23M 1S, 23M 7S, 23M 8S, 23M 12S, 23M 36S, 23M 37S, 23M 41S, 24M 14S, 24M 15S, 24M 43S, 24M 57S, 24M 59S, 25M 49S, 25M 50S, 25M 58S, 26M 2S, 26M 3S, 26M 21S, 26M 33S, 26M 34S, 26M 37S, 27M 0S, 27M 1S, 27M 25S, 27M 56S, 27M 58S, 28M 10S, 28M 13S, 28M 26S, 28M 27S, 28M 28S, 28M 42S, 28M 44S, 29M 14S","Lus meg",14,32,659,736,1296
"?",145,"Aurignac/507/20200529_000000.wav","Common Quail",2,0.85,"0.8598",1,"16M 54S, 16M 55S","Lus meg",1014,1014,1015,NA,NA
"?",145,"Aurignac/507/20200529_000000.wav","Western Bonelli's Warbler",4,0.75,"0.7548",1,"5M 7S","Lus meg",307,NA,NA,NA,NA
"?",145,"Aurignac/507/20200529_010000.wav","Common Nightingale",1,0.95,"0.9751",1,"12S, 13S, 1M 55S, 2M 2S, 2M 29S, 3M 7S, 3M 15S, 4M 13S, 4M 20S, 4M 45S, 5M 0S, 5M 34S, 5M 49S, 7M 8S, 8M 12S, 8M 13S, 9M 40S, 9M 43S, 10M 55S, 11M 10S, 12M 59S, 13M 21S, 13M 45S, 14M 20S, 14M 27S, 15M 6S, 15M 56S, 15M 58S, 17M 13S, 17M 14S, 18M 4S, 18M 5S, 18M 12S, 18M 13S, 18M 26S, 20M 13S, 21M 10S, 21M 11S, 21M 12S, 21M 40S, 22M 5S, 22M 32S, 22M 33S, 22M 36S, 22M 49S, 23M 12S, 23M 32S, 23M 33S, 25M 9S, 29M 11S, 29M 13S","Lus meg",12,12,12,1352,NA
"?",145,"Aurignac/507/20200529_020000.wav","Common Nightingale",1,0.95,"0.9751",1,"8S, 33S, 34S, 52S, 1M 10S, 1M 39S, 1M 40S, 2M 28S, 2M 39S, 3M 5S, 3M 22S, 3M 31S, 3M 43S, 4M 31S, 4M 32S, 4M 33S, 7M 21S, 7M 22S, 7M 41S, 7M 42S, 8M 42S, 8M 55S, 9M 34S, 9M 35S, 10M 31S, 12M 9S, 12M 24S, 12M 34S, 12M 53S, 14M 13S, 16M 3S, 16M 4S, 20M 12S, 20M 13S, 20M 19S, 20M 24S, 20M 25S, 28M 11S, 28M 12S, 28M 20S, 29M 2S","Lus meg",8,8,52,963,NA
"?",145,"Aurignac/507/20200529_030000.wav","Common Nightingale",1,0.95,"0.9751",1,"59S, 1M 0S, 1M 6S, 1M 14S, 1M 15S, 1M 29S, 1M 46S, 1M 47S, 3M 28S, 3M 29S, 3M 30S, 4M 13S, 5M 55S, 5M 56S, 6M 5S, 6M 6S, 6M 32S, 9M 26S, 9M 27S, 9M 35S, 10M 34S, 13M 36S, 14M 55S","Lus meg",59,75,75,567,NA
"?",145,"Aurignac/507/20200529_030000.wav","European Stonechat",3,0.85,"0.8928",1,"26S, 27S, 28S, 9M 10S, 10M 49S, 11M 46S, 13M 28S, 14M 30S, 14M 31S, 14M 32S, 15M 3S, 17M 17S, 17M 51S, 18M 10S, 18M 21S, 18M 22S, 18M 39S, 19M 13S, 20M 13S, 20M 14S, 20M 24S, 20M 25S, 20M 48S, 21M 8S","Lus meg",26,550,550,NA,NA
"?",146,"Aurignac/507/20200529_070000.wav","Black Kite",1,0.95,"0.9705",6,"16M 4S, 21M 27S","Cor one, Ori ori, Sax ola, Lus meg, Syl atr, Syl com",964,964,964,NA,NA
"?",146,"Aurignac/507/20200529_070000.wav","Cirl Bunting",2,0.9,"0.9419",6,"8M 33S, 8M 34S, 8M 39S, 8M 40S, 8M 45S, 8M 46S, 8M 47S, 8M 55S, 9M 23S, 9M 24S, 13M 50S, 13M 52S, 13M 54S, 13M 55S, 14M 4S, 14M 5S, 14M 7S, 14M 8S, 14M 9S, 14M 10S, 14M 11S, 14M 12S, 14M 13S, 14M 20S, 28M 28S, 28M 29S, 28M 30S, 28M 31S, 28M 32S, 28M 33S, 28M 35S, 28M 40S, 28M 41S, 28M 42S","Cor one, Ori ori, Sax ola, Lus meg, Syl atr, Syl com",513,513,513,525,NA
"?",146,"Aurignac/507/20200529_070000.wav","Common Nightingale",3,0.8,"0.8438",6,"27M 17S","Cor one, Ori ori, Sax ola, Lus meg, Syl atr, Syl com",1637,NA,NA,NA,NA
"?",146,"Aurignac/507/20200529_070000.wav","Greater Whitethroat",7,0.85,"0.8716",6,"11M 36S","Cor one, Ori ori, Sax ola, Lus meg, Syl atr, Syl com",696,696,NA,NA,NA
"?",146,"Aurignac/507/20200529_070000.wav","Hooded Crow",8,0.8,"0.8323",6,"58S","Cor one, Ori ori, Sax ola, Lus meg, Syl atr, Syl com",58,58,NA,NA,NA
"?",146,"Aurignac/507/20200529_080000.wav","Black Kite",1,0.95,"0.9705",6,"4M 7S, 4M 41S, 4M 42S, 25M 11S, 26M 29S, 26M 30S, 26M 31S, 26M 32S, 26M 34S, 27M 7S, 27M 9S, 27M 10S, 27M 11S, 27M 40S, 27M 41S, 27M 42S, 27M 43S, 27M 45S, 27M 47S, 27M 48S, 27M 49S, 28M 9S, 28M 10S, 28M 11S, 28M 12S, 28M 13S, 28M 14S, 28M 15S, 28M 16S, 28M 49S, 28M 50S, 28M 51S, 29M 13S, 29M 14S","Cor one, Ori ori, Sax ola, Lus meg, Syl atr, Syl com",247,281,282,1590,1661
"?",146,"Aurignac/507/20200529_080000.wav","Common Nightingale",3,0.8,"0.8438",6,"18M 45S, 18M 46S","Cor one, Ori ori, Sax ola, Lus meg, Syl atr, Syl com",1125,1125,NA,NA,NA
