"recording_id","station_id","recording_date","recording_time","recording_file_path","annotation_file_path","ARU","file_name","local_directory","server_directory_name","server_directory_URL","hard_drive_directory","second_recording","third_recording","fourth_recording","commune","lon","lat","recorder","habitat","comment","altitude","week_number","hard_drive_recording_file_path","hard_drive_second_recording_file_path","hard_drive_third_recording_file_path","hard_drive_fourth_recording_file_path"
181,1001,2022-06-03,"00:00:00","Sites démonstrateurs/1001/SMM00803_20220603_000000.wav","Sites démonstrateurs/1001/SMM00803_20220603_000000_labels.txt","SMMicro","SMM00803_20220603_000000.wav","../Recordings/Selected/Sites démonstrateurs/1001","-","-","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1001","SMM00803_20220603_001500.wav","SMM00803_20220603_003000.wav","SMM00803_20220603_004500.wav","Auradé",1.044752,43.571729,"","crop","",NA,22,"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1001/SMM00803_20220603_000000.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1001/SMM00803_20220603_001500.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1001/SMM00803_20220603_003000.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1001/SMM00803_20220603_004500.wav"
182,1001,2022-06-03,"07:00:00","Sites démonstrateurs/1001/SMM00803_20220603_070000.wav","Sites démonstrateurs/1001/SMM00803_20220603_070000_labels.txt","SMMicro","SMM00803_20220603_070000.wav","../Recordings/Selected/Sites démonstrateurs/1001","-","-","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1001","SMM00803_20220603_071500.wav","SMM00803_20220603_073000.wav","SMM00803_20220603_074500.wav","Auradé",1.044752,43.571729,"","crop","",NA,22,"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1001/SMM00803_20220603_070000.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1001/SMM00803_20220603_071500.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1001/SMM00803_20220603_073000.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1001/SMM00803_20220603_074500.wav"
183,1001,2022-06-03,"13:00:00","Sites démonstrateurs/1001/SMM00803_20220603_130000.wav","Sites démonstrateurs/1001/SMM00803_20220603_130000_labels.txt","SMMicro","SMM00803_20220603_130000.wav","../Recordings/Selected/Sites démonstrateurs/1001","-","-","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1001","SMM00803_20220603_131500.wav","SMM00803_20220603_133000.wav","SMM00803_20220603_134500.wav","Auradé",1.044752,43.571729,"","crop","",NA,22,"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1001/SMM00803_20220603_130000.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1001/SMM00803_20220603_131500.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1001/SMM00803_20220603_133000.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1001/SMM00803_20220603_134500.wav"
184,1002,2022-06-15,"00:00:00","Sites démonstrateurs/1002/SMM00674_20220615_000000.wav","Sites démonstrateurs/1002/SMM00674_20220615_000000_labels.txt","SMMicro","SMM00674_20220615_000000.wav","../Recordings/Selected/Sites démonstrateurs/1002","-","-","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1002","SMM00674_20220615_001500.wav","SMM00674_20220615_003000.wav","SMM00674_20220615_004500.wav","Barjac",1.133977,43.070118,"","mosaic","",NA,24,"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1002/SMM00674_20220615_000000.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1002/SMM00674_20220615_001500.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1002/SMM00674_20220615_003000.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1002/SMM00674_20220615_004500.wav"
185,1002,2022-06-15,"07:00:00","Sites démonstrateurs/1002/SMM00674_20220615_070000.wav","Sites démonstrateurs/1002/SMM00674_20220615_070000_labels.txt","SMMicro","SMM00674_20220615_070000.wav","../Recordings/Selected/Sites démonstrateurs/1002","-","-","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1002","SMM00674_20220615_071500.wav","SMM00674_20220615_073000.wav","SMM00674_20220615_074500.wav","Barjac",1.133977,43.070118,"","mosaic","",NA,24,"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1002/SMM00674_20220615_070000.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1002/SMM00674_20220615_071500.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1002/SMM00674_20220615_073000.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1002/SMM00674_20220615_074500.wav"
186,1002,2022-06-15,"13:00:00","Sites démonstrateurs/1002/SMM00674_20220615_130000.wav","Sites démonstrateurs/1002/SMM00674_20220615_130000_labels.txt","SMMicro","SMM00674_20220615_130000.wav","../Recordings/Selected/Sites démonstrateurs/1002","-","-","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1002","SMM00674_20220615_131500.wav","SMM00674_20220615_133000.wav","SMM00674_20220615_134500.wav","Barjac",1.133977,43.070118,"","mosaic","",NA,24,"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1002/SMM00674_20220615_130000.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1002/SMM00674_20220615_131500.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1002/SMM00674_20220615_133000.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1002/SMM00674_20220615_134500.wav"
187,1003,2022-06-17,"00:00:00","Sites démonstrateurs/1003/SMM00685_20220617_000000.wav","Sites démonstrateurs/1003/SMM00685_20220617_000000_labels.txt","SMMicro","SMM00685_20220617_000000.wav","../Recordings/Selected/Sites démonstrateurs/1003","-","-","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1003","SMM00685_20220617_001500.wav","SMM00685_20220617_003000.wav","SMM00685_20220617_004500.wav","Francon",1.006073,43.260611,"","crop","",NA,24,"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1003/SMM00685_20220617_000000.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1003/SMM00685_20220617_001500.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1003/SMM00685_20220617_003000.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1003/SMM00685_20220617_004500.wav"
188,1003,2022-06-17,"07:00:00","Sites démonstrateurs/1003/SMM00685_20220617_070000.wav","Sites démonstrateurs/1003/SMM00685_20220617_070000_labels.txt","SMMicro","SMM00685_20220617_070000.wav","../Recordings/Selected/Sites démonstrateurs/1003","-","-","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1003","SMM00685_20220617_071500.wav","SMM00685_20220617_073000.wav","SMM00685_20220617_074500.wav","Francon",1.006073,43.260611,"","crop","",NA,24,"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1003/SMM00685_20220617_070000.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1003/SMM00685_20220617_071500.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1003/SMM00685_20220617_073000.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1003/SMM00685_20220617_074500.wav"
189,1003,2022-06-17,"13:00:00","Sites démonstrateurs/1003/SMM00685_20220617_130000.wav","Sites démonstrateurs/1003/SMM00685_20220617_130000_labels.txt","SMMicro","SMM00685_20220617_130000.wav","../Recordings/Selected/Sites démonstrateurs/1003","-","-","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1003","SMM00685_20220617_131500.wav","SMM00685_20220617_133000.wav","SMM00685_20220617_134500.wav","Francon",1.006073,43.260611,"","crop","",NA,24,"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1003/SMM00685_20220617_130000.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1003/SMM00685_20220617_131500.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1003/SMM00685_20220617_133000.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/Sites démonstrateurs/1003/SMM00685_20220617_134500.wav"
190,2001,2022-05-22,"00:00:00","SpatialTreeP/2001/SMA06988_20220522_235702.wav","SpatialTreeP/2001/SMA06988_20220522_235702_labels.txt","SMMini","SMA06988_20220522_235702.wav","../Recordings/Selected/SpatialTreeP/2001","372RougeE_6988_Pose 29.6","https://nextcloud.inrae.fr/s/Yn7yyCcDBkybZLR?path=%2FAscou_Pailh%C3%A8res%2F372RougeE_6988_Pose%2029.6%2FData","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2001","SMA06988_20220523_005702.wav","SMA06988_20220523_015702.wav","SMA06988_20220523_025702.wav","Ascou",1.972673,42.721411,"6988","alpine meadow","",2056,20,"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2001/SMA06988_20220522_235702.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2001/SMA06988_20220523_005702.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2001/SMA06988_20220523_015702.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2001/SMA06988_20220523_025702.wav"
