"recording_id","station_id","recording_date","recording_time","recording_file_path","annotation_file_path","ARU","file_name","local_directory","server_directory_name","server_directory_URL","hard_drive_directory","second_recording","third_recording","fourth_recording","commune","lon","lat","recorder","habitat","comment","altitude","week_number","hard_drive_recording_file_path","hard_drive_second_recording_file_path","hard_drive_third_recording_file_path","hard_drive_fourth_recording_file_path"
191,2001,2022-05-23,"07:00:00","SpatialTreeP/2001/SMA06988_20220523_065702.wav","SpatialTreeP/2001/SMA06988_20220523_065702_labels.txt","SMMini","SMA06988_20220523_065702.wav","../Recordings/Selected/SpatialTreeP/2001","372RougeE_6988_Pose 29.6","https://nextcloud.inrae.fr/s/Yn7yyCcDBkybZLR?path=%2FAscou_Pailh%C3%A8res%2F372RougeE_6988_Pose%2029.6%2FData","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2001","SMA06988_20220523_075702.wav","SMA06988_20220523_085702.wav","SMA06988_20220523_095702.wav","Ascou",1.972673,42.721411,"6988","alpine meadow","",2056,21,"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2001/SMA06988_20220523_065702.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2001/SMA06988_20220523_075702.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2001/SMA06988_20220523_085702.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2001/SMA06988_20220523_095702.wav"
192,2001,2022-05-23,"13:00:00","SpatialTreeP/2001/SMA06988_20220523_125702.wav","SpatialTreeP/2001/SMA06988_20220523_125702_labels.txt","SMMini","SMA06988_20220523_125702.wav","../Recordings/Selected/SpatialTreeP/2001","372RougeE_6988_Pose 29.6","https://nextcloud.inrae.fr/s/Yn7yyCcDBkybZLR?path=%2FAscou_Pailh%C3%A8res%2F372RougeE_6988_Pose%2029.6%2FData","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2001","SMA06988_20220523_135702.wav","SMA06988_20220523_145702.wav","SMA06988_20220523_155702.wav","Ascou",1.972673,42.721411,"6988","alpine meadow","",2056,21,"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2001/SMA06988_20220523_125702.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2001/SMA06988_20220523_135702.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2001/SMA06988_20220523_145702.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2001/SMA06988_20220523_155702.wav"
193,2002,2022-05-21,"00:00:00","SpatialTreeP/2002/SMA07142_20220521_235402.wav","SpatialTreeP/2002/SMA07142_20220521_235402_labels.txt","SMMini","SMA07142_20220521_235402.wav","../Recordings/Selected/SpatialTreeP/2002","estagnet 374 bleu E","https://nextcloud.inrae.fr/s/Yn7yyCcDBkybZLR?path=%2FEstagnet%2Festagnet%20374%20bleu%20E","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2002","SMA07142_20220522_005402.wav","SMA07142_20220522_015402.wav","SMA07142_20220522_025402.wav","Mijanès",1.975031,42.69566,"7142","alpine meadow","",1972,20,"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2002/SMA07142_20220521_235402.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2002/SMA07142_20220522_005402.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2002/SMA07142_20220522_015402.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2002/SMA07142_20220522_025402.wav"
194,2002,2022-05-22,"07:00:00","SpatialTreeP/2002/SMA07142_20220522_065402.wav","SpatialTreeP/2002/SMA07142_20220522_065402_labels.txt","SMMini","SMA07142_20220522_065402.wav","../Recordings/Selected/SpatialTreeP/2002","estagnet 374 bleu E","https://nextcloud.inrae.fr/s/Yn7yyCcDBkybZLR?path=%2FEstagnet%2Festagnet%20374%20bleu%20E","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2002","SMA07142_20220522_075402.wav","SMA07142_20220522_085402.wav","SMA07142_20220522_095402.wav","Mijanès",1.975031,42.69566,"7142","alpine meadow","",1972,20,"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2002/SMA07142_20220522_065402.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2002/SMA07142_20220522_075402.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2002/SMA07142_20220522_085402.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2002/SMA07142_20220522_095402.wav"
195,2002,2022-05-22,"13:00:00","SpatialTreeP/2002/SMA07142_20220522_125402.wav","SpatialTreeP/2002/SMA07142_20220522_125402_labels.txt","SMMini","SMA07142_20220522_125402.wav","../Recordings/Selected/SpatialTreeP/2002","estagnet 374 bleu E","https://nextcloud.inrae.fr/s/Yn7yyCcDBkybZLR?path=%2FEstagnet%2Festagnet%20374%20bleu%20E","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2002","SMA07142_20220522_135402.wav","SMA07142_20220522_145402.wav","SMA07142_20220522_155402.wav","Mijanès",1.975031,42.69566,"7142","alpine meadow","",1972,20,"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2002/SMA07142_20220522_125402.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2002/SMA07142_20220522_135402.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2002/SMA07142_20220522_145402.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2002/SMA07142_20220522_155402.wav"
196,2003,2022-06-21,"00:00:00","SpatialTreeP/2003/SMA04564_20220621_235802.wav","SpatialTreeP/2003/SMA04564_20220621_235802_labels.txt","SMMini","SMA04564_20220621_235802.wav","../Recordings/Selected/SpatialTreeP/2003","4564_eychelle_bleuE","https://nextcloud.inrae.fr/s/Yn7yyCcDBkybZLR?path=%2FEychelle%2F4564_eychelle_bleuE","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2003","SMA04564_20220622_005802.wav","SMA04564_20220622_015802.wav","SMA04564_20220622_025802.wav","Bethmale",1.07248,42.85093,"4564","alpine meadow","",1724,25,"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2003/SMA04564_20220621_235802.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2003/SMA04564_20220622_005802.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2003/SMA04564_20220622_015802.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2003/SMA04564_20220622_025802.wav"
197,2003,2022-06-22,"07:00:00","SpatialTreeP/2003/SMA04564_20220622_065802.wav","SpatialTreeP/2003/SMA04564_20220622_065802_labels.txt","SMMini","SMA04564_20220622_065802.wav","../Recordings/Selected/SpatialTreeP/2003","4564_eychelle_bleuE","https://nextcloud.inrae.fr/s/Yn7yyCcDBkybZLR?path=%2FEychelle%2F4564_eychelle_bleuE","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2003","SMA04564_20220622_075802.wav","SMA04564_20220622_085802.wav","SMA04564_20220622_095802.wav","Bethmale",1.07248,42.85093,"4564","alpine meadow","",1724,25,"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2003/SMA04564_20220622_065802.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2003/SMA04564_20220622_075802.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2003/SMA04564_20220622_085802.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2003/SMA04564_20220622_095802.wav"
198,2003,2022-06-22,"13:00:00","SpatialTreeP/2003/SMA04564_20220622_125802.wav","SpatialTreeP/2003/SMA04564_20220622_125802_labels.txt","SMMini","SMA04564_20220622_125802.wav","../Recordings/Selected/SpatialTreeP/2003","4564_eychelle_bleuE","https://nextcloud.inrae.fr/s/Yn7yyCcDBkybZLR?path=%2FEychelle%2F4564_eychelle_bleuE","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2003","SMA04564_20220622_135802.wav","SMA04564_20220622_145802.wav","SMA04564_20220622_155802.wav","Bethmale",1.07248,42.85093,"4564","alpine meadow","",1724,25,"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2003/SMA04564_20220622_125802.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2003/SMA04564_20220622_135802.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2003/SMA04564_20220622_145802.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2003/SMA04564_20220622_155802.wav"
199,2004,2022-06-16,"00:00:00","SpatialTreeP/2004/SMA06989_20220616_235202.wav","SpatialTreeP/2004/SMA06989_20220616_235202_labels.txt","SMMini","SMA06989_20220616_235202.wav","../Recordings/Selected/SpatialTreeP/2004","SM6989_ST_245e_16VI2022","https://nextcloud.inrae.fr/s/Yn7yyCcDBkybZLR?path=%2FEylie_montNer%2FSM6989_ST_245e_16VI2022%2FData","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2004","SMA06989_20220617_005202.wav","SMA06989_20220617_015202.wav","SMA06989_20220617_025202.wav","Sentein",0.955438,42.824579,"6989","alpine meadow","",1724,24,"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2004/SMA06989_20220616_235202.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2004/SMA06989_20220617_005202.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2004/SMA06989_20220617_015202.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2004/SMA06989_20220617_025202.wav"
200,2004,2022-06-17,"07:00:00","SpatialTreeP/2004/SMA06989_20220617_065202.wav","SpatialTreeP/2004/SMA06989_20220617_065202_labels.txt","SMMini","SMA06989_20220617_065202.wav","../Recordings/Selected/SpatialTreeP/2004","SM6989_ST_245e_16VI2022","https://nextcloud.inrae.fr/s/Yn7yyCcDBkybZLR?path=%2FEylie_montNer%2FSM6989_ST_245e_16VI2022%2FData","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2004","SMA06989_20220617_075202.wav","SMA06989_20220617_085202.wav","SMA06989_20220617_095202.wav","Sentein",0.955438,42.824579,"6989","alpine meadow","",1724,24,"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2004/SMA06989_20220617_065202.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2004/SMA06989_20220617_075202.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2004/SMA06989_20220617_085202.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2004/SMA06989_20220617_095202.wav"
201,2004,2022-06-17,"13:00:00","SpatialTreeP/2004/SMA06989_20220617_125202.wav","SpatialTreeP/2004/SMA06989_20220617_125202_labels.txt","SMMini","SMA06989_20220617_125202.wav","../Recordings/Selected/SpatialTreeP/2004","SM6989_ST_245e_16VI2022","https://nextcloud.inrae.fr/s/Yn7yyCcDBkybZLR?path=%2FEylie_montNer%2FSM6989_ST_245e_16VI2022%2FData","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2004","SMA06989_20220617_135202.wav","SMA06989_20220617_145202.wav","SMA06989_20220617_155202.wav","Sentein",0.955438,42.824579,"6989","alpine meadow","",1724,24,"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2004/SMA06989_20220617_125202.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2004/SMA06989_20220617_135202.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2004/SMA06989_20220617_145202.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2004/SMA06989_20220617_155202.wav"
202,2005,2022-06-15,"00:00:00","SpatialTreeP/2005/SMA04559_20220615_000702.wav","SpatialTreeP/2005/SMA04559_20220615_000702_labels.txt","SMMini","SMA04559_20220615_000702.wav","../Recordings/Selected/SpatialTreeP/2005","goulier_4559_bleuL","https://nextcloud.inrae.fr/s/Yn7yyCcDBkybZLR?path=%2FGoulier%2Fgoulier_4559_bleuL","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2005","SMA04559_20220615_010748.wav","SMA04559_20220615_020702.wav","SMA04559_20220615_030702.wav","Goulier",1.514719,42.744627,"4559","alpine meadow","",1527,24,"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2005/SMA04559_20220615_000702.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2005/SMA04559_20220615_010748.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2005/SMA04559_20220615_020702.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2005/SMA04559_20220615_030702.wav"
203,2005,2022-06-15,"07:00:00","SpatialTreeP/2005/SMA04559_20220615_070702.wav","SpatialTreeP/2005/SMA04559_20220615_070702_labels.txt","SMMini","SMA04559_20220615_070702.wav","../Recordings/Selected/SpatialTreeP/2005","goulier_4559_bleuL","https://nextcloud.inrae.fr/s/Yn7yyCcDBkybZLR?path=%2FGoulier%2Fgoulier_4559_bleuL","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2005","SMA04559_20220615_080702.wav","SMA04559_20220615_090702.wav","SMA04559_20220615_100702.wav","Goulier",1.514719,42.744627,"4559","alpine meadow","",1527,24,"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2005/SMA04559_20220615_070702.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2005/SMA04559_20220615_080702.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2005/SMA04559_20220615_090702.wav","/media/david/One Touch/PSI-BIOM/Travail/Enregistrements analyses BirdNET/SpatialTreeP/2005/SMA04559_20220615_100702.wav"
