"habitat","confidence_threshold","TP","FP","TN","FN","TPR","FPR","recall","precision","F_score1","F_score2","F_score3"
"alpine meadow",0.1,80,709,7626,45,0.64,0.0850629874025195,0.64,0.101394169835234,0.175054704595186,0.106675033335948,0.1022461246441
"alpine meadow",0.11,77,590,7745,48,0.616,0.0707858428314337,0.616,0.11544227886057,0.194444444444444,0.121237380753913,0.116378600823045
"alpine meadow",0.12,74,481,7854,51,0.592,0.0577084583083383,0.592,0.133333333333333,0.217647058823529,0.139700166574125,0.13436404494382
"alpine meadow",0.13,72,402,7933,53,0.576,0.0482303539292142,0.576,0.151898734177215,0.240400667779633,0.158775457257751,0.153014203051026
"alpine meadow",0.14,70,342,7991,57,0.551181102362205,0.0410416416656666,0.551181102362205,0.169902912621359,0.25974025974026,0.177109688941807,0.171074600140344
"alpine meadow",0.15,68,292,8042,58,0.53968253968254,0.0350371970242381,0.53968253968254,0.188888888888889,0.279835390946502,0.196398233095481,0.190112384432265
"alpine meadow",0.16,67,248,8085,60,0.52755905511811,0.0297611904476179,0.52755905511811,0.212698412698413,0.30316742081448,0.220437391136056,0.213962753343662
"alpine meadow",0.17,65,222,8111,62,0.511811023622047,0.0266410656426257,0.511811023622047,0.226480836236934,0.314009661835749,0.234159779614325,0.227737884622056
"alpine meadow",0.18,63,192,8140,65,0.4921875,0.0230436869899184,0.4921875,0.247058823529412,0.328981723237598,0.254515209125475,0.248283127828937
"alpine meadow",0.19,59,165,8167,69,0.4609375,0.0198031685069611,0.4609375,0.263392857142857,0.335227272727273,0.27020474137931,0.264515269886364
"alpine meadow",0.2,58,138,8194,70,0.453125,0.0165626500240038,0.453125,0.295918367346939,0.358024691358025,0.302083333333333,0.296938361719384
"alpine meadow",0.21,58,120,8212,70,0.453125,0.014402304368699,0.453125,0.325842696629214,0.379084967320261,0.331317204301075,0.326751450245426
"alpine meadow",0.22,58,98,8234,70,0.453125,0.0117618819011042,0.453125,0.371794871794872,0.408450704225352,0.375762195121951,0.372456765005087
"alpine meadow",0.23,55,86,8246,73,0.4296875,0.0103216514642343,0.4296875,0.390070921985816,0.408921933085502,0.392197986577181,0.390427326398651
"alpine meadow",0.24,55,80,8252,73,0.4296875,0.00960153624579933,0.4296875,0.407407407407407,0.418250950570342,0.408653846153846,0.407616671558556
"alpine meadow",0.25,55,69,8263,73,0.4296875,0.00828132501200192,0.4296875,0.443548387096774,0.436507936507936,0.442708333333333,0.443406768837803
"alpine meadow",0.26,54,65,8267,74,0.421875,0.00780124819971195,0.421875,0.453781512605042,0.437246963562753,0.451771653543307,0.453441968739608
"alpine meadow",0.27,54,56,8276,74,0.421875,0.00672107537205953,0.421875,0.490909090909091,0.453781512605042,0.486228813559322,0.490115025161754
"alpine meadow",0.28,53,46,8286,75,0.4140625,0.00552088334133461,0.4140625,0.535353535353535,0.466960352422908,0.526285046728972,0.533805345033905
"alpine meadow",0.29,51,42,8290,77,0.3984375,0.00504080652904465,0.3984375,0.548387096774194,0.461538461538462,0.536509900990099,0.546351294017819
"alpine meadow",0.3,49,40,8292,79,0.3828125,0.00480076812289966,0.3828125,0.550561797752809,0.451612903225806,0.536726804123711,0.54818342933097
"alpine meadow",0.31,49,38,8294,79,0.3828125,0.00456072971675468,0.3828125,0.563218390804598,0.455813953488372,0.548026315789474,0.560602628001812
"alpine meadow",0.32,49,35,8296,80,0.37984496124031,0.00420117632937222,0.37984496124031,0.583333333333333,0.460093896713615,0.56551255940258,0.580255598546137
"alpine meadow",0.33,48,33,8298,81,0.372093023255814,0.00396110911055095,0.372093023255814,0.592592592592593,0.457142857142857,0.572631578947368,0.589135982500911
"alpine meadow",0.34,47,29,8302,82,0.364341085271318,0.00348097467290841,0.364341085271318,0.618421052631579,0.458536585365854,0.594052044609665,0.614180359684306
"alpine meadow",0.35,47,21,8310,82,0.364341085271318,0.00252070579762333,0.364341085271318,0.691176470588235,0.477157360406091,0.656532456861134,0.685091643815847
"alpine meadow",0.36,46,20,8311,83,0.356589147286822,0.0024006721882127,0.356589147286822,0.696969696969697,0.471794871794872,0.659915611814346,0.690444345370783
"alpine meadow",0.37,44,15,8316,85,0.341085271317829,0.00180050414115952,0.341085271317829,0.745762711864407,0.468085106382979,0.697110904007456,0.73710399734616
"alpine meadow",0.38,44,15,8316,85,0.341085271317829,0.00180050414115952,0.341085271317829,0.745762711864407,0.468085106382979,0.697110904007456,0.73710399734616
"alpine meadow",0.39,44,14,8317,85,0.341085271317829,0.00168047053174889,0.341085271317829,0.758620689655172,0.470588235294118,0.707663197729423,0.749536178107607
"alpine meadow",0.4,44,12,8319,85,0.341085271317829,0.00144040331292762,0.341085271317829,0.785714285714286,0.475675675675676,0.729756097560976,0.775702565892826
"alpine meadow",0.41,43,12,8319,86,0.333333333333333,0.00144040331292762,0.333333333333333,0.781818181818182,0.467391304347826,0.724479682854311,0.77154023805294
"alpine meadow",0.42,41,11,8320,88,0.317829457364341,0.00132036970351698,0.317829457364341,0.788461538461538,0.453038674033149,0.72528616024974,0.77706886845562
"alpine meadow",0.43,41,11,8320,88,0.317829457364341,0.00132036970351698,0.317829457364341,0.788461538461538,0.453038674033149,0.72528616024974,0.77706886845562
"alpine meadow",0.44,41,11,8320,88,0.317829457364341,0.00132036970351698,0.317829457364341,0.788461538461538,0.453038674033149,0.72528616024974,0.77706886845562
"alpine meadow",0.45,41,9,8322,88,0.317829457364341,0.00108030248469571,0.317829457364341,0.82,0.458100558659218,0.7502691065662,0.807369857672061
"alpine meadow",0.46,41,9,8322,88,0.317829457364341,0.00108030248469571,0.317829457364341,0.82,0.458100558659218,0.7502691065662,0.807369857672061
"alpine meadow",0.47,41,8,8323,88,0.317829457364341,0.00096026887528508,0.317829457364341,0.836734693877551,0.460674157303371,0.76341730558598,0.823424139988069
"alpine meadow",0.48,39,6,8325,90,0.302325581395349,0.00072020165646381,0.302325581395349,0.866666666666667,0.448275862068965,0.780918727915194,0.850939727802981
"alpine meadow",0.49,39,6,8325,90,0.302325581395349,0.00072020165646381,0.302325581395349,0.866666666666667,0.448275862068965,0.780918727915194,0.850939727802981
