Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	6.0	9.0	150	15000	greegr	Great Egret	0.1756
2	Spectrogram 1	1	9.0	12.0	150	15000	bcnher	Black-crowned Night-Heron	0.5134
3	Spectrogram 1	1	12.0	15.0	150	15000	bcnher	Black-crowned Night-Heron	0.4968
4	Spectrogram 1	1	18.0	21.0	150	15000	bcnher	Black-crowned Night-Heron	0.1520
5	Spectrogram 1	1	24.0	27.0	150	15000	bcnher	Black-crowned Night-Heron	0.1117
6	Spectrogram 1	1	30.0	33.0	150	15000	bcnher	Black-crowned Night-Heron	0.4990
7	Spectrogram 1	1	30.0	33.0	150	15000	mallar3	Mallard	0.1004
8	Spectrogram 1	1	36.0	39.0	150	15000	greegr	Great Egret	0.2417
9	Spectrogram 1	1	36.0	39.0	150	15000	commoo3	Eurasian Moorhen	0.1545
10	Spectrogram 1	1	36.0	39.0	150	15000	mallar3	Mallard	0.1159
11	Spectrogram 1	1	39.0	42.0	150	15000	bcnher	Black-crowned Night-Heron	0.2144
12	Spectrogram 1	1	42.0	45.0	150	15000	bcnher	Black-crowned Night-Heron	0.6303
13	Spectrogram 1	1	45.0	48.0	150	15000	bcnher	Black-crowned Night-Heron	0.7134
14	Spectrogram 1	1	48.0	51.0	150	15000	bcnher	Black-crowned Night-Heron	0.2566
15	Spectrogram 1	1	51.0	54.0	150	15000	bcnher	Black-crowned Night-Heron	0.1633
16	Spectrogram 1	1	54.0	57.0	150	15000	bcnher	Black-crowned Night-Heron	0.3035
