Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	0	3.0	150	15000	melwar1	Melodious Warbler	0.6491
2	Spectrogram 1	1	0	3.0	150	15000	subwar6	Western Subalpine Warbler	0.2288
3	Spectrogram 1	1	0	3.0	150	15000	sarwar1	Sardinian Warbler	0.1160
4	Spectrogram 1	1	3.0	6.0	150	15000	melwar1	Melodious Warbler	0.5424
5	Spectrogram 1	1	3.0	6.0	150	15000	subwar6	Western Subalpine Warbler	0.2128
6	Spectrogram 1	1	3.0	6.0	150	15000	garwar1	Garden Warbler	0.1919
7	Spectrogram 1	1	3.0	6.0	150	15000	sarwar1	Sardinian Warbler	0.1507
8	Spectrogram 1	1	3.0	6.0	150	15000	grewhi1	Greater Whitethroat	0.1466
9	Spectrogram 1	1	9.0	12.0	150	15000	zitcis1	Zitting Cisticola	0.1866
10	Spectrogram 1	1	12.0	15.0	150	15000	melwar1	Melodious Warbler	0.1645
11	Spectrogram 1	1	15.0	18.0	150	15000	melwar1	Melodious Warbler	0.1257
12	Spectrogram 1	1	18.0	21.0	150	15000	melwar1	Melodious Warbler	0.1004
13	Spectrogram 1	1	33.0	36.0	150	15000	melwar1	Melodious Warbler	0.4661
14	Spectrogram 1	1	33.0	36.0	150	15000	thelar1	Thekla's Lark	0.2156
15	Spectrogram 1	1	33.0	36.0	150	15000	crelar2	Crested Lark	0.1692
16	Spectrogram 1	1	33.0	36.0	150	15000	darwar1	Dartford Warbler	0.1369
17	Spectrogram 1	1	42.0	45.0	150	15000	blackc1	Eurasian Blackcap	0.5291
18	Spectrogram 1	1	42.0	45.0	150	15000	garwar1	Garden Warbler	0.1847
19	Spectrogram 1	1	42.0	45.0	150	15000	melwar1	Melodious Warbler	0.1740
20	Spectrogram 1	1	45.0	48.0	150	15000	melwar1	Melodious Warbler	0.4889
21	Spectrogram 1	1	45.0	48.0	150	15000	blared1	Black Redstart	0.2877
22	Spectrogram 1	1	45.0	48.0	150	15000	stonec4	European Stonechat	0.1592
23	Spectrogram 1	1	45.0	48.0	150	15000	darwar1	Dartford Warbler	0.1192
24	Spectrogram 1	1	51.0	54.0	150	15000	spaspa1	Spanish Sparrow	0.1651
25	Spectrogram 1	1	51.0	54.0	150	15000	houspa	House Sparrow	0.1127
26	Spectrogram 1	1	57.0	60.0	150	15000	blackc1	Eurasian Blackcap	0.3240
27	Spectrogram 1	1	57.0	60.0	150	15000	webwar1	Western Bonelli's Warbler	0.1064
