Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	0	3.0	150	15000	rebshr1	Red-backed Shrike	0.2871
2	Spectrogram 1	1	0	3.0	150	15000	eurkes	Eurasian Kestrel	0.2392
3	Spectrogram 1	1	0	3.0	150	15000	wooshr1	Woodchat Shrike	0.1895
4	Spectrogram 1	1	0	3.0	150	15000	eurlin1	Eurasian Linnet	0.1160
5	Spectrogram 1	1	0	3.0	150	15000	banswa	Bank Swallow	0.1097
6	Spectrogram 1	1	3.0	6.0	150	15000	rebshr1	Red-backed Shrike	0.1170
7	Spectrogram 1	1	6.0	9.0	150	15000	comnig1	Common Nightingale	0.1141
8	Spectrogram 1	1	9.0	12.0	150	15000	comnig1	Common Nightingale	0.2937
9	Spectrogram 1	1	9.0	12.0	150	15000	cirbun1	Cirl Bunting	0.1541
10	Spectrogram 1	1	9.0	12.0	150	15000	whinch1	Whinchat	0.1535
11	Spectrogram 1	1	9.0	12.0	150	15000	webwar1	Western Bonelli's Warbler	0.1411
12	Spectrogram 1	1	9.0	12.0	150	15000	thelar1	Thekla's Lark	0.1096
13	Spectrogram 1	1	12.0	15.0	150	15000	comnig1	Common Nightingale	0.4149
14	Spectrogram 1	1	12.0	15.0	150	15000	cirbun1	Cirl Bunting	0.1112
15	Spectrogram 1	1	15.0	18.0	150	15000	comnig1	Common Nightingale	0.1309
16	Spectrogram 1	1	15.0	18.0	150	15000	trepip	Tree Pipit	0.1193
17	Spectrogram 1	1	18.0	21.0	150	15000	cirbun1	Cirl Bunting	0.1449
18	Spectrogram 1	1	21.0	24.0	150	15000	whinch1	Whinchat	0.1593
19	Spectrogram 1	1	21.0	24.0	150	15000	rebshr1	Red-backed Shrike	0.1536
20	Spectrogram 1	1	24.0	27.0	150	15000	whinch1	Whinchat	0.1911
21	Spectrogram 1	1	24.0	27.0	150	15000	rebshr1	Red-backed Shrike	0.1036
22	Spectrogram 1	1	27.0	30.0	150	15000	cirbun1	Cirl Bunting	0.1312
23	Spectrogram 1	1	33.0	36.0	150	15000	garwar1	Garden Warbler	0.2056
24	Spectrogram 1	1	33.0	36.0	150	15000	comnig1	Common Nightingale	0.1806
25	Spectrogram 1	1	33.0	36.0	150	15000	comchi1	Common Chiffchaff	0.1771
26	Spectrogram 1	1	33.0	36.0	150	15000	trepip	Tree Pipit	0.1716
27	Spectrogram 1	1	33.0	36.0	150	15000	cirbun1	Cirl Bunting	0.1615
28	Spectrogram 1	1	33.0	36.0	150	15000	grewhi1	Greater Whitethroat	0.1535
29	Spectrogram 1	1	33.0	36.0	150	15000	webwar1	Western Bonelli's Warbler	0.1335
30	Spectrogram 1	1	33.0	36.0	150	15000	comred2	Common Redstart	0.1283
31	Spectrogram 1	1	33.0	36.0	150	15000	stonec4	European Stonechat	0.1175
32	Spectrogram 1	1	36.0	39.0	150	15000	rebshr1	Red-backed Shrike	0.1093
33	Spectrogram 1	1	36.0	39.0	150	15000	whinch1	Whinchat	0.1075
34	Spectrogram 1	1	39.0	42.0	150	15000	cirbun1	Cirl Bunting	0.4724
35	Spectrogram 1	1	39.0	42.0	150	15000	trepip	Tree Pipit	0.1463
36	Spectrogram 1	1	39.0	42.0	150	15000	webwar1	Western Bonelli's Warbler	0.1297
37	Spectrogram 1	1	39.0	42.0	150	15000	rebshr1	Red-backed Shrike	0.1018
38	Spectrogram 1	1	45.0	48.0	150	15000	cirbun1	Cirl Bunting	0.3734
39	Spectrogram 1	1	45.0	48.0	150	15000	webwar1	Western Bonelli's Warbler	0.3196
40	Spectrogram 1	1	45.0	48.0	150	15000	trepip	Tree Pipit	0.1876
41	Spectrogram 1	1	48.0	51.0	150	15000	cirbun1	Cirl Bunting	0.2259
42	Spectrogram 1	1	51.0	54.0	150	15000	comnig1	Common Nightingale	0.2261
43	Spectrogram 1	1	51.0	54.0	150	15000	cirbun1	Cirl Bunting	0.1591
44	Spectrogram 1	1	51.0	54.0	150	15000	grewhi1	Greater Whitethroat	0.1587
45	Spectrogram 1	1	51.0	54.0	150	15000	reebun	Reed Bunting	0.1513
46	Spectrogram 1	1	51.0	54.0	150	15000	comchi1	Common Chiffchaff	0.1263
47	Spectrogram 1	1	51.0	54.0	150	15000	whinch1	Whinchat	0.1224
48	Spectrogram 1	1	51.0	54.0	150	15000	melwar1	Melodious Warbler	0.1213
49	Spectrogram 1	1	51.0	54.0	150	15000	stonec4	European Stonechat	0.1145
50	Spectrogram 1	1	51.0	54.0	150	15000	trepip	Tree Pipit	0.1120
51	Spectrogram 1	1	51.0	54.0	150	15000	rebshr1	Red-backed Shrike	0.1061
52	Spectrogram 1	1	57.0	60.0	150	15000	cirbun1	Cirl Bunting	0.4361
53	Spectrogram 1	1	57.0	60.0	150	15000	trepip	Tree Pipit	0.1165
54	Spectrogram 1	1	57.0	60.0	150	15000	whinch1	Whinchat	0.1119
