Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	0	3.0	150	15000	melwar1	Melodious Warbler	0.5856
2	Spectrogram 1	1	2.0	5.0	150	15000	melwar1	Melodious Warbler	0.9919
3	Spectrogram 1	1	4.0	7.0	150	15000	melwar1	Melodious Warbler	0.9969
4	Spectrogram 1	1	6.0	9.0	150	15000	melwar1	Melodious Warbler	0.9993
5	Spectrogram 1	1	8.0	11.0	150	15000	melwar1	Melodious Warbler	0.9833
6	Spectrogram 1	1	10.0	13.0	150	15000	spaspa1	Spanish Sparrow	0.1575
7	Spectrogram 1	1	10.0	13.0	150	15000	houspa	House Sparrow	0.1163
8	Spectrogram 1	1	12.0	15.0	150	15000	houspa	House Sparrow	0.2192
9	Spectrogram 1	1	14.0	17.0	150	15000	melwar1	Melodious Warbler	0.2091
10	Spectrogram 1	1	16.0	19.0	150	15000	melwar1	Melodious Warbler	0.9670
11	Spectrogram 1	1	18.0	21.0	150	15000	melwar1	Melodious Warbler	0.9740
12	Spectrogram 1	1	20.0	23.0	150	15000	thelar1	Thekla's Lark	0.1425
13	Spectrogram 1	1	20.0	23.0	150	15000	houspa	House Sparrow	0.1236
14	Spectrogram 1	1	22.0	25.0	150	15000	houspa	House Sparrow	0.2666
15	Spectrogram 1	1	22.0	25.0	150	15000	spaspa1	Spanish Sparrow	0.1187
16	Spectrogram 1	1	26.0	29.0	150	15000	melwar1	Melodious Warbler	0.8025
17	Spectrogram 1	1	28.0	31.0	150	15000	melwar1	Melodious Warbler	0.9438
18	Spectrogram 1	1	30.0	33.0	150	15000	melwar1	Melodious Warbler	0.9942
19	Spectrogram 1	1	32.0	35.0	150	15000	melwar1	Melodious Warbler	0.9926
20	Spectrogram 1	1	34.0	37.0	150	15000	melwar1	Melodious Warbler	0.9731
21	Spectrogram 1	1	36.0	39.0	150	15000	melwar1	Melodious Warbler	0.9983
22	Spectrogram 1	1	38.0	41.0	150	15000	melwar1	Melodious Warbler	0.9775
23	Spectrogram 1	1	40.0	43.0	150	15000	melwar1	Melodious Warbler	0.9345
24	Spectrogram 1	1	42.0	45.0	150	15000	melwar1	Melodious Warbler	0.8975
25	Spectrogram 1	1	50.0	53.0	150	15000	melwar1	Melodious Warbler	0.5347
26	Spectrogram 1	1	52.0	55.0	150	15000	melwar1	Melodious Warbler	0.9982
27	Spectrogram 1	1	54.0	57.0	150	15000	melwar1	Melodious Warbler	0.9992
28	Spectrogram 1	1	56.0	59.0	150	15000	melwar1	Melodious Warbler	0.9990
29	Spectrogram 1	1	58.0	61.0	150	15000	melwar1	Melodious Warbler	0.2549
