"habitat","confidence_threshold","TP","FP","TN","FN","TPR","FPR","recall","precision","F_score1","F_score2","F_score3"
"crop",0.1,41,54,6614,146,0.219251336898396,0.00809838032393521,0.219251336898396,0.431578947368421,0.290780141843972,0.408318687756298,0.426639400304536
"crop",0.11,36,46,6623,150,0.193548387096774,0.00689758584495427,0.193548387096774,0.439024390243902,0.26865671641791,0.408544726301736,0.432466949790269
"crop",0.12,35,40,6629,151,0.188172043010753,0.00599790073474284,0.188172043010753,0.466666666666667,0.268199233716475,0.429292929292929,0.458553072726943
"crop",0.13,34,36,6631,154,0.180851063829787,0.00539973001349933,0.180851063829787,0.485714285714286,0.263565891472868,0.441896024464832,0.47611892388495
"crop",0.14,34,32,6635,154,0.180851063829787,0.0047997600119994,0.180851063829787,0.515151515151515,0.267716535433071,0.464630225080386,0.504013193740589
"crop",0.15,29,30,6637,159,0.154255319148936,0.00449977501124944,0.154255319148936,0.491525423728814,0.234817813765182,0.435512367491166,0.47900441943507
"crop",0.16,29,25,6642,159,0.154255319148936,0.00374981250937453,0.154255319148936,0.537037037037037,0.239669421487603,0.468631178707224,0.521563826082012
"crop",0.17,28,25,6642,160,0.148936170212766,0.00374981250937453,0.148936170212766,0.528301886792453,0.232365145228216,0.45945945945946,0.512689326781825
"crop",0.18,25,21,6646,163,0.132978723404255,0.00314984250787461,0.132978723404255,0.543478260869565,0.213675213675214,0.45995670995671,0.52413474525011
"crop",0.19,23,19,6648,165,0.122340425531915,0.00284985750712464,0.122340425531915,0.547619047619048,0.2,0.454651162790698,0.525768608779712
"crop",0.2,23,18,6649,165,0.122340425531915,0.00269986500674966,0.122340425531915,0.560975609756098,0.200873362445415,0.463270142180095,0.537918141736068
"crop",0.21,22,18,6649,166,0.117021276595745,0.00269986500674966,0.117021276595745,0.55,0.192982456140351,0.451690821256039,0.52670148646475
"crop",0.22,22,16,6651,166,0.117021276595745,0.0023998800059997,0.117021276595745,0.578947368421053,0.194690265486726,0.469849246231156,0.552856873280563
"crop",0.23,22,16,6651,166,0.117021276595745,0.0023998800059997,0.117021276595745,0.578947368421053,0.194690265486726,0.469849246231156,0.552856873280563
"crop",0.24,21,15,6652,167,0.111702127659574,0.00224988750562472,0.111702127659574,0.583333333333333,0.1875,0.467277486910995,0.555302705696699
"crop",0.25,21,13,6654,167,0.111702127659574,0.00194990250487476,0.111702127659574,0.617647058823529,0.189189189189189,0.487704918032787,0.585919150484634
"crop",0.26,21,12,6655,167,0.111702127659574,0.00179991000449977,0.111702127659574,0.636363636363636,0.190045248868778,0.498603351955307,0.602529284361641
"crop",0.27,21,12,6655,167,0.111702127659574,0.00179991000449977,0.111702127659574,0.636363636363636,0.190045248868778,0.498603351955307,0.602529284361641
"crop",0.28,21,10,6657,167,0.111702127659574,0.00149992500374981,0.111702127659574,0.67741935483871,0.191780821917808,0.521929824561404,0.638744635580079
"crop",0.29,21,10,6657,167,0.111702127659574,0.00149992500374981,0.111702127659574,0.67741935483871,0.191780821917808,0.521929824561404,0.638744635580079
"crop",0.3,21,10,6657,167,0.111702127659574,0.00149992500374981,0.111702127659574,0.67741935483871,0.191780821917808,0.521929824561404,0.638744635580079
"crop",0.31,21,10,6657,167,0.111702127659574,0.00149992500374981,0.111702127659574,0.67741935483871,0.191780821917808,0.521929824561404,0.638744635580079
"crop",0.32,21,10,6657,167,0.111702127659574,0.00149992500374981,0.111702127659574,0.67741935483871,0.191780821917808,0.521929824561404,0.638744635580079
"crop",0.33,21,10,6657,167,0.111702127659574,0.00149992500374981,0.111702127659574,0.67741935483871,0.191780821917808,0.521929824561404,0.638744635580079
"crop",0.34,21,10,6657,167,0.111702127659574,0.00149992500374981,0.111702127659574,0.67741935483871,0.191780821917808,0.521929824561404,0.638744635580079
"crop",0.35,20,9,6658,168,0.106382978723404,0.00134993250337483,0.106382978723404,0.689655172413793,0.184331797235023,0.521472392638037,0.647230357987901
"crop",0.36,20,8,6659,168,0.106382978723404,0.00119994000299985,0.106382978723404,0.714285714285714,0.185185185185185,0.534591194968553,0.668608876028909
"crop",0.37,20,7,6660,168,0.106382978723404,0.00104994750262487,0.106382978723404,0.740740740740741,0.186046511627907,0.548387096774194,0.691447934742509
"crop",0.38,20,7,6660,168,0.106382978723404,0.00104994750262487,0.106382978723404,0.740740740740741,0.186046511627907,0.548387096774194,0.691447934742509
"crop",0.39,20,7,6660,168,0.106382978723404,0.00104994750262487,0.106382978723404,0.740740740740741,0.186046511627907,0.548387096774194,0.691447934742509
"crop",0.4,20,7,6660,168,0.106382978723404,0.00104994750262487,0.106382978723404,0.740740740740741,0.186046511627907,0.548387096774194,0.691447934742509
"crop",0.41,18,7,6660,170,0.0957446808510638,0.00104994750262487,0.0957446808510638,0.72,0.169014084507042,0.520408163265306,0.667935236921994
"crop",0.42,18,6,6661,170,0.0957446808510638,0.000899955002249887,0.0957446808510638,0.75,0.169811320754717,0.534965034965035,0.693356371884848
"crop",0.43,18,5,6661,171,0.0952380952380952,0.00075007500750075,0.0952380952380952,0.782608695652174,0.169811320754717,0.549371633752244,0.720444182560931
"crop",0.44,17,5,6661,172,0.0899470899470899,0.00075007500750075,0.0899470899470899,0.772727272727273,0.161137440758294,0.534195933456562,0.708435411682841
"crop",0.45,17,5,6661,172,0.0899470899470899,0.00075007500750075,0.0899470899470899,0.772727272727273,0.161137440758294,0.534195933456562,0.708435411682841
"crop",0.46,17,5,6661,172,0.0899470899470899,0.00075007500750075,0.0899470899470899,0.772727272727273,0.161137440758294,0.534195933456562,0.708435411682841
