"recording_id","total_time","species","min_frequency","max_frequency","min_code_n_ind","detected_by_BirdNET","total_detections","proportion_of_time_detected","mean_BirdNET_confidence"
"14","1.353295","Luscinia megarhynchos","732.214844","3564.870605","1","FALSE","0","0",NA
"14","0.571576999999998","Otus scops","1017.873413","1616.055054","1","FALSE","0","0",NA
"15","59.898013","Sylvia atricapilla","1066.053955","11381.267578","4","TRUE","8","0.400681071006479","0.7500795325"
"15","22.098216","Streptopelia decaocto","234.204712","878.334045","1","FALSE","0","0",NA
"15","2.799051","Corvus corone","319.533508","3130.156738","4","FALSE","0","0",NA
"15","5.211446","Turdus merula","514.284546","5011.438477","4","FALSE","0","0",NA
"15","0.201732999999997","Emberiza citrinella","3326.314209","5611.430664","1","FALSE","0","0",NA
"16","59.679468","Luscinia megarhynchos","1322.326172","3702.207275","2","TRUE","2","0.100537089238128","0.21192471"
"16","3.16049","Otus scops","1224.494507","1810.36792","1","FALSE","0","0",NA
"17","40.094516","Sylvia atricapilla","1552.722778","5216.564453","1","TRUE","1","0.0748232002601054","0.1025642"
"17","25.166243","Phylloscopus collybita","1791.848877","8416.823242","1","TRUE","13","0.947312437537856","0.575200368461538"
"17","15.314928","Cyanistes caeruleus","3998.113281","8549.169922","1","FALSE","0","0",NA
"17","2.02573899999999","Pica pica","741.035339","9530.967773","1","FALSE","0","0",NA
