Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	18.0	21.0	150	15000	norwhe	Northern Wheatear	0.1400
2	Spectrogram 1	1	18.0	21.0	150	15000	barswa	Barn Swallow	0.1055
3	Spectrogram 1	1	28.0	31.0	150	15000	yellow2	Yellowhammer	0.1005
4	Spectrogram 1	1	30.0	33.0	150	15000	spofly1	Spotted Flycatcher	0.1141
5	Spectrogram 1	1	30.0	33.0	150	15000	hawfin	Hawfinch	0.1037
6	Spectrogram 1	1	36.0	39.0	150	15000	watpip1	Water Pipit	0.1301
7	Spectrogram 1	1	38.0	41.0	150	15000	winwre4	Eurasian Wren	0.1944
8	Spectrogram 1	1	38.0	41.0	150	15000	yellow2	Yellowhammer	0.1084
9	Spectrogram 1	1	38.0	41.0	150	15000	trepip	Tree Pipit	0.1067
10	Spectrogram 1	1	42.0	45.0	150	15000	litgre1	Little Grebe	0.1092
11	Spectrogram 1	1	52.0	55.0	150	15000	mutswa	Mute Swan	0.1010
12	Spectrogram 1	1	58.0	61.0	150	15000	eaywag1	Western Yellow Wagtail	0.1009
