Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	21.0	24.0	150	15000	whinch1	Whinchat	0.1972
2	Spectrogram 1	1	21.0	24.0	150	15000	comgre	Common Greenshank	0.1922
3	Spectrogram 1	1	21.0	24.0	150	15000	comred1	Common Redshank	0.1915
4	Spectrogram 1	1	21.0	24.0	150	15000	meapip1	Meadow Pipit	0.1373
5	Spectrogram 1	1	21.0	24.0	150	15000	comshe	Common Shelduck	0.1268
6	Spectrogram 1	1	21.0	24.0	150	15000	lirplo	Little Ringed Plover	0.1263
7	Spectrogram 1	1	21.0	24.0	150	15000	dunlin	Dunlin	0.1128
8	Spectrogram 1	1	21.0	24.0	150	15000	watrai1	Water Rail	0.1045
9	Spectrogram 1	1	21.0	24.0	150	15000	reebun	Reed Bunting	0.1017
10	Spectrogram 1	1	33.0	36.0	150	15000	comgre	Common Greenshank	0.2505
11	Spectrogram 1	1	33.0	36.0	150	15000	comred1	Common Redshank	0.1933
12	Spectrogram 1	1	39.0	42.0	150	15000	santer1	Sandwich Tern	0.1113
13	Spectrogram 1	1	39.0	42.0	150	15000	comred1	Common Redshank	0.1012
14	Spectrogram 1	1	45.0	48.0	150	15000	litgre1	Little Grebe	0.1147
15	Spectrogram 1	1	57.0	60.0	150	15000	comshe	Common Shelduck	0.1209
16	Spectrogram 1	1	57.0	60.0	150	15000	reebun	Reed Bunting	0.1089
