"n_recordings_sampled","sample_number","minimum_confidence_threshold","n_species_correctly_detected","n_species_incorrectly_detected","total_species_detected"
60,18,0.25,27,34,49
60,18,0.85,19,4,49
60,18,0.9,17,2,49
60,19,0.25,36,42,53
60,19,0.85,23,5,53
60,19,0.9,21,1,53
60,20,0.25,29,39,45
60,20,0.85,21,5,45
60,20,0.9,19,3,45
60,21,0.25,28,38,44
60,21,0.85,19,4,44
60,21,0.9,18,3,44
60,22,0.25,31,44,48
60,22,0.85,23,8,48
60,22,0.9,22,4,48
60,23,0.25,25,37,46
60,23,0.85,19,5,46
60,23,0.9,19,2,46
60,24,0.25,31,36,48
60,24,0.85,20,4,48
60,24,0.9,19,2,48
60,25,0.25,33,40,46
60,25,0.85,23,4,46
60,25,0.9,19,2,46
60,26,0.25,31,38,52
60,26,0.85,22,5,52
60,26,0.9,20,2,52
60,27,0.25,28,35,47
60,27,0.85,20,7,47
60,27,0.9,17,1,47
60,28,0.25,32,44,48
60,28,0.85,24,4,48
60,28,0.9,20,2,48
60,29,0.25,33,30,51
60,29,0.85,24,5,51
60,29,0.9,21,1,51
60,30,0.25,31,38,50
60,30,0.85,22,7,50
60,30,0.9,18,1,50
60,31,0.25,29,37,52
60,31,0.85,23,6,52
60,31,0.9,22,3,52
60,32,0.25,26,45,47
60,32,0.85,19,9,47
60,32,0.9,16,5,47
60,33,0.25,33,37,49
60,33,0.85,22,7,49
60,33,0.9,19,2,49
60,34,0.25,30,39,48
60,34,0.85,20,4,48
60,34,0.9,17,3,48
60,35,0.25,30,33,46
60,35,0.85,20,5,46
60,35,0.9,17,2,46
60,36,0.25,28,37,47
60,36,0.85,17,3,47
60,36,0.9,14,0,47
60,37,0.25,27,32,48
60,37,0.85,19,4,48
60,37,0.9,17,2,48
60,38,0.25,29,40,50
60,38,0.85,23,7,50
60,38,0.9,21,3,50
60,39,0.25,29,38,47
60,39,0.85,17,4,47
60,39,0.9,15,2,47
60,40,0.25,32,36,50
60,40,0.85,23,4,50
60,40,0.9,21,2,50
60,41,0.25,30,41,51
60,41,0.85,22,5,51
60,41,0.9,17,1,51
60,42,0.25,30,37,48
60,42,0.85,22,6,48
60,42,0.9,20,1,48
60,43,0.25,26,37,45
60,43,0.85,18,6,45
60,43,0.9,18,2,45
60,44,0.25,25,39,47
60,44,0.85,17,3,47
60,44,0.9,14,1,47
60,45,0.25,33,37,47
60,45,0.85,22,5,47
60,45,0.9,21,1,47
60,46,0.25,28,45,44
60,46,0.85,18,9,44
60,46,0.9,16,3,44
60,47,0.25,30,34,49
60,47,0.85,21,5,49
60,47,0.9,20,2,49
60,48,0.25,31,36,55
60,48,0.85,21,2,55
60,48,0.9,19,1,55
60,49,0.25,32,38,51
60,49,0.85,24,7,51
60,49,0.9,20,2,51
60,50,0.25,26,31,48
60,50,0.85,16,5,48
60,50,0.9,14,1,48
60,51,0.25,29,38,49
60,51,0.85,19,4,49
60,51,0.9,17,1,49
60,52,0.25,29,42,47
60,52,0.85,20,7,47
60,52,0.9,16,3,47
60,53,0.25,32,39,49
60,53,0.85,24,4,49
60,53,0.9,20,1,49
60,54,0.25,31,44,48
60,54,0.85,18,6,48
60,54,0.9,13,2,48
60,55,0.25,32,37,49
60,55,0.85,23,7,49
60,55,0.9,21,2,49
60,56,0.25,30,38,48
60,56,0.85,20,4,48
60,56,0.9,16,2,48
60,57,0.25,25,42,43
60,57,0.85,14,5,43
60,57,0.9,12,1,43
60,58,0.25,25,40,44
60,58,0.85,18,6,44
60,58,0.9,15,3,44
60,59,0.25,24,40,44
60,59,0.85,14,4,44
60,59,0.9,12,2,44
60,60,0.25,24,32,45
60,60,0.85,19,6,45
60,60,0.9,18,2,45
60,61,0.25,30,44,46
60,61,0.85,23,6,46
60,61,0.9,21,4,46
60,62,0.25,36,37,51
60,62,0.85,26,5,51
60,62,0.9,22,3,51
60,63,0.25,27,46,50
60,63,0.85,18,8,50
60,63,0.9,16,2,50
60,64,0.25,34,37,49
60,64,0.85,25,6,49
60,64,0.9,20,1,49
60,65,0.25,27,36,42
60,65,0.85,24,6,42
60,65,0.9,20,2,42
60,66,0.25,35,38,48
60,66,0.85,26,5,48
60,66,0.9,25,2,48
60,67,0.25,30,33,49
60,67,0.85,20,4,49
60,67,0.9,16,1,49
60,68,0.25,33,46,47
60,68,0.85,24,6,47
60,68,0.9,18,3,47
60,69,0.25,29,48,50
60,69,0.85,19,7,50
60,69,0.9,19,4,50
60,70,0.25,38,33,52
60,70,0.85,27,6,52
60,70,0.9,24,1,52
60,71,0.25,28,35,43
60,71,0.85,17,4,43
60,71,0.9,15,2,43
60,72,0.25,32,48,49
60,72,0.85,22,5,49
60,72,0.9,20,1,49
60,73,0.25,30,45,50
60,73,0.85,25,8,50
60,73,0.9,22,2,50
60,74,0.25,31,35,50
60,74,0.85,20,5,50
60,74,0.9,18,2,50
60,75,0.25,25,34,48
60,75,0.85,19,8,48
60,75,0.9,18,4,48
60,76,0.25,35,36,50
60,76,0.85,25,4,50
60,76,0.9,21,1,50
60,77,0.25,26,33,46
60,77,0.85,20,4,46
60,77,0.9,19,3,46
60,78,0.25,33,38,48
60,78,0.85,22,4,48
60,78,0.9,20,3,48
60,79,0.25,30,41,43
60,79,0.85,21,8,43
60,79,0.9,19,4,43
60,80,0.25,29,40,48
60,80,0.85,23,11,48
60,80,0.9,21,3,48
60,81,0.25,28,37,48
60,81,0.85,20,6,48
60,81,0.9,17,2,48
60,82,0.25,31,43,49
60,82,0.85,20,7,49
60,82,0.9,18,4,49
60,83,0.25,33,35,46
60,83,0.85,23,7,46
60,83,0.9,20,3,46
60,84,0.25,32,37,49
60,84,0.85,22,4,49
60,84,0.9,19,2,49
60,85,0.25,33,41,45
60,85,0.85,22,4,45
60,85,0.9,19,1,45
60,86,0.25,29,29,48
60,86,0.85,21,5,48
60,86,0.9,21,2,48
60,87,0.25,31,38,52
60,87,0.85,19,0,52
60,87,0.9,17,0,52
60,88,0.25,32,42,47
60,88,0.85,20,4,47
60,88,0.9,16,2,47
60,89,0.25,27,37,46
60,89,0.85,18,7,46
60,89,0.9,16,3,46
60,90,0.25,30,32,48
60,90,0.85,19,9,48
60,90,0.9,19,4,48
60,91,0.25,27,34,48
60,91,0.85,17,5,48
60,91,0.9,16,2,48
60,92,0.25,28,42,43
60,92,0.85,20,11,43
60,92,0.9,19,4,43
60,93,0.25,28,41,44
60,93,0.85,21,8,44
60,93,0.9,18,2,44
60,94,0.25,25,37,46
60,94,0.85,18,6,46
60,94,0.9,17,3,46
60,95,0.25,29,35,45
60,95,0.85,22,5,45
60,95,0.9,18,2,45
60,96,0.25,31,38,47
60,96,0.85,20,4,47
60,96,0.9,17,1,47
60,97,0.25,34,30,45
60,97,0.85,25,3,45
60,97,0.9,21,1,45
60,98,0.25,26,36,44
60,98,0.85,19,7,44
60,98,0.9,17,2,44
60,99,0.25,24,37,42
60,99,0.85,15,6,42
60,99,0.9,14,1,42
60,100,0.25,25,36,45
60,100,0.85,17,5,45
60,100,0.9,15,2,45
60,101,0.25,31,44,50
60,101,0.85,23,6,50
60,101,0.9,20,1,50
60,102,0.25,28,39,50
60,102,0.85,17,4,50
60,102,0.9,17,2,50
60,103,0.25,29,36,46
60,103,0.85,21,5,46
60,103,0.9,19,1,46
60,104,0.25,28,39,43
60,104,0.85,20,4,43
60,104,0.9,17,2,43
60,105,0.25,30,35,47
60,105,0.85,21,5,47
60,105,0.9,21,3,47
60,106,0.25,33,38,52
60,106,0.85,21,3,52
60,106,0.9,18,2,52
60,107,0.25,25,42,44
60,107,0.85,18,6,44
60,107,0.9,17,1,44
60,108,0.25,33,38,50
60,108,0.85,24,7,50
60,108,0.9,22,2,50
60,109,0.25,26,36,49
60,109,0.85,16,6,49
60,109,0.9,13,2,49
60,110,0.25,28,33,49
60,110,0.85,22,2,49
60,110,0.9,20,0,49
60,111,0.25,24,37,45
60,111,0.85,20,4,45
60,111,0.9,17,3,45
60,112,0.25,30,38,51
60,112,0.85,19,6,51
60,112,0.9,16,2,51
60,113,0.25,31,35,49
60,113,0.85,22,3,49
60,113,0.9,21,1,49
60,114,0.25,31,40,50
60,114,0.85,22,7,50
60,114,0.9,21,4,50
60,115,0.25,32,44,49
60,115,0.85,21,7,49
60,115,0.9,19,2,49
60,116,0.25,28,38,44
60,116,0.85,21,8,44
60,116,0.9,20,3,44
60,117,0.25,35,37,51
60,117,0.85,25,4,51
60,117,0.9,21,3,51
60,118,0.25,21,35,45
60,118,0.85,16,7,45
60,118,0.9,16,3,45
60,119,0.25,34,44,47
60,119,0.85,26,6,47
60,119,0.9,25,3,47
60,120,0.25,31,37,46
60,120,0.85,23,6,46
60,120,0.9,16,4,46
60,121,0.25,29,38,45
60,121,0.85,18,2,45
60,121,0.9,15,1,45
60,122,0.25,28,38,46
60,122,0.85,21,8,46
60,122,0.9,17,3,46
60,123,0.25,31,32,48
60,123,0.85,21,3,48
60,123,0.9,19,3,48
60,124,0.25,31,39,46
60,124,0.85,19,3,46
60,124,0.9,18,3,46
60,125,0.25,31,37,53
60,125,0.85,22,6,53
60,125,0.9,18,2,53
60,126,0.25,30,43,48
60,126,0.85,22,8,48
60,126,0.9,18,5,48
60,127,0.25,29,34,46
60,127,0.85,21,3,46
60,127,0.9,18,1,46
60,128,0.25,29,36,50
60,128,0.85,20,8,50
60,128,0.9,19,3,50
60,129,0.25,29,44,50
60,129,0.85,20,5,50
60,129,0.9,17,4,50
60,130,0.25,33,37,44
60,130,0.85,19,5,44
60,130,0.9,17,0,44
60,131,0.25,28,43,43
60,131,0.85,19,7,43
60,131,0.9,17,2,43
60,132,0.25,31,44,51
60,132,0.85,20,9,51
60,132,0.9,18,4,51
60,133,0.25,26,30,47
60,133,0.85,16,3,47
60,133,0.9,16,2,47
60,134,0.25,30,41,46
60,134,0.85,22,5,46
60,134,0.9,17,0,46
60,135,0.25,26,30,49
60,135,0.85,20,3,49
60,135,0.9,18,0,49
60,136,0.25,34,36,52
60,136,0.85,24,4,52
60,136,0.9,20,2,52
60,137,0.25,26,40,44
60,137,0.85,17,6,44
60,137,0.9,16,1,44
60,138,0.25,31,41,48
60,138,0.85,24,5,48
60,138,0.9,21,3,48
60,139,0.25,34,38,50
60,139,0.85,22,5,50
60,139,0.9,20,2,50
60,140,0.25,26,38,46
60,140,0.85,21,6,46
60,140,0.9,20,2,46
60,141,0.25,29,40,44
60,141,0.85,20,7,44
60,141,0.9,19,2,44
70,1,0.25,36,49,50
70,1,0.85,27,9,50
70,1,0.9,25,5,50
70,2,0.25,31,42,50
70,2,0.85,17,6,50
70,2,0.9,14,3,50
70,3,0.25,31,48,52
70,3,0.85,20,7,52
70,3,0.9,16,3,52
70,4,0.25,36,39,52
70,4,0.85,25,5,52
70,4,0.9,22,1,52
70,5,0.25,30,39,50
70,5,0.85,20,7,50
70,5,0.9,19,3,50
70,6,0.25,38,42,52
70,6,0.85,29,8,52
70,6,0.9,25,4,52
70,7,0.25,32,44,52
70,7,0.85,21,9,52
70,7,0.9,18,4,52
70,8,0.25,35,38,53
70,8,0.85,30,7,53
70,8,0.9,27,2,53
70,9,0.25,30,40,47
70,9,0.85,21,6,47
70,9,0.9,20,2,47
70,10,0.25,30,43,51
70,10,0.85,18,3,51
70,10,0.9,18,1,51
70,11,0.25,28,43,48
70,11,0.85,18,6,48
70,11,0.9,17,1,48
70,12,0.25,33,43,54
70,12,0.85,25,8,54
70,12,0.9,22,3,54
70,13,0.25,36,42,50
70,13,0.85,27,4,50
70,13,0.9,23,1,50
70,14,0.25,35,44,50
70,14,0.85,25,5,50
70,14,0.9,22,3,50
70,15,0.25,29,49,47
70,15,0.85,20,7,47
70,15,0.9,18,2,47
70,16,0.25,32,34,52
70,16,0.85,22,4,52
70,16,0.9,20,1,52
70,17,0.25,32,45,47
70,17,0.85,20,8,47
70,17,0.9,18,2,47
70,18,0.25,28,37,47
70,18,0.85,17,7,47
70,18,0.9,16,2,47
70,19,0.25,27,44,51
70,19,0.85,19,6,51
70,19,0.9,18,2,51
70,20,0.25,32,43,53
70,20,0.85,25,4,53
70,20,0.9,21,3,53
70,21,0.25,34,43,50
70,21,0.85,23,6,50
70,21,0.9,19,3,50
70,22,0.25,30,39,53
70,22,0.85,25,6,53
70,22,0.9,22,2,53
70,23,0.25,41,40,49
70,23,0.85,31,6,49
70,23,0.9,27,3,49
70,24,0.25,31,38,50
70,24,0.85,21,7,50
70,24,0.9,20,2,50
70,25,0.25,35,45,48
70,25,0.85,25,8,48
70,25,0.9,21,4,48
70,26,0.25,27,44,50
70,26,0.85,21,9,50
70,26,0.9,19,2,50
70,27,0.25,30,45,49
70,27,0.85,22,9,49
70,27,0.9,19,4,49
70,28,0.25,30,33,50
70,28,0.85,22,4,50
70,28,0.9,18,2,50
70,29,0.25,28,45,47
70,29,0.85,21,8,47
70,29,0.9,17,5,47
70,30,0.25,33,42,51
70,30,0.85,20,4,51
70,30,0.9,17,1,51
70,31,0.25,31,43,52
70,31,0.85,18,8,52
70,31,0.9,17,3,52
70,32,0.25,33,41,48
70,32,0.85,22,6,48
70,32,0.9,20,2,48
70,33,0.25,29,37,53
70,33,0.85,19,5,53
70,33,0.9,18,4,53
70,34,0.25,31,44,48
70,34,0.85,24,8,48
70,34,0.9,22,1,48
70,35,0.25,33,46,48
70,35,0.85,26,6,48
70,35,0.9,22,1,48
70,36,0.25,34,45,47
70,36,0.85,24,7,47
70,36,0.9,20,3,47
70,37,0.25,30,37,49
70,37,0.85,20,5,49
70,37,0.9,17,1,49
70,38,0.25,33,39,51
70,38,0.85,23,6,51
70,38,0.9,23,3,51
70,39,0.25,31,46,50
70,39,0.85,21,5,50
70,39,0.9,21,2,50
70,40,0.25,33,42,52
70,40,0.85,22,5,52
70,40,0.9,19,1,52
70,41,0.25,33,38,51
70,41,0.85,24,4,51
70,41,0.9,21,3,51
70,42,0.25,36,40,49
70,42,0.85,27,4,49
70,42,0.9,26,0,49
70,43,0.25,33,36,54
70,43,0.85,25,7,54
70,43,0.9,21,2,54
70,44,0.25,34,37,52
70,44,0.85,24,4,52
70,44,0.9,21,1,52
70,45,0.25,35,45,52
70,45,0.85,24,9,52
70,45,0.9,20,4,52
70,46,0.25,29,49,45
70,46,0.85,22,8,45
70,46,0.9,18,4,45
70,47,0.25,35,43,51
70,47,0.85,26,11,51
70,47,0.9,24,5,51
70,48,0.25,34,36,49
70,48,0.85,24,8,49
70,48,0.9,21,3,49
70,49,0.25,31,43,53
70,49,0.85,26,9,53
70,49,0.9,25,4,53
70,50,0.25,31,46,49
70,50,0.85,22,3,49
70,50,0.9,19,1,49
70,51,0.25,28,38,48
70,51,0.85,21,5,48
70,51,0.9,19,2,48
70,52,0.25,28,45,46
70,52,0.85,18,7,46
70,52,0.9,15,3,46
70,53,0.25,32,47,50
70,53,0.85,21,8,50
70,53,0.9,16,4,50
70,54,0.25,32,43,50
70,54,0.85,22,6,50
70,54,0.9,19,3,50
70,55,0.25,26,39,48
70,55,0.85,21,8,48
70,55,0.9,19,2,48
70,56,0.25,31,33,45
70,56,0.85,24,9,45
70,56,0.9,20,3,45
70,57,0.25,34,38,47
70,57,0.85,19,6,47
70,57,0.9,17,3,47
70,58,0.25,33,42,50
70,58,0.85,25,9,50
70,58,0.9,23,1,50
70,59,0.25,32,37,47
70,59,0.85,20,5,47
70,59,0.9,19,2,47
70,60,0.25,33,50,52
70,60,0.85,24,4,52
70,60,0.9,23,1,52
70,61,0.25,33,39,53
70,61,0.85,20,6,53
70,61,0.9,17,1,53
70,62,0.25,30,35,45
70,62,0.85,24,6,45
70,62,0.9,19,1,45
70,63,0.25,33,39,52
70,63,0.85,24,3,52
70,63,0.9,22,1,52
70,64,0.25,33,42,48
70,64,0.85,22,9,48
70,64,0.9,20,5,48
70,65,0.25,34,40,49
70,65,0.85,24,6,49
70,65,0.9,19,4,49
70,66,0.25,27,37,48
70,66,0.85,17,8,48
70,66,0.9,16,3,48
70,67,0.25,34,38,51
70,67,0.85,20,4,51
70,67,0.9,17,2,51
70,68,0.25,30,39,48
70,68,0.85,22,9,48
70,68,0.9,19,3,48
70,69,0.25,32,36,50
70,69,0.85,23,7,50
70,69,0.9,20,4,50
70,70,0.25,32,41,48
70,70,0.85,21,7,48
70,70,0.9,20,3,48
70,71,0.25,32,39,51
70,71,0.85,24,6,51
70,71,0.9,23,3,51
70,72,0.25,36,40,52
70,72,0.85,27,5,52
70,72,0.9,22,3,52
70,73,0.25,34,35,49
70,73,0.85,24,8,49
70,73,0.9,22,3,49
70,74,0.25,29,41,48
70,74,0.85,20,7,48
70,74,0.9,18,4,48
70,75,0.25,34,41,47
70,75,0.85,24,6,47
70,75,0.9,23,2,47
70,76,0.25,32,36,49
70,76,0.85,24,3,49
70,76,0.9,20,1,49
70,77,0.25,29,43,50
70,77,0.85,18,6,50
70,77,0.9,18,2,50
70,78,0.25,34,37,54
70,78,0.85,27,6,54
70,78,0.9,24,2,54
70,79,0.25,35,36,55
70,79,0.85,28,9,55
70,79,0.9,25,4,55
70,80,0.25,33,38,54
70,80,0.85,24,2,54
70,80,0.9,21,1,54
70,81,0.25,30,41,48
70,81,0.85,17,3,48
70,81,0.9,15,0,48
70,82,0.25,34,34,49
70,82,0.85,22,8,49
70,82,0.9,21,2,49
70,83,0.25,31,45,51
70,83,0.85,23,7,51
70,83,0.9,21,4,51
70,84,0.25,31,41,49
70,84,0.85,23,7,49
70,84,0.9,20,4,49
70,85,0.25,30,42,50
70,85,0.85,20,4,50
70,85,0.9,18,2,50
70,86,0.25,34,37,53
70,86,0.85,23,10,53
70,86,0.9,21,4,53
70,87,0.25,33,41,52
70,87,0.85,25,7,52
70,87,0.9,21,4,52
70,88,0.25,33,37,46
70,88,0.85,22,3,46
70,88,0.9,18,1,46
70,89,0.25,32,35,51
70,89,0.85,23,6,51
70,89,0.9,23,2,51
70,90,0.25,37,46,56
70,90,0.85,23,10,56
70,90,0.9,20,5,56
70,91,0.25,30,41,52
70,91,0.85,22,9,52
70,91,0.9,20,3,52
70,92,0.25,31,43,48
70,92,0.85,22,8,48
70,92,0.9,16,2,48
70,93,0.25,30,40,48
70,93,0.85,22,6,48
70,93,0.9,17,1,48
70,94,0.25,33,37,50
70,94,0.85,24,7,50
70,94,0.9,21,4,50
70,95,0.25,32,37,50
70,95,0.85,23,9,50
70,95,0.9,22,3,50
70,96,0.25,32,42,46
70,96,0.85,22,6,46
70,96,0.9,19,4,46
70,97,0.25,31,36,50
70,97,0.85,23,3,50
70,97,0.9,18,0,50
70,98,0.25,30,47,48
70,98,0.85,17,7,48
70,98,0.9,15,2,48
70,99,0.25,30,40,50
70,99,0.85,22,5,50
70,99,0.9,20,2,50
70,100,0.25,33,39,50
70,100,0.85,27,7,50
70,100,0.9,24,3,50
70,101,0.25,30,41,50
70,101,0.85,24,5,50
70,101,0.9,21,1,50
70,102,0.25,37,40,49
70,102,0.85,28,9,49
70,102,0.9,25,3,49
70,103,0.25,35,45,52
70,103,0.85,24,7,52
70,103,0.9,21,4,52
70,104,0.25,32,43,48
70,104,0.85,20,7,48
70,104,0.9,17,1,48
70,105,0.25,33,46,45
70,105,0.85,20,9,45
70,105,0.9,16,4,45
70,106,0.25,32,38,54
70,106,0.85,24,5,54
70,106,0.9,23,2,54
70,107,0.25,30,43,49
70,107,0.85,21,3,49
70,107,0.9,19,0,49
70,108,0.25,37,42,53
70,108,0.85,25,5,53
70,108,0.9,20,1,53
70,109,0.25,37,37,51
70,109,0.85,27,5,51
70,109,0.9,25,0,51
70,110,0.25,34,32,53
70,110,0.85,23,3,53
70,110,0.9,21,0,53
70,111,0.25,25,35,47
70,111,0.85,18,5,47
70,111,0.9,16,1,47
70,112,0.25,29,42,49
70,112,0.85,20,6,49
70,112,0.9,19,4,49
70,113,0.25,34,40,48
70,113,0.85,25,4,48
70,113,0.9,22,1,48
70,114,0.25,31,42,52
70,114,0.85,22,3,52
70,114,0.9,21,2,52
70,115,0.25,32,48,52
70,115,0.85,17,8,52
70,115,0.9,16,3,52
70,116,0.25,36,39,56
70,116,0.85,26,4,56
70,116,0.9,22,0,56
70,117,0.25,35,43,53
70,117,0.85,25,7,53
70,117,0.9,23,4,53
70,118,0.25,32,47,50
70,118,0.85,23,8,50
70,118,0.9,21,3,50
70,119,0.25,29,45,50
70,119,0.85,19,7,50
70,119,0.9,17,2,50
70,120,0.25,32,36,54
70,120,0.85,22,5,54
70,120,0.9,18,1,54
70,121,0.25,29,38,45
70,121,0.85,24,5,45
70,121,0.9,22,2,45
70,122,0.25,36,48,54
70,122,0.85,26,7,54
70,122,0.9,24,4,54
70,123,0.25,30,34,50
70,123,0.85,22,6,50
70,123,0.9,19,1,50
70,124,0.25,32,36,49
70,124,0.85,20,6,49
70,124,0.9,19,1,49
70,125,0.25,35,37,50
70,125,0.85,26,5,50
70,125,0.9,25,2,50
70,126,0.25,33,37,48
70,126,0.85,25,4,48
70,126,0.9,22,2,48
70,127,0.25,31,43,47
70,127,0.85,23,10,47
70,127,0.9,22,3,47
70,128,0.25,35,43,52
70,128,0.85,26,7,52
70,128,0.9,22,4,52
70,129,0.25,33,42,51
70,129,0.85,22,4,51
70,129,0.9,20,3,51
70,130,0.25,38,47,50
70,130,0.85,26,9,50
70,130,0.9,22,2,50
80,1,0.25,34,41,53
80,1,0.85,25,6,53
80,1,0.9,23,2,53
80,2,0.25,33,52,51
80,2,0.85,24,7,51
80,2,0.9,18,4,51
80,3,0.25,36,47,51
80,3,0.85,25,5,51
80,3,0.9,22,2,51
80,4,0.25,30,42,55
80,4,0.85,23,6,55
80,4,0.9,22,3,55
80,5,0.25,39,44,55
80,5,0.85,29,9,55
80,5,0.9,25,3,55
80,6,0.25,31,38,53
80,6,0.85,26,8,53
80,6,0.9,24,2,53
80,7,0.25,34,49,54
80,7,0.85,22,7,54
80,7,0.9,20,3,54
80,8,0.25,36,43,54
80,8,0.85,28,8,54
80,8,0.9,22,3,54
80,9,0.25,39,44,54
80,9,0.85,28,8,54
80,9,0.9,25,3,54
80,10,0.25,34,44,50
80,10,0.85,24,7,50
80,10,0.9,22,2,50
80,11,0.25,32,41,46
80,11,0.85,23,8,46
80,11,0.9,20,2,46
80,12,0.25,35,46,53
80,12,0.85,25,9,53
80,12,0.9,21,3,53
80,13,0.25,32,48,56
80,13,0.85,24,5,56
80,13,0.9,23,2,56
80,14,0.25,34,47,49
80,14,0.85,27,7,49
80,14,0.9,24,3,49
80,15,0.25,36,40,51
80,15,0.85,25,8,51
80,15,0.9,23,3,51
80,16,0.25,37,47,49
80,16,0.85,26,9,49
80,16,0.9,22,4,49
80,17,0.25,34,43,54
80,17,0.85,22,9,54
80,17,0.9,20,5,54
80,18,0.25,37,42,51
80,18,0.85,26,8,51
80,18,0.9,24,1,51
80,19,0.25,35,41,52
80,19,0.85,29,9,52
80,19,0.9,27,0,52
80,20,0.25,34,48,50
80,20,0.85,23,9,50
80,20,0.9,22,4,50
80,21,0.25,34,42,48
80,21,0.85,24,8,48
80,21,0.9,22,4,48
80,22,0.25,35,39,51
80,22,0.85,27,7,51
80,22,0.9,25,2,51
80,23,0.25,37,40,51
80,23,0.85,27,8,51
80,23,0.9,22,2,51
80,24,0.25,28,43,46
80,24,0.85,19,9,46
80,24,0.9,18,3,46
80,25,0.25,34,45,50
80,25,0.85,24,6,50
80,25,0.9,22,2,50
80,26,0.25,31,48,49
80,26,0.85,24,11,49
80,26,0.9,21,5,49
80,27,0.25,38,37,56
80,27,0.85,28,4,56
80,27,0.9,27,2,56
80,28,0.25,34,47,47
80,28,0.85,25,6,47
80,28,0.9,22,3,47
80,29,0.25,35,53,51
80,29,0.85,23,7,51
80,29,0.9,22,2,51
80,30,0.25,33,49,49
80,30,0.85,24,7,49
80,30,0.9,21,3,49
80,31,0.25,31,44,53
80,31,0.85,24,6,53
80,31,0.9,22,2,53
80,32,0.25,34,47,54
80,32,0.85,27,7,54
80,32,0.9,24,2,54
80,33,0.25,36,35,55
80,33,0.85,28,6,55
80,33,0.9,25,3,55
80,34,0.25,33,47,54
80,34,0.85,25,7,54
80,34,0.9,21,2,54
80,35,0.25,35,43,52
80,35,0.85,23,7,52
80,35,0.9,19,3,52
80,36,0.25,36,40,55
80,36,0.85,25,2,55
80,36,0.9,21,0,55
80,37,0.25,31,43,52
80,37,0.85,27,8,52
80,37,0.9,22,3,52
80,38,0.25,30,43,49
80,38,0.85,25,8,49
80,38,0.9,22,4,49
80,39,0.25,33,52,49
80,39,0.85,19,6,49
80,39,0.9,17,2,49
80,40,0.25,33,39,50
80,40,0.85,26,3,50
80,40,0.9,22,2,50
80,41,0.25,30,43,51
80,41,0.85,26,6,51
80,41,0.9,23,3,51
80,42,0.25,36,45,54
80,42,0.85,24,6,54
80,42,0.9,18,2,54
80,43,0.25,36,44,56
80,43,0.85,24,6,56
80,43,0.9,20,1,56
80,44,0.25,32,38,46
80,44,0.85,22,7,46
80,44,0.9,17,3,46
80,45,0.25,33,50,53
80,45,0.85,25,8,53
80,45,0.9,23,3,53
80,46,0.25,34,47,49
80,46,0.85,24,9,49
80,46,0.9,21,2,49
80,47,0.25,38,41,55
80,47,0.85,29,4,55
80,47,0.9,24,1,55
80,48,0.25,30,38,47
80,48,0.85,25,10,47
80,48,0.9,24,5,47
80,49,0.25,35,44,48
80,49,0.85,26,7,48
80,49,0.9,20,3,48
80,50,0.25,36,52,54
80,50,0.85,28,7,54
80,50,0.9,24,3,54
80,51,0.25,35,42,53
80,51,0.85,28,7,53
80,51,0.9,26,3,53
80,52,0.25,32,42,48
80,52,0.85,21,6,48
80,52,0.9,18,3,48
80,53,0.25,32,42,50
80,53,0.85,24,9,50
80,53,0.9,24,2,50
80,54,0.25,40,44,53
80,54,0.85,28,7,53
80,54,0.9,25,2,53
80,55,0.25,37,46,49
80,55,0.85,29,9,49
80,55,0.9,24,5,49
80,56,0.25,32,50,50
80,56,0.85,25,7,50
80,56,0.9,21,1,50
80,57,0.25,37,47,51
80,57,0.85,26,7,51
80,57,0.9,23,2,51
80,58,0.25,35,45,55
80,58,0.85,26,7,55
80,58,0.9,24,4,55
80,59,0.25,29,44,50
80,59,0.85,20,11,50
80,59,0.9,19,6,50
80,60,0.25,30,46,52
80,60,0.85,22,8,52
80,60,0.9,20,4,52
80,61,0.25,29,45,48
80,61,0.85,17,11,48
80,61,0.9,13,5,48
80,62,0.25,32,46,50
80,62,0.85,25,10,50
80,62,0.9,22,4,50
80,63,0.25,33,44,49
80,63,0.85,20,7,49
80,63,0.9,17,5,49
80,64,0.25,33,41,53
80,64,0.85,23,7,53
80,64,0.9,21,3,53
80,65,0.25,36,43,50
80,65,0.85,27,6,50
80,65,0.9,25,3,50
80,66,0.25,35,37,52
80,66,0.85,24,8,52
80,66,0.9,23,4,52
80,67,0.25,33,46,52
80,67,0.85,24,6,52
80,67,0.9,19,1,52
80,68,0.25,36,44,51
80,68,0.85,23,6,51
80,68,0.9,23,3,51
80,69,0.25,31,44,50
80,69,0.85,22,7,50
80,69,0.9,19,2,50
80,70,0.25,37,40,54
80,70,0.85,25,6,54
80,70,0.9,23,4,54
80,71,0.25,35,46,51
80,71,0.85,27,7,51
80,71,0.9,24,3,51
80,72,0.25,32,46,50
80,72,0.85,25,6,50
80,72,0.9,22,3,50
80,73,0.25,34,41,54
80,73,0.85,28,6,54
80,73,0.9,25,2,54
80,74,0.25,35,38,52
80,74,0.85,27,8,52
80,74,0.9,24,2,52
80,75,0.25,31,45,55
80,75,0.85,24,7,55
80,75,0.9,23,3,55
80,76,0.25,33,46,52
80,76,0.85,27,7,52
80,76,0.9,24,3,52
80,77,0.25,34,43,54
80,77,0.85,26,8,54
80,77,0.9,24,3,54
80,78,0.25,34,46,53
80,78,0.85,22,6,53
