"confidence_threshold","TP","FP","TN","FN","TPR","FPR","recall","precision","F_score1","F_score2","F_score3"
0.1,305,1040,29799,529,0.365707434052758,0.0337235318914362,0.365707434052758,0.226765799256506,0.279944928866453,0.231949539232352,0.227622031418564
0.11,301,948,29889,535,0.360047846889952,0.0307422901060414,0.360047846889952,0.240992794235388,0.288729016786571,0.245773294908742,0.241784373608195
0.12,294,882,29955,542,0.351674641148325,0.0286020040860006,0.351674641148325,0.25,0.292246520874752,0.254325259515571,0.250717687189706
0.13,283,820,30018,552,0.338922155688623,0.0265905700758804,0.338922155688623,0.256572982774252,0.292053663570691,0.260293242438998,0.257191703783686
0.14,278,759,30077,559,0.332138590203106,0.0246140874302763,0.332138590203106,0.26808100289296,0.296691568836713,0.271157266624591,0.268593894984551
0.15,273,703,30131,566,0.3253873659118,0.0227995070376857,0.3253873659118,0.279713114754098,0.300826446280992,0.2820419325433,0.280102398439643
0.16,267,657,30177,572,0.31823599523242,0.0213076474022183,0.31823599523242,0.288961038961039,0.302892796369824,0.290533188248096,0.289224466156866
0.17,265,611,30221,576,0.315101070154578,0.0198170731707317,0.315101070154578,0.302511415525114,0.308677926616191,0.303224069462206,0.302631132619486
0.18,259,563,30268,583,0.307600950118765,0.0182608413609679,0.307600950118765,0.315085158150852,0.311298076923077,0.314634843504359,0.315009272416368
0.19,254,516,30315,588,0.30166270783848,0.0167364016736402,0.30166270783848,0.32987012987013,0.315136476426799,0.328065643519222,0.3295650163151
0.2,248,481,30351,593,0.294887039239001,0.0156006746237675,0.294887039239001,0.340192043895748,0.315923566878981,0.337145141943223,0.339675350212229
0.21,242,457,30375,599,0.287752675386445,0.014822262584328,0.287752675386445,0.34620886981402,0.314285714285714,0.342120582120582,0.345513916964702
0.22,238,434,30396,605,0.28232502965599,0.0140771975348686,0.28232502965599,0.354166666666667,0.314191419141914,0.348943510133678,0.353276604500096
0.23,234,412,30417,610,0.277251184834123,0.013364040351617,0.277251184834123,0.362229102167183,0.314093959731544,0.355813953488372,0.361133182568303
0.24,232,387,30440,614,0.274231678486998,0.0125539299964317,0.274231678486998,0.374798061389338,0.316723549488055,0.366883720930233,0.373442131769356
0.25,228,366,30461,618,0.269503546099291,0.0118727089888734,0.269503546099291,0.383838383838384,0.316666666666667,0.374492753623188,0.38223284533413
0.26,226,350,30478,619,0.267455621301775,0.0113533151680291,0.267455621301775,0.392361111111111,0.318085855031668,0.381870589404632,0.390555222859098
0.27,221,329,30498,625,0.261229314420804,0.0106724624517468,0.261229314420804,0.401818181818182,0.316618911174785,0.389487870619946,0.399688428893744
0.28,218,316,30511,628,0.257683215130024,0.0102507542089727,0.257683215130024,0.408239700374532,0.315942028985507,0.394675186368477,0.405891678649117
0.29,216,304,30523,630,0.25531914893617,0.00986148506179648,0.25531914893617,0.415384615384615,0.316251830161054,0.400610953523893,0.412822162509935
0.3,213,295,30531,634,0.251475796930342,0.00956984363848699,0.251475796930342,0.419291338582677,0.314391143911439,0.403454038997214,0.416539198791798
0.31,209,279,30547,638,0.246753246753247,0.0090508012716538,0.246753246753247,0.42827868852459,0.31310861423221,0.4105141536684,0.425181783390739
0.32,208,269,30556,640,0.245283018867925,0.00872668288726683,0.245283018867925,0.436058700209644,0.313962264150943,0.416981132075472,0.432726373897998
0.33,206,259,30566,642,0.242924528301887,0.00840227088402271,0.242924528301887,0.443010752688172,0.313785224676314,0.42253861003861,0.43942721973473
0.34,205,246,30578,644,0.241460541813899,0.0079807941863483,0.241460541813899,0.454545454545455,0.315384615384615,0.432114073155611,0.450608283096477
0.35,202,238,30586,647,0.237926972909305,0.00772125616402803,0.237926972909305,0.459090909090909,0.313421256788208,0.435289643807834,0.454904234208121
