"confidence_threshold","TP","FP","TN","FN","TPR","FPR","recall","precision","F_score1","F_score2","F_score3"
0.36,199,225,30598,651,0.234117647058824,0.00729974369788794,0.234117647058824,0.469339622641509,0.312401883830455,0.443149069950223,0.46471676300578
0.37,197,222,30601,653,0.231764705882353,0.0072024137819161,0.231764705882353,0.470167064439141,0.310480693459417,0.443341276145089,0.465426900584795
0.38,196,210,30613,654,0.230588235294118,0.00681309411802874,0.230588235294118,0.482758620689655,0.312101910828026,0.453580179689627,0.477587454764777
0.39,193,192,30629,659,0.226525821596244,0.00622951883456085,0.226525821596244,0.501298701298701,0.312045270816491,0.467912150598973,0.495349664565969
0.4,191,189,30632,661,0.224178403755869,0.00613218260277084,0.224178403755869,0.502631578947368,0.310064935064935,0.468407386035776,0.496525275404098
0.41,188,181,30640,664,0.220657276995305,0.00587261931799747,0.220657276995305,0.509485094850949,0.307944307944308,0.473060982830077,0.502966730239457
0.42,185,175,30646,667,0.217136150234742,0.00567794685441744,0.217136150234742,0.513888888888889,0.305280528052805,0.475650332728373,0.507028112449799
0.43,184,168,30653,668,0.215962441314554,0.00545082898024074,0.215962441314554,0.522727272727273,0.305647840531561,0.482418260333128,0.515477643403972
0.44,184,162,30659,668,0.215962441314554,0.00525615651666072,0.215962441314554,0.531791907514451,0.307178631051753,0.489668127739512,0.524201737560645
0.45,182,152,30668,671,0.213364595545135,0.00493186242699546,0.213364595545135,0.544910179640719,0.306655433866891,0.499273842181701,0.536653723761422
0.46,178,143,30676,676,0.208430913348946,0.00463999480839742,0.208430913348946,0.554517133956386,0.302978723404255,0.505175292153589,0.545548340110457
0.47,178,131,30688,676,0.208430913348946,0.00425062461468575,0.208430913348946,0.576051779935275,0.306104901117799,0.521904104863746,0.566164892611954
0.48,176,124,30695,678,0.206088992974239,0.00402349200168727,0.206088992974239,0.586666666666667,0.305025996533795,0.529182879377432,0.576132754262008
0.49,173,120,30698,682,0.20233918128655,0.00389382828217276,0.20233918128655,0.590443686006826,0.301393728222996,0.530579108785856,0.579439562261648
0.5,172,115,30703,683,0.201169590643275,0.00373158543708222,0.201169590643275,0.599303135888502,0.30122591943958,0.536809252799706,0.587785484689562
0.51,171,112,30706,684,0.2,0.00363423973002791,0.2,0.604240282685512,0.300527240773286,0.54003343860301,0.592385525638827
0.52,169,106,30713,685,0.197892271662763,0.00343943671111976,0.197892271662763,0.614545454545455,0.299379982285208,0.546821469356681,0.601996191013614
0.53,165,100,30718,690,0.192982456140351,0.00324485690181063,0.192982456140351,0.622641509433962,0.294642857142857,0.55053974484789,0.609212209833668
0.54,163,95,30723,692,0.190643274853801,0.0030826140567201,0.190643274853801,0.631782945736434,0.292902066486972,0.556090708408589,0.617632714312512
0.55,161,89,30729,694,0.188304093567251,0.00288792264261146,0.188304093567251,0.644,0.291402714932127,0.563748712667353,0.628930574356991
0.56,161,86,30732,694,0.188304093567251,0.00279057693555714,0.188304093567251,0.651821862348178,0.292196007259528,0.569377990430622,0.636313832909411
0.57,160,85,30733,695,0.187134502923977,0.00275812836653904,0.187134502923977,0.653061224489796,0.290909090909091,0.569633507853403,0.637349635180438
0.58,158,83,30735,697,0.184795321637427,0.00269323122850282,0.184795321637427,0.655601659751037,0.288321167883212,0.570154956484823,0.639471047886195
0.59,155,78,30740,700,0.181286549707602,0.00253098838341229,0.181286549707602,0.665236051502146,0.284926470588235,0.574950905520402,0.648105982198303
0.6,154,74,30743,702,0.179906542056075,0.00240127202518091,0.179906542056075,0.675438596491228,0.284132841328413,0.581261101243339,0.65750760906324
0.61,154,70,30747,702,0.179906542056075,0.00227147353733329,0.179906542056075,0.6875,0.285185185185185,0.58963963963964,0.668816649466804
0.62,153,66,30751,703,0.178738317757009,0.00214167504948567,0.178738317757009,0.698630136986301,0.284651162790698,0.596559633027523,0.679073650905256
0.63,152,63,30755,703,0.177777777777778,0.0020442598481407,0.177777777777778,0.706976744186047,0.28411214953271,0.60162980209546,0.686736747931112
0.64,148,62,30756,707,0.173099415204678,0.00201181127912259,0.173099415204678,0.704761904761905,0.277934272300469,0.596915776986951,0.683962479981698
0.65,143,59,30759,712,0.167251461988304,0.00191446557206827,0.167251461988304,0.707920792079208,0.270577105014191,0.594812821140201,0.685965328900499
0.66,140,57,30760,716,0.163551401869159,0.00184962845182854,0.163551401869159,0.710659898477157,0.265906932573599,0.593812375249501,0.687877018875268
0.67,138,57,30761,717,0.16140350877193,0.00184956843403206,0.16140350877193,0.707692307692308,0.262857142857143,0.590188679245283,0.684745762711864
0.68,136,53,30765,719,0.15906432748538,0.00171977415795963,0.15906432748538,0.71957671957672,0.260536398467433,0.596029904614591,0.695317641103518
0.69,131,47,30771,724,0.153216374269006,0.001525082743851,0.153216374269006,0.735955056179775,0.253630203291384,0.601404266810694,0.709246850710265
0.7,129,45,30773,726,0.150877192982456,0.00146018560581478,0.150877192982456,0.741379310344828,0.250728862973761,0.602638087386645,0.713722267871816
0.71,125,44,30774,730,0.146198830409357,0.00142773703679668,0.146198830409357,0.739644970414201,0.244140625,0.597077830851363,0.711067304984511
0.72,124,43,30775,731,0.145029239766082,0.00139528846777857,0.145029239766082,0.74251497005988,0.2426614481409,0.597675077969946,0.713414981486756
0.73,123,42,30776,732,0.143859649122807,0.00136283989876046,0.143859649122807,0.745454545454545,0.241176470588235,0.598283261802575,0.715816767502161
0.74,121,38,30780,734,0.141520467836257,0.00123304562268804,0.141520467836257,0.761006289308176,0.238658777120316,0.605177993527508,0.729394210683378
0.75,120,37,30781,735,0.140350877192982,0.00120059705366993,0.140350877192982,0.764331210191083,0.237154150197628,0.605880605880606,0.732105104198128
0.76,119,34,30784,736,0.139181286549708,0.00110325134661561,0.139181286549708,0.777777777777778,0.236111111111111,0.612473508931275,0.743980191891055
0.77,116,33,30784,740,0.135514018691589,0.00107083752474284,0.135514018691589,0.778523489932886,0.230845771144279,0.608641975308642,0.743589743589744
0.78,116,31,30786,740,0.135514018691589,0.00100593828081903,0.135514018691589,0.789115646258503,0.231306081754736,0.614713216957606,0.753149910002571
0.79,115,29,30788,741,0.134345794392523,0.00094103903689522,0.134345794392523,0.798611111111111,0.23,0.618670886075949,0.761339800734137
0.8,111,29,30788,745,0.129672897196262,0.00094103903689522,0.129672897196262,0.792857142857143,0.22289156626506,0.609496124031008,0.754644588045234
0.81,111,27,30789,746,0.129521586931155,0.000876168224299065,0.129521586931155,0.804347826086957,0.223115577889447,0.615660685154976,0.764890496008733
0.82,108,26,30790,749,0.126021003500583,0.000843717549325026,0.126021003500583,0.805970149253731,0.217961654894046,0.611796067977341,0.76509784667181
0.83,105,25,30791,752,0.122520420070012,0.000811266874350987,0.122520420070012,0.807692307692308,0.212765957446809,0.607763023493361,0.765317168218229
0.84,104,24,30792,753,0.121353558926488,0.000778816199376947,0.121353558926488,0.8125,0.211167512690355,0.608605851979346,0.76912938419858
0.85,104,23,30793,753,0.121353558926488,0.000746365524402908,0.121353558926488,0.818897637795276,0.211382113821138,0.611976462443752,0.774802684959799
0.86,99,23,30794,757,0.115654205607477,0.000746341305123795,0.115654205607477,0.811475409836066,0.202453987730061,0.599358974358974,0.765854779411765
0.87,94,19,30798,762,0.10981308411215,0.000616542817276179,0.10981308411215,0.831858407079646,0.194014447884417,0.59984984984985,0.781013491280026
0.88,89,17,30800,767,0.103971962616822,0.00055164357335237,0.103971962616822,0.839622641509434,0.185031185031185,0.592868338557994,0.784654329608939
0.89,89,15,30802,767,0.103971962616822,0.000486744329428562,0.103971962616822,0.855769230769231,0.185416666666667,0.600396825396825,0.798596304193319
0.9,86,12,30805,770,0.100467289719626,0.00038939546354285,0.100467289719626,0.877551020408163,0.180293501048218,0.603135313531353,0.815127627627628
0.91,84,12,30805,772,0.0981308411214953,0.00038939546354285,0.0981308411214953,0.875,0.176470588235294,0.596989966555184,0.811400153022188
0.92,81,13,30805,774,0.0947368421052632,0.000421831397235382,0.0947368421052632,0.861702127659574,0.170706006322445,0.58372191606613,0.797757191613847
0.93,76,13,30805,779,0.0888888888888889,0.000421831397235382,0.0888888888888889,0.853932584269663,0.161016949152542,0.566915313734094,0.786878523833931
0.94,73,10,30807,783,0.0852803738317757,0.000324496219619041,0.0852803738317757,0.879518072289157,0.155484558040469,0.568223443223443,0.805264307557885
0.95,69,8,30809,787,0.080607476635514,0.000259596975695233,0.080607476635514,0.896103896103896,0.147909967845659,0.561781609195402,0.814516129032258
0.96,61,7,30809,796,0.0711785297549592,0.000227154724818276,0.0711785297549592,0.897058823529412,0.131891891891892,0.533161953727506,0.804623220582474
0.97,49,5,30810,809,0.0571095571095571,0.000162258640272595,0.0571095571095571,0.907407407407407,0.107456140350877,0.483739837398374,0.79082774049217
0.98,44,4,30811,814,0.0512820512820513,0.000129806912218076,0.0512820512820513,0.916666666666667,0.0971302428256071,0.460024600246002,0.785436550017674
0.99,28,2,30813,830,0.0326340326340326,6.49034561090378e-05,0.0326340326340326,0.933333333333333,0.0630630630630631,0.355754857997011,0.733022291342665
