"confidence_threshold","TP","FP","TN","FN","TPR","FPR","recall","precision","F_score1","F_score2","F_score3"
0.1,369,448,38274,683,0.350760456273764,0.0115696503279789,0.350760456273764,0.451652386780906,0.394863563402889,0.444137638062872,0.450369779582367
0.11,364,398,38323,689,0.345679012345679,0.0102786601585703,0.345679012345679,0.477690288713911,0.401101928374656,0.46719516798792,0.475890903913117
0.12,356,351,38368,699,0.337440758293839,0.00906531676954467,0.337440758293839,0.503536067892503,0.404086265607264,0.489366863426862,0.501094000418089
0.13,341,307,38410,716,0.322611163670766,0.00792933336777126,0.322611163670766,0.526234567901235,0.4,0.507396061269146,0.522966427259061
0.14,334,258,38456,726,0.315094339622641,0.00666425582476623,0.315094339622641,0.564189189189189,0.404358353510896,0.539118875807064,0.559807500829738
0.15,327,228,38483,736,0.307619943555974,0.00588979876520886,0.307619943555974,0.589189189189189,0.404202719406675,0.559086794729961,0.583897600905185
0.16,319,210,38501,744,0.300094073377234,0.00542481465216605,0.300094073377234,0.603024574669187,0.400753768844221,0.569224309856198,0.597057242925708
0.17,313,200,38510,751,0.294172932330827,0.0051666236114699,0.294172932330827,0.610136452241715,0.396956246036779,0.573878343399482,0.60371629363685
0.18,310,182,38526,756,0.290806754221388,0.00470187041438462,0.290806754221388,0.630081300813008,0.397946084724005,0.589617364063549,0.622886245175666
0.19,305,165,38541,763,0.285580524344569,0.00426290497597272,0.285580524344569,0.648936170212766,0.396618985695709,0.603749417792268,0.640862944162437
0.2,299,154,38552,769,0.279962546816479,0.00397871131090787,0.279962546816479,0.660044150110375,0.393162393162393,0.611231361231361,0.651289682539683
0.21,294,140,38565,775,0.275023386342376,0.00361710373336778,0.275023386342376,0.67741935483871,0.391217564870259,0.623736428304006,0.667746070296161
0.22,287,130,38574,783,0.268224299065421,0.00335882596114097,0.268224299065421,0.688249400479616,0.386012104909213,0.630198915009042,0.677741407528642
0.23,283,120,38584,787,0.264485981308411,0.00310045473336089,0.264485981308411,0.702233250620347,0.384249830278344,0.639930832668263,0.690911288373217
0.24,279,116,38588,791,0.260747663551402,0.00299710624224886,0.260747663551402,0.706329113924051,0.380887372013652,0.641813261163735,0.694577273847671
0.25,271,105,38599,799,0.253271028037383,0.00271289789169078,0.253271028037383,0.720744680851064,0.374827109266943,0.650155235675981,0.707809671580036
0.26,269,101,38603,801,0.251401869158879,0.00260954940057875,0.251401869158879,0.727027027027027,0.373611111111111,0.654220314735336,0.713659049120042
