"recording_id","species","code_n_ind","total_time","total_time_detected","BirdNET_confidence","proportion_of_time_detected"
"1","Luscinia megarhynchos","1",9.548714,1.381426,0.03488,0.144671418580554
"1","Luscinia megarhynchos","4",13.196727,0,0,0
"1","Strix aluco","1",5.14420200000001,8.65540799999999,0.3704,1.68255601160296
"10","Fringilla coelebs","1",0.420277999999996,0,0,0
"10","Oriolus oriolus","1",0.327817,0,0,0
"10","Picus viridis","1",2.77383600000001,7.93223700000003,0.916975,2.85966329660442
"10","Picus viridis","4",1.470973,4.204947,0.951370833333333,2.85861603170147
"10","Saxicola rubicola","1",0.975044999999998,2.58947299999999,0.6837,2.6557471706434
"10","Saxicola rubicola","4",27.528204,62.313282,0.452926357142857,2.26361596274134
"10","Sylvia atricapilla","4",14.028878,0,0,0
"10","Turdus merula","1",2.034145,0,0,0
"10","Turdus philomelos","1",5.581291,1.821167,0.1373,0.326298521256104
"10","Turdus philomelos","4",9.851315,0,0,0
"101","Certhia brachydactyla","1",1.445756,0,0,0
"101","Cisticola juncidis","1",7.53138,10.643379,0.624983333333333,1.4132043529871
"101","Columba palumbus","1",4.782763,0,0,0
"101","Corvus corone","1",2.916729,0,0,0
"101","Curruca communis","1",4.900441,3.253847,0.097488888888889,0.663990649004855
"101","Curruca communis","4",27.158359,46.909141,0.496154613095238,1.72724504451834
"101","Emberiza cirlus","1",2.925136,3.055665,0.206525,1.04462322435606
"101","Emberiza cirlus","4",1.672706,1.005006,0.1895,0.600826445292837
"101","Oriolus oriolus","4",0.655633999999999,0,0,0
"101","Streptopelia turtur","4",30.932457,44.038816,0.4051,1.42370895399612
"101","Sylvia atricapilla","1",2.462829,0,0,0
"101","Sylvia atricapilla","2",3.933802,2.996115,0.1619,0.76163340198617
"101","Sylvia atricapilla","4",18.626721,3,0.03216,0.161058943224629
"101","Turdus merula","1",1.15156200000001,0,0,0
"102","Curruca communis","1",4.37089,4.671435,0.28185,1.06876059566816
"102","Sylvia atricapilla","1",7.119509,0,0,0
"102","Sylvia atricapilla","4",30.318851,13.744023,0.182725,0.453316090375588
"102","Turdus merula","1",3.286573,0,0,0
"104","Hirundo rustica","1",4.135535,2.381949,0.2395,0.575971186315676
"104","Streptopelia decaocto","1",16.46649,0,0,0
"104","Troglodytes troglodytes","1",27.477772,0,0,0
"104","Troglodytes troglodytes","4",7.245592,0,0,0
"105","Oriolus oriolus","1",1.25242799999999,0,0,0
"105","Turdus merula","1",4.043074,0,0,0
"106","Luscinia megarhynchos","1",9.405821,12.535826,0.52939375,1.33277318375504
"106","Luscinia megarhynchos","2",22.99761,40.917477,0.628747222222222,1.77920562180157
"107","Corvus corone","1",5.278691,0,0,0
"107","Luscinia megarhynchos","4",22.829497,27.553944,0.4070875,1.20694485734837
"107","Passer domesticus","1",6.69923,0,0,0
"107","Passer domesticus","4",17.088502,0,0,0
"107","Sylvia atricapilla","1",4.723924,0,0,0
"107","Sylvia atricapilla","4",26.679244,0,0,0
"107","Turdus merula","4",1.874439,0,0,0
"108","Luscinia megarhynchos","1",14.793784,1.319673,0.04164,0.0892045605100088
"108","Luscinia megarhynchos","2",1.050695,0,0,0
"108","Prunella modularis","1",1.966901,1.884489,0.7087,0.958100585642084
"108","Prunella modularis","4",4.30364600000001,7.09459,0.586541666666667,1.64850687068592
"108","Sylvia atricapilla","1",15.441013,5.942544,0.108933333333333,0.384854542898189
"108","Sylvia atricapilla","4",2.261095,2.207449,0.209,0.976274327261791
"109","Luscinia megarhynchos","1",23.16572,0,0,0
"109","Otus scops","1",57.678945,0,0,0
"11","Luscinia megarhynchos","1",26.998655,23.620814,0.378867857142857,0.874888545373834
"11","Luscinia megarhynchos","2",4.093507,6.39211,0.4312,1.56152414054746
"11","Otus scops","1",2.57210000000001,0,0,0
"110","Certhia brachydactyla","4",2.227473,4.1513,0.7805,1.86368140040306
"110","Corvus corone","1",9.18727599999999,0,0,0
"110","Corvus corone","4",5.203041,4.18697700000001,0.082975,0.80471727976005
"110","Coturnix coturnix","4",3.916989,0,0,0
"110","Emberiza citrinella","4",7.237186,1.593881,0.18045,0.22023490898258
"110","Fringilla coelebs","4",12.415009,4.179393,0.08468,0.336640352012632
"110","Hippolais polyglotta","4",38.295728,77.611329,0.464845952380952,2.02663150834996
"110","Luscinia megarhynchos","1",0.344628,0,0,0
"110","Luscinia megarhynchos","4",1.756762,1.556859,0.3563,0.886209401159634
"110","Phylloscopus collybita","4",12.826883,3,0.05566,0.233883789226112
"110","Sylvia atricapilla","1",1.832411,0,0,0
"110","Sylvia atricapilla","4",13.146294,3.872347,0.07852,0.294558070890549
"110","Turdus merula","1",2.664561,0,0,0
"110","Turdus merula","4",3.723663,0,0,0
"111","Fringilla coelebs","4",5.951136,0,0,0
"111","Parus major","1",6.060408,6,0.1664,0.990032354257337
"111","Parus major","4",27.553422,23.56534,0.211492857142857,0.855260010898102
"111","Sylvia atricapilla","1",7.556598,0,0,0
"111","Sylvia atricapilla","4",2.941945,4.16075099999999,0.2258125,1.41428578712382
