Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	0	3.0	150	15000	woolar1	Wood Lark	0.1501
2	Spectrogram 1	1	0	3.0	150	15000	blackc1	Eurasian Blackcap	0.1130
3	Spectrogram 1	1	3.0	6.0	150	15000	comnig1	Common Nightingale	0.3688
4	Spectrogram 1	1	15.0	18.0	150	15000	comnig1	Common Nightingale	0.5565
5	Spectrogram 1	1	21.0	24.0	150	15000	comnig1	Common Nightingale	0.5168
6	Spectrogram 1	1	21.0	24.0	150	15000	comred2	Common Redstart	0.1352
7	Spectrogram 1	1	21.0	24.0	150	15000	garwar1	Garden Warbler	0.1131
8	Spectrogram 1	1	27.0	30.0	150	15000	grrwar1	Great Reed Warbler	0.2707
9	Spectrogram 1	1	27.0	30.0	150	15000	comnig1	Common Nightingale	0.2235
10	Spectrogram 1	1	27.0	30.0	150	15000	eurwar1	Eurasian Reed Warbler	0.1135
11	Spectrogram 1	1	33.0	36.0	150	15000	comnig1	Common Nightingale	0.7270
12	Spectrogram 1	1	33.0	36.0	150	15000	comred2	Common Redstart	0.1178
13	Spectrogram 1	1	45.0	48.0	150	15000	comqua1	Common Quail	0.1552
14	Spectrogram 1	1	48.0	51.0	150	15000	comnig1	Common Nightingale	0.2387
15	Spectrogram 1	1	48.0	51.0	150	15000	comqua1	Common Quail	0.1155
16	Spectrogram 1	1	51.0	54.0	150	15000	comnig1	Common Nightingale	0.2943
