Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	7.0	10.0	150	15000	trepip	Tree Pipit	0.9571
2	Spectrogram 1	1	7.0	10.0	150	15000	comcha	Common Chaffinch	0.1006
3	Spectrogram 1	1	8.0	11.0	150	15000	trepip	Tree Pipit	0.9931
4	Spectrogram 1	1	9.0	12.0	150	15000	trepip	Tree Pipit	0.9988
5	Spectrogram 1	1	10.0	13.0	150	15000	trepip	Tree Pipit	1.0000
6	Spectrogram 1	1	11.0	14.0	150	15000	trepip	Tree Pipit	1.0000
7	Spectrogram 1	1	17.0	20.0	150	15000	trepip	Tree Pipit	0.9957
8	Spectrogram 1	1	18.0	21.0	150	15000	trepip	Tree Pipit	0.9978
9	Spectrogram 1	1	19.0	22.0	150	15000	trepip	Tree Pipit	0.9998
10	Spectrogram 1	1	20.0	23.0	150	15000	trepip	Tree Pipit	1.0000
11	Spectrogram 1	1	21.0	24.0	150	15000	trepip	Tree Pipit	0.9999
12	Spectrogram 1	1	22.0	25.0	150	15000	trepip	Tree Pipit	0.9954
13	Spectrogram 1	1	23.0	26.0	150	15000	dunnoc1	Dunnock	0.8712
14	Spectrogram 1	1	29.0	32.0	150	15000	trepip	Tree Pipit	0.4340
15	Spectrogram 1	1	30.0	33.0	150	15000	trepip	Tree Pipit	0.4115
16	Spectrogram 1	1	31.0	34.0	150	15000	trepip	Tree Pipit	0.7749
17	Spectrogram 1	1	32.0	35.0	150	15000	trepip	Tree Pipit	0.9043
18	Spectrogram 1	1	33.0	36.0	150	15000	trepip	Tree Pipit	0.8267
19	Spectrogram 1	1	34.0	37.0	150	15000	trepip	Tree Pipit	0.4189
20	Spectrogram 1	1	38.0	41.0	150	15000	dunnoc1	Dunnock	0.6366
21	Spectrogram 1	1	39.0	42.0	150	15000	dunnoc1	Dunnock	0.5746
22	Spectrogram 1	1	40.0	43.0	150	15000	trepip	Tree Pipit	0.9495
23	Spectrogram 1	1	41.0	44.0	150	15000	trepip	Tree Pipit	0.9961
24	Spectrogram 1	1	42.0	45.0	150	15000	trepip	Tree Pipit	0.9912
25	Spectrogram 1	1	43.0	46.0	150	15000	trepip	Tree Pipit	0.9997
26	Spectrogram 1	1	44.0	47.0	150	15000	trepip	Tree Pipit	0.9166
27	Spectrogram 1	1	46.0	49.0	150	15000	dunnoc1	Dunnock	0.3253
28	Spectrogram 1	1	47.0	50.0	150	15000	dunnoc1	Dunnock	0.5113
29	Spectrogram 1	1	48.0	51.0	150	15000	dunnoc1	Dunnock	0.7369
30	Spectrogram 1	1	49.0	52.0	150	15000	dunnoc1	Dunnock	0.6945
31	Spectrogram 1	1	50.0	53.0	150	15000	dunnoc1	Dunnock	0.8895
32	Spectrogram 1	1	52.0	55.0	150	15000	trepip	Tree Pipit	0.9971
33	Spectrogram 1	1	53.0	56.0	150	15000	trepip	Tree Pipit	0.9992
34	Spectrogram 1	1	54.0	57.0	150	15000	trepip	Tree Pipit	0.9997
35	Spectrogram 1	1	55.0	58.0	150	15000	trepip	Tree Pipit	0.9369
36	Spectrogram 1	1	56.0	59.0	150	15000	trepip	Tree Pipit	0.8483
37	Spectrogram 1	1	57.0	60.0	150	15000	trepip	Tree Pipit	0.1096
38	Spectrogram 1	1	58.0	61.0	150	15000	dunnoc1	Dunnock	0.1030
