Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	0	3.0	150	15000	eurbla	Eurasian Blackbird	0.1399
2	Spectrogram 1	1	0	3.0	150	15000	litowl1	Little Owl	0.1140
3	Spectrogram 1	1	3.0	6.0	150	15000	blackc1	Eurasian Blackcap	0.3107
4	Spectrogram 1	1	3.0	6.0	150	15000	yellow2	Yellowhammer	0.1021
5	Spectrogram 1	1	9.0	12.0	150	15000	blackc1	Eurasian Blackcap	0.2631
6	Spectrogram 1	1	9.0	12.0	150	15000	grewhi1	Greater Whitethroat	0.1750
7	Spectrogram 1	1	9.0	12.0	150	15000	grcgre1	Great Crested Grebe	0.1142
8	Spectrogram 1	1	12.0	15.0	150	15000	litowl1	Little Owl	0.2039
9	Spectrogram 1	1	18.0	21.0	150	15000	litgre1	Little Grebe	0.1756
10	Spectrogram 1	1	18.0	21.0	150	15000	blakit1	Black Kite	0.1116
11	Spectrogram 1	1	27.0	30.0	150	15000	litowl1	Little Owl	0.2224
12	Spectrogram 1	1	27.0	30.0	150	15000	lirplo	Little Ringed Plover	0.1377
13	Spectrogram 1	1	27.0	30.0	150	15000	blackc1	Eurasian Blackcap	0.1229
14	Spectrogram 1	1	27.0	30.0	150	15000	trepip	Tree Pipit	0.1146
15	Spectrogram 1	1	27.0	30.0	150	15000	crelar2	Crested Lark	0.1094
16	Spectrogram 1	1	30.0	33.0	150	15000	blackc1	Eurasian Blackcap	0.2154
17	Spectrogram 1	1	30.0	33.0	150	15000	wlwwar	Willow Warbler	0.1102
18	Spectrogram 1	1	33.0	36.0	150	15000	corbun1	Corn Bunting	0.1137
19	Spectrogram 1	1	45.0	48.0	150	15000	blakit1	Black Kite	0.4153
20	Spectrogram 1	1	51.0	54.0	150	15000	eutspa	Eurasian Tree Sparrow	0.1648
21	Spectrogram 1	1	54.0	57.0	150	15000	eutspa	Eurasian Tree Sparrow	0.3651
22	Spectrogram 1	1	54.0	57.0	150	15000	houspa	House Sparrow	0.1243
23	Spectrogram 1	1	54.0	57.0	150	15000	eursis	Eurasian Siskin	0.1082
24	Spectrogram 1	1	57.0	60.0	150	15000	eutspa	Eurasian Tree Sparrow	0.1616
