Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	3.0	6.0	150	15000	yellow2	Yellowhammer	0.1497
2	Spectrogram 1	1	3.0	6.0	150	15000	cirbun1	Cirl Bunting	0.1255
3	Spectrogram 1	1	3.0	6.0	150	15000	winwre4	Eurasian Wren	0.1214
4	Spectrogram 1	1	3.0	6.0	150	15000	reebun	Reed Bunting	0.1103
5	Spectrogram 1	1	3.0	6.0	150	15000	relpar1	Red-legged Partridge	0.1086
6	Spectrogram 1	1	18.0	21.0	150	15000	woolar1	Wood Lark	0.1513
7	Spectrogram 1	1	18.0	21.0	150	15000	eugori2	Eurasian Golden Oriole	0.1204
8	Spectrogram 1	1	18.0	21.0	150	15000	reebun	Reed Bunting	0.1005
9	Spectrogram 1	1	21.0	24.0	150	15000	cirbun1	Cirl Bunting	0.2041
10	Spectrogram 1	1	21.0	24.0	150	15000	woolar1	Wood Lark	0.1781
11	Spectrogram 1	1	21.0	24.0	150	15000	grewhi1	Greater Whitethroat	0.1633
12	Spectrogram 1	1	21.0	24.0	150	15000	melwar1	Melodious Warbler	0.1481
13	Spectrogram 1	1	21.0	24.0	150	15000	eugwoo2	Eurasian Green Woodpecker	0.1391
14	Spectrogram 1	1	21.0	24.0	150	15000	rocbun1	Rock Bunting	0.1170
15	Spectrogram 1	1	21.0	24.0	150	15000	webwar1	Western Bonelli's Warbler	0.1146
16	Spectrogram 1	1	21.0	24.0	150	15000	comqua1	Common Quail	0.1062
17	Spectrogram 1	1	21.0	24.0	150	15000	yellow2	Yellowhammer	0.1051
18	Spectrogram 1	1	21.0	24.0	150	15000	eugori2	Eurasian Golden Oriole	0.1024
19	Spectrogram 1	1	24.0	27.0	150	15000	comcuc	Common Cuckoo	0.2128
20	Spectrogram 1	1	24.0	27.0	150	15000	rocbun1	Rock Bunting	0.1882
21	Spectrogram 1	1	24.0	27.0	150	15000	hoopoe	Eurasian Hoopoe	0.1192
22	Spectrogram 1	1	24.0	27.0	150	15000	grrwar1	Great Reed Warbler	0.1177
23	Spectrogram 1	1	24.0	27.0	150	15000	grewhi1	Greater Whitethroat	0.1127
24	Spectrogram 1	1	24.0	27.0	150	15000	webwar1	Western Bonelli's Warbler	0.1055
25	Spectrogram 1	1	24.0	27.0	150	15000	reebun	Reed Bunting	0.1006
26	Spectrogram 1	1	27.0	30.0	150	15000	woolar1	Wood Lark	0.1889
27	Spectrogram 1	1	27.0	30.0	150	15000	cirbun1	Cirl Bunting	0.1703
28	Spectrogram 1	1	27.0	30.0	150	15000	eutdov	European Turtle-Dove	0.1411
29	Spectrogram 1	1	27.0	30.0	150	15000	eugori2	Eurasian Golden Oriole	0.1183
30	Spectrogram 1	1	27.0	30.0	150	15000	webwar1	Western Bonelli's Warbler	0.1144
31	Spectrogram 1	1	27.0	30.0	150	15000	melwar1	Melodious Warbler	0.1028
32	Spectrogram 1	1	30.0	33.0	150	15000	woolar1	Wood Lark	0.1641
33	Spectrogram 1	1	30.0	33.0	150	15000	grrwar1	Great Reed Warbler	0.1255
34	Spectrogram 1	1	33.0	36.0	150	15000	firecr1	Common Firecrest	0.1237
35	Spectrogram 1	1	33.0	36.0	150	15000	eugori2	Eurasian Golden Oriole	0.1115
36	Spectrogram 1	1	36.0	39.0	150	15000	comnig1	Common Nightingale	0.1661
37	Spectrogram 1	1	36.0	39.0	150	15000	eugori2	Eurasian Golden Oriole	0.1539
38	Spectrogram 1	1	36.0	39.0	150	15000	grewhi1	Greater Whitethroat	0.1483
39	Spectrogram 1	1	36.0	39.0	150	15000	blackc1	Eurasian Blackcap	0.1265
40	Spectrogram 1	1	36.0	39.0	150	15000	cirbun1	Cirl Bunting	0.1076
41	Spectrogram 1	1	39.0	42.0	150	15000	comnig1	Common Nightingale	0.1651
42	Spectrogram 1	1	39.0	42.0	150	15000	eugori2	Eurasian Golden Oriole	0.1112
43	Spectrogram 1	1	42.0	45.0	150	15000	comred2	Common Redstart	0.1916
44	Spectrogram 1	1	42.0	45.0	150	15000	eugori2	Eurasian Golden Oriole	0.1438
45	Spectrogram 1	1	42.0	45.0	150	15000	comchi1	Common Chiffchaff	0.1272
46	Spectrogram 1	1	42.0	45.0	150	15000	reebun	Reed Bunting	0.1171
47	Spectrogram 1	1	42.0	45.0	150	15000	trepip	Tree Pipit	0.1123
48	Spectrogram 1	1	42.0	45.0	150	15000	melwar1	Melodious Warbler	0.1057
49	Spectrogram 1	1	42.0	45.0	150	15000	webwar1	Western Bonelli's Warbler	0.1053
50	Spectrogram 1	1	42.0	45.0	150	15000	grewhi1	Greater Whitethroat	0.1018
51	Spectrogram 1	1	48.0	51.0	150	15000	comnig1	Common Nightingale	0.2507
52	Spectrogram 1	1	48.0	51.0	150	15000	comqua1	Common Quail	0.1737
53	Spectrogram 1	1	54.0	57.0	150	15000	yellow2	Yellowhammer	0.2367
54	Spectrogram 1	1	54.0	57.0	150	15000	trepip	Tree Pipit	0.1903
55	Spectrogram 1	1	54.0	57.0	150	15000	comcuc	Common Cuckoo	0.1333
56	Spectrogram 1	1	54.0	57.0	150	15000	winwre4	Eurasian Wren	0.1310
57	Spectrogram 1	1	54.0	57.0	150	15000	eugori2	Eurasian Golden Oriole	0.1242
58	Spectrogram 1	1	54.0	57.0	150	15000	eugwoo2	Eurasian Green Woodpecker	0.1235
59	Spectrogram 1	1	54.0	57.0	150	15000	grewhi1	Greater Whitethroat	0.1089
60	Spectrogram 1	1	54.0	57.0	150	15000	dunnoc1	Dunnock	0.1084
61	Spectrogram 1	1	54.0	57.0	150	15000	reebun	Reed Bunting	0.1032
