Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	0	3.0	150	15000	coatit2	Coal Tit	0.1597
2	Spectrogram 1	1	8.0	11.0	150	15000	trepip	Tree Pipit	0.5563
3	Spectrogram 1	1	10.0	13.0	150	15000	trepip	Tree Pipit	0.3715
4	Spectrogram 1	1	18.0	21.0	150	15000	trepip	Tree Pipit	0.9161
5	Spectrogram 1	1	20.0	23.0	150	15000	trepip	Tree Pipit	0.9353
6	Spectrogram 1	1	22.0	25.0	150	15000	trepip	Tree Pipit	0.8103
7	Spectrogram 1	1	24.0	27.0	150	15000	trepip	Tree Pipit	0.9534
8	Spectrogram 1	1	36.0	39.0	150	15000	trepip	Tree Pipit	0.4865
9	Spectrogram 1	1	38.0	41.0	150	15000	trepip	Tree Pipit	0.1164
10	Spectrogram 1	1	40.0	43.0	150	15000	trepip	Tree Pipit	0.1892
11	Spectrogram 1	1	40.0	43.0	150	15000	martit2	Marsh Tit	0.1301
12	Spectrogram 1	1	44.0	47.0	150	15000	trepip	Tree Pipit	0.1614
13	Spectrogram 1	1	44.0	47.0	150	15000	martit2	Marsh Tit	0.1506
14	Spectrogram 1	1	46.0	49.0	150	15000	martit2	Marsh Tit	0.4007
15	Spectrogram 1	1	46.0	49.0	150	15000	trepip	Tree Pipit	0.2206
16	Spectrogram 1	1	48.0	51.0	150	15000	martit2	Marsh Tit	0.4835
17	Spectrogram 1	1	54.0	57.0	150	15000	trepip	Tree Pipit	0.2559
