Turdus merula_Eurasian Blackbird
Columba palumbus_Common Wood-Pigeon
Apus apus_Common Swift
Hirundo rustica_Barn Swallow
Passer domesticus_House Sparrow
Delichon urbicum_Common House-Martin
Streptopelia decaocto_Eurasian Collared-Dove
Carduelis carduelis_European Goldfinch
Fringilla coelebs_Common Chaffinch
Pica pica_Eurasian Magpie
Sylvia atricapilla_Eurasian Blackcap
Parus major_Great Tit
Corvus corone_Carrion Crow
Phoenicurus ochruros_Black Redstart
Serinus serinus_European Serin
Columba livia_Rock Pigeon
Gyps fulvus_Eurasian Griffon
Garrulus glandarius_Eurasian Jay
Cyanistes caeruleus_Eurasian Blue Tit
Falco tinnunculus_Eurasian Kestrel
Motacilla alba_White Wagtail
Milvus migrans_Black Kite
Erithacus rubecula_European Robin
Buteo buteo_Common Buzzard
Chloris chloris_European Greenfinch
Emberiza cirlus_Cirl Bunting
Merops apiaster_European Bee-eater
Periparus ater_Coal Tit
Larus michahellis_Yellow-legged Gull
Anas platyrhynchos_Mallard
Oriolus oriolus_Eurasian Golden Oriole
Ptyonoprogne rupestris_Eurasian Crag-Martin
Ardea cinerea_Gray Heron
Linaria cannabina_Eurasian Linnet
Dendrocopos major_Great Spotted Woodpecker
Phylloscopus bonelli_Western Bonelli's Warbler
Certhia brachydactyla_Short-toed Treecreeper
Corvus corax_Common Raven
Aegithalos caudatus_Long-tailed Tit
Curruca melanocephala_Sardinian Warbler
Troglodytes troglodytes_Eurasian Wren
Lophophanes cristatus_Crested Tit
Upupa epops_Eurasian Hoopoe
Sitta europaea_Eurasian Nuthatch
Fulica atra_Eurasian Coot
Sturnus vulgaris_European Starling
Egretta garzetta_Little Egret
Gallinula chloropus_Eurasian Moorhen
Streptopelia turtur_European Turtle-Dove
Saxicola rubicola_European Stonechat
Chroicocephalus ridibundus_Black-headed Gull
Galerida cristata_Crested Lark
Picus viridis_Eurasian Green Woodpecker
Bubulcus ibis_Cattle Egret
Circaetus gallicus_Short-toed Snake-Eagle
Muscicapa striata_Spotted Flycatcher
Turdus viscivorus_Mistle Thrush
Hieraaetus pennatus_Booted Eagle
Himantopus himantopus_Black-winged Stilt
Cettia cetti_Cetti's Warbler
Regulus ignicapilla_Common Firecrest
Phalacrocorax carbo_Great Cormorant
Oenanthe oenanthe_Northern Wheatear
Lanius senator_Woodchat Shrike
Hippolais polyglotta_Melodious Warbler
Cisticola juncidis_Zitting Cisticola
Carduelis citrinella_Citril Finch
Lanius collurio_Red-backed Shrike
Luscinia megarhynchos_Common Nightingale
Motacilla cinerea_Gray Wagtail
Pyrrhocorax pyrrhocorax_Red-billed Chough
Pernis apivorus_European Honey-buzzard
Circus aeruginosus_Eurasian Marsh-Harrier
Milvus milvus_Red Kite
Lullula arborea_Wood Lark
Phylloscopus collybita_Common Chiffchaff
Picus sharpei_Iberian Green Woodpecker
Acrocephalus scirpaceus_Eurasian Reed Warbler
Petronia petronia_Rock Sparrow
Corvus monedula_Eurasian Jackdaw
Emberiza calandra_Corn Bunting
Actitis hypoleucos_Common Sandpiper
Tachybaptus ruficollis_Little Grebe
Sturnus unicolor_Spotless Starling
Alauda arvensis_Eurasian Skylark
Turdus philomelos_Song Thrush
Phoenicurus phoenicurus_Common Redstart
Alcedo atthis_Common Kingfisher
Ciconia ciconia_White Stork
Motacilla flava_Western Yellow Wagtail
Alectoris rufa_Red-legged Partridge
Passer montanus_Eurasian Tree Sparrow
Podiceps cristatus_Great Crested Grebe
Coturnix coturnix_Common Quail
Curruca communis_Greater Whitethroat
Cuculus canorus_Common Cuckoo
Charadrius dubius_Little Ringed Plover
Tringa ochropus_Green Sandpiper
Ardea purpurea_Purple Heron
Curruca iberiae_Western Subalpine Warbler
Sterna hirundo_Common Tern
Anthus trivialis_Tree Pipit
Emberiza cia_Rock Bunting
Apus melba_Alpine Swift
Cinclus cinclus_White-throated Dipper
Anthus campestris_Tawny Pipit
Falco subbuteo_Eurasian Hobby
Recurvirostra avosetta_Pied Avocet
Phoenicopterus roseus_Greater Flamingo
Aquila chrysaetos_Golden Eagle
Anthus spinoletta_Water Pipit
Prunella modularis_Dunnock
Vanellus vanellus_Northern Lapwing
Riparia riparia_Bank Swallow
Ardea alba_Great Egret
Tadorna tadorna_Common Shelduck
Aythya ferina_Common Pochard
Curruca undata_Dartford Warbler
Nycticorax nycticorax_Black-crowned Night-Heron
Ficedula hypoleuca_European Pied Flycatcher
Circus pygargus_Montagu's Harrier
Sylvia borin_Garden Warbler
Cecropis daurica_Red-rumped Swallow
Accipiter nisus_Eurasian Sparrowhawk
Plegadis falcinellus_Glossy Ibis
Netta rufina_Red-crested Pochard
Acrocephalus arundinaceus_Great Reed Warbler
Rallus aquaticus_Water Rail
Poecile palustris_Marsh Tit
Burhinus oedicnemus_Eurasian Thick-knee
Pyrrhula pyrrhula_Eurasian Bullfinch
Loxia curvirostra_Red Crossbill
Columba oenas_Stock Dove
Chlidonias niger_Black Tern
Passer italiae_Italian Sparrow
Platalea leucorodia_Eurasian Spoonbill
Emberiza citrinella_Yellowhammer
Ichthyaetus melanocephalus_Mediterranean Gull
Saxicola rubetra_Whinchat
Sternula albifrons_Little Tern
Mareca strepera_Gadwall
Coccothraustes coccothraustes_Hawfinch
Coracias garrulus_European Roller
Thalasseus sandvicensis_Sandwich Tern
Tringa totanus_Common Redshank
Athene noctua_Little Owl
Galerida theklae_Thekla's Lark
Pyrrhocorax graculus_Yellow-billed Chough
Charadrius alexandrinus_Kentish Plover
Tringa glareola_Wood Sandpiper
Lanius meridionalis_Iberian Gray Shrike
Spatula clypeata_Northern Shoveler
Melanocorypha calandra_Calandra Lark
Ichthyaetus audouinii_Audouin's Gull
Podiceps nigricollis_Eared Grebe
Tyto alba_Barn Owl
Numenius arquata_Eurasian Curlew
Emberiza schoeniclus_Reed Bunting
Strix aluco_Tawny Owl
Passer hispaniolensis_Spanish Sparrow
Charadrius hiaticula_Common Ringed Plover
Ardeola ralloides_Squacco Heron
Falco naumanni_Lesser Kestrel
Apus pallidus_Pallid Swift
Limosa limosa_Black-tailed Godwit
Chlidonias hybrida_Whiskered Tern
Phasianus colchicus_Ring-necked Pheasant
Psittacula krameri_Rose-ringed Parakeet
Tringa nebularia_Common Greenshank
Falco peregrinus_Peregrine Falcon
Calidris minuta_Little Stint
Ixobrychus minutus_Little Bittern
Regulus regulus_Goldcrest
Calidris alpina_Dunlin
Hydroprogne caspia_Caspian Tern
Morus bassanus_Northern Gannet
Porphyrio porphyrio_Western Swamphen
Phylloscopus trochilus_Willow Warbler
Monticola solitarius_Blue Rock-Thrush
Calidris ferruginea_Curlew Sandpiper
Hippolais icterina_Icterine Warbler
