Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	9.0	12.0	150	15000	eurgol	European Goldfinch	0.1152
2	Spectrogram 1	1	15.0	18.0	150	15000	stonec4	European Stonechat	0.3991
3	Spectrogram 1	1	24.0	27.0	150	15000	stonec4	European Stonechat	0.9302
4	Spectrogram 1	1	24.0	27.0	150	15000	dunnoc1	Dunnock	0.1568
5	Spectrogram 1	1	33.0	36.0	150	15000	eugwoo2	Eurasian Green Woodpecker	0.9969
6	Spectrogram 1	1	42.0	45.0	150	15000	eugwoo2	Eurasian Green Woodpecker	0.8238
7	Spectrogram 1	1	45.0	48.0	150	15000	eugwoo2	Eurasian Green Woodpecker	0.6281
8	Spectrogram 1	1	48.0	51.0	150	15000	eugwoo2	Eurasian Green Woodpecker	0.9157
9	Spectrogram 1	1	51.0	54.0	150	15000	eugwoo2	Eurasian Green Woodpecker	0.9913
10	Spectrogram 1	1	54.0	57.0	150	15000	eugwoo2	Eurasian Green Woodpecker	0.9998
