Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	24.0	27.0	150	15000	goleag	Golden Eagle	0.1141
2	Spectrogram 1	1	33.0	36.0	150	15000	shteag1	Short-toed Snake-Eagle	0.1077
3	Spectrogram 1	1	39.0	42.0	150	15000	goleag	Golden Eagle	0.1516
4	Spectrogram 1	1	41.0	44.0	150	15000	eurbul	Eurasian Bullfinch	0.1082
5	Spectrogram 1	1	45.0	48.0	150	15000	goleag	Golden Eagle	0.1806
6	Spectrogram 1	1	46.0	49.0	150	15000	goleag	Golden Eagle	0.1513
7	Spectrogram 1	1	47.0	50.0	150	15000	goleag	Golden Eagle	0.1168
8	Spectrogram 1	1	48.0	51.0	150	15000	goleag	Golden Eagle	0.1437
9	Spectrogram 1	1	59.0	62.0	150	15000	sonthr1	Song Thrush	0.1135
10	Spectrogram 1	1	59.0	62.0	150	15000	goldcr1	Goldcrest	0.1067
