Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	0	3.0	150	15000	brnowl	Barn Owl	0.1574
2	Spectrogram 1	1	3.0	6.0	150	15000	brnowl	Barn Owl	0.1810
3	Spectrogram 1	1	6.0	9.0	150	15000	brnowl	Barn Owl	0.1196
4	Spectrogram 1	1	9.0	12.0	150	15000	brnowl	Barn Owl	0.1902
5	Spectrogram 1	1	9.0	12.0	150	15000	litowl1	Little Owl	0.1350
6	Spectrogram 1	1	12.0	15.0	150	15000	brnowl	Barn Owl	0.1411
7	Spectrogram 1	1	15.0	18.0	150	15000	brnowl	Barn Owl	0.1731
8	Spectrogram 1	1	18.0	21.0	150	15000	brnowl	Barn Owl	0.1438
9	Spectrogram 1	1	21.0	24.0	150	15000	brnowl	Barn Owl	0.1498
10	Spectrogram 1	1	24.0	27.0	150	15000	brnowl	Barn Owl	0.1702
11	Spectrogram 1	1	33.0	36.0	150	15000	brnowl	Barn Owl	0.1673
12	Spectrogram 1	1	39.0	42.0	150	15000	brnowl	Barn Owl	0.1551
13	Spectrogram 1	1	42.0	45.0	150	15000	brnowl	Barn Owl	0.1225
14	Spectrogram 1	1	45.0	48.0	150	15000	brnowl	Barn Owl	0.1761
15	Spectrogram 1	1	51.0	54.0	150	15000	brnowl	Barn Owl	0.1213
16	Spectrogram 1	1	54.0	57.0	150	15000	brnowl	Barn Owl	0.1614
