Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	3.0	6.0	150	15000	blackc1	Eurasian Blackcap	0.8700
2	Spectrogram 1	1	3.0	6.0	150	15000	garwar1	Garden Warbler	0.1512
3	Spectrogram 1	1	6.0	9.0	150	15000	blackc1	Eurasian Blackcap	0.8864
4	Spectrogram 1	1	6.0	9.0	150	15000	webwar1	Western Bonelli's Warbler	0.1183
5	Spectrogram 1	1	9.0	12.0	150	15000	eupfly1	European Pied Flycatcher	0.1732
6	Spectrogram 1	1	9.0	12.0	150	15000	blackc1	Eurasian Blackcap	0.1153
7	Spectrogram 1	1	12.0	15.0	150	15000	blackc1	Eurasian Blackcap	0.4018
8	Spectrogram 1	1	12.0	15.0	150	15000	spofly1	Spotted Flycatcher	0.1977
9	Spectrogram 1	1	12.0	15.0	150	15000	yellow2	Yellowhammer	0.1679
10	Spectrogram 1	1	12.0	15.0	150	15000	cirbun1	Cirl Bunting	0.1634
11	Spectrogram 1	1	12.0	15.0	150	15000	eugori2	Eurasian Golden Oriole	0.1484
12	Spectrogram 1	1	12.0	15.0	150	15000	webwar1	Western Bonelli's Warbler	0.1408
13	Spectrogram 1	1	15.0	18.0	150	15000	gretit1	Great Tit	0.3886
14	Spectrogram 1	1	18.0	21.0	150	15000	blackc1	Eurasian Blackcap	0.3270
15	Spectrogram 1	1	18.0	21.0	150	15000	webwar1	Western Bonelli's Warbler	0.2197
16	Spectrogram 1	1	18.0	21.0	150	15000	eugori2	Eurasian Golden Oriole	0.2045
17	Spectrogram 1	1	18.0	21.0	150	15000	cirbun1	Cirl Bunting	0.1228
18	Spectrogram 1	1	24.0	27.0	150	15000	webwar1	Western Bonelli's Warbler	0.1901
19	Spectrogram 1	1	24.0	27.0	150	15000	eugori2	Eurasian Golden Oriole	0.1694
20	Spectrogram 1	1	24.0	27.0	150	15000	cirbun1	Cirl Bunting	0.1381
21	Spectrogram 1	1	27.0	30.0	150	15000	blackc1	Eurasian Blackcap	0.2799
22	Spectrogram 1	1	27.0	30.0	150	15000	eugori2	Eurasian Golden Oriole	0.1916
23	Spectrogram 1	1	27.0	30.0	150	15000	cirbun1	Cirl Bunting	0.1898
24	Spectrogram 1	1	27.0	30.0	150	15000	webwar1	Western Bonelli's Warbler	0.1897
25	Spectrogram 1	1	27.0	30.0	150	15000	firecr1	Common Firecrest	0.1347
26	Spectrogram 1	1	30.0	33.0	150	15000	webwar1	Western Bonelli's Warbler	0.1146
27	Spectrogram 1	1	30.0	33.0	150	15000	eugori2	Eurasian Golden Oriole	0.1069
28	Spectrogram 1	1	33.0	36.0	150	15000	webwar1	Western Bonelli's Warbler	0.1047
29	Spectrogram 1	1	33.0	36.0	150	15000	cirbun1	Cirl Bunting	0.1020
30	Spectrogram 1	1	36.0	39.0	150	15000	webwar1	Western Bonelli's Warbler	0.1021
31	Spectrogram 1	1	45.0	48.0	150	15000	eugori2	Eurasian Golden Oriole	0.1106
32	Spectrogram 1	1	48.0	51.0	150	15000	eugori2	Eurasian Golden Oriole	0.1112
33	Spectrogram 1	1	51.0	54.0	150	15000	eugori2	Eurasian Golden Oriole	0.1096
34	Spectrogram 1	1	51.0	54.0	150	15000	cirbun1	Cirl Bunting	0.1018
35	Spectrogram 1	1	57.0	60.0	150	15000	gretit1	Great Tit	0.1340
36	Spectrogram 1	1	57.0	60.0	150	15000	blutit	Eurasian Blue Tit	0.1320
37	Spectrogram 1	1	57.0	60.0	150	15000	wooshr1	Woodchat Shrike	0.1117
38	Spectrogram 1	1	57.0	60.0	150	15000	melwar1	Melodious Warbler	0.1063
