Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	9.0	12.0	150	15000	trepip	Tree Pipit	0.9997
2	Spectrogram 1	1	18.0	21.0	150	15000	trepip	Tree Pipit	0.9983
3	Spectrogram 1	1	21.0	24.0	150	15000	trepip	Tree Pipit	0.9999
4	Spectrogram 1	1	24.0	27.0	150	15000	dunnoc1	Dunnock	0.3345
5	Spectrogram 1	1	30.0	33.0	150	15000	trepip	Tree Pipit	0.3790
6	Spectrogram 1	1	33.0	36.0	150	15000	trepip	Tree Pipit	0.9799
7	Spectrogram 1	1	39.0	42.0	150	15000	dunnoc1	Dunnock	0.9742
8	Spectrogram 1	1	42.0	45.0	150	15000	trepip	Tree Pipit	0.9984
9	Spectrogram 1	1	48.0	51.0	150	15000	dunnoc1	Dunnock	0.9760
10	Spectrogram 1	1	51.0	54.0	150	15000	trepip	Tree Pipit	0.1591
11	Spectrogram 1	1	54.0	57.0	150	15000	trepip	Tree Pipit	0.9998
12	Spectrogram 1	1	57.0	60.0	150	15000	trepip	Tree Pipit	0.1317
