"confidence_threshold","TP","FP","TN","FN","TPR","FPR","recall","precision","F_score1","F_score2","F_score3"
0.1,270,776,30064,563,0.324129651860744,0.0251621271076524,0.324129651860744,0.258126195028681,0.28738690792975,0.261255620695543,0.258647671981258
0.11,264,698,30139,572,0.315789473684211,0.0226351460907352,0.315789473684211,0.274428274428274,0.293659621802002,0.276559033768795,0.274784616018797
0.12,258,640,30197,578,0.308612440191388,0.0207542886791841,0.308612440191388,0.287305122494432,0.29757785467128,0.288476716653512,0.287501654971535
0.13,251,591,30246,585,0.300239234449761,0.0191652884521841,0.300239234449761,0.298099762470309,0.299165673420739,0.298224769359799,0.298120795898208
0.14,247,547,30288,591,0.294749403341289,0.0177395816442354,0.294749403341289,0.311083123425693,0.302696078431373,0.310072367449417,0.310912535207757
0.15,241,510,30323,599,0.286904761904762,0.0165407193591282,0.286904761904762,0.320905459387483,0.302954116907605,0.318683883011823,0.320529365288386
0.16,239,477,30357,600,0.284862932061979,0.0154699357851722,0.284862932061979,0.333798882681564,0.307395498392283,0.330459536396909,0.333232098731346
0.17,236,441,30392,604,0.280952380952381,0.0143028573281873,0.280952380952381,0.348596750369276,0.311140408701384,0.343728581220014,0.347767726874818
0.18,230,403,30430,610,0.273809523809524,0.013070411572017,0.273809523809524,0.363349131121643,0.312287847929396,0.356491611962072,0.362176488930465
0.19,223,376,30457,617,0.26547619047619,0.0121947264294749,0.26547619047619,0.37228714524207,0.30993745656706,0.363679969301612,0.370810009878169
0.2,215,358,30474,626,0.255648038049941,0.0116113129216399,0.255648038049941,0.37521815008726,0.304101838755304,0.36517134578879,0.37348858808758
0.21,210,338,30493,632,0.249406175771971,0.0109629917939736,0.249406175771971,0.383211678832117,0.302158273381295,0.371488033298647,0.381186873225261
0.22,206,320,30509,638,0.244075829383886,0.0103798371663045,0.244075829383886,0.391634980988593,0.300729927007299,0.378185745140389,0.389304692762518
0.23,204,312,30516,641,0.241420118343195,0.0101206695212145,0.241420118343195,0.395348837209302,0.299779573842763,0.381057026700363,0.392868719611021
0.24,199,294,30534,646,0.235502958579882,0.00953678474114441,0.235502958579882,0.403651115618661,0.29745889387145,0.38738119775564,0.400817628876259
0.25,195,277,30550,651,0.230496453900709,0.00898562948065008,0.230496453900709,0.413135593220339,0.295902883156297,0.394736842105263,0.409919660325521
