"confidence_threshold","TP","FP","TN","FN","TPR","FPR","rec_recall","rec_precision","F_score1","F_score2","F_score3","id_precision","id_recall","id_FPR"
0.1,305,243,38468,758,0.28692380056444,0.00627728552607786,0.28692380056444,0.556569343065693,0.378646803227809,0.527413284508188,0.551438340225194,0.396097645224809,0.0508315305307127,0.00194344718699182
0.11,294,209,38501,770,0.276315789473684,0.00539912167398605,0.276315789473684,0.584493041749503,0.375239310784939,0.548507462686567,0.578109181527918,0.417967698002121,0.0491927885451007,0.00167348477288367
0.12,289,177,38529,779,0.27059925093633,0.00457293442877073,0.27059925093633,0.620171673819742,0.376792698826597,0.57637259502581,0.612339514978602,0.447514417055768,0.0480312858197736,0.00146809647434758
0.13,276,152,38554,792,0.258426966292135,0.00392703973544153,0.258426966292135,0.644859813084112,0.368983957219251,0.592723597776655,0.635451809975381,0.476739716302987,0.0465900069076645,0.00132108323177014
0.14,274,133,38573,794,0.256554307116105,0.00343615976851134,0.256554307116105,0.673218673218673,0.371525423728814,0.614511873350923,0.662564642788738,0.504652554964698,0.0454803935334694,0.00121200001943245
0.15,266,120,38586,802,0.249063670411985,0.00310029452798016,0.249063670411985,0.689119170984456,0.365887207702889,0.624240750966317,0.677271352223455,0.513289529680243,0.0449461157944583,0.00108259408464475
0.16,263,110,38596,805,0.24625468164794,0.00284193665064848,0.24625468164794,0.705093833780161,0.365024288688411,0.635446276293348,0.692321726438699,0.519837221045236,0.0444560678538077,0.00104194157903878
0.17,257,102,38603,812,0.240411599625819,0.00263531843431081,0.240411599625819,0.715877437325905,0.359943977591036,0.641274034933216,0.702128810625118,0.528011572999151,0.0427670225903201,0.00102780367621714
0.18,253,94,38610,817,0.236448598130841,0.0024286895411327,0.236448598130841,0.729106628242075,0.357092448835568,0.649501661129568,0.714369583449818,0.52455507415685,0.041792880741161,0.0010055521107132
0.19,249,85,38619,821,0.232710280373832,0.00219615543613063,0.232710280373832,0.745508982035928,0.354700854700855,0.659962581852198,0.729590948651001,0.547234191313732,0.0409459451454609,0.000975061547782236
0.2,245,80,38623,826,0.228758169934641,0.00206702322817353,0.228758169934641,0.753846153846154,0.351002865329513,0.664168394195503,0.737094516100205,0.566193338070556,0.0405031667284072,0.000900239284194888
0.21,238,74,38629,833,0.222222222222222,0.00191199648606051,0.222222222222222,0.762820512820513,0.344179320318149,0.667326406069602,0.744879303399337,0.586543721454207,0.0398504404051881,0.000854281477775555
0.22,233,63,38639,839,0.217350746268657,0.00162782285153222,0.217350746268657,0.787162162162162,0.340643274853801,0.681990358126722,0.767247000521648,0.615272853303256,0.0391027902702101,0.000757809097895074
0.23,228,59,38643,844,0.212686567164179,0.0015244690196889,0.212686567164179,0.794425087108014,0.335540838852097,0.684322033898305,0.77347843611447,0.627249957474905,0.0385382303597921,0.000746339071127608
0.24,224,56,38646,848,0.208955223880597,0.00144695364580642,0.208955223880597,0.8,0.331360946745562,0.685878962536023,0.778205833791965,0.639729957890493,0.0379980701233345,0.000722112094173023
0.25,219,51,38651,853,0.204291044776119,0.00131776135600227,0.204291044776119,0.811111111111111,0.326378539493294,0.690467359050445,0.787938159019664,0.654764049654423,0.0373944312079549,0.00066080919308308
0.26,219,47,38655,853,0.204291044776119,0.00121440752415896,0.204291044776119,0.823308270676692,0.327354260089686,0.698761261261261,0.799327840416305,0.678087794821666,0.0371047607707978,0.000643456862962732
0.27,216,46,38656,856,0.201492537313433,0.00118856906619813,0.201492537313433,0.824427480916031,0.32383808095952,0.697568389057751,0.799941331768847,0.673949206531174,0.0367459978989652,0.000652917076607061
0.28,213,46,38656,859,0.198694029850746,0.00118856906619813,0.198694029850746,0.822393822393822,0.320060105184072,0.694210122699386,0.7976049236245,0.673087499931762,0.0363985320625163,0.00065157474741561
0.29,209,43,38659,863,0.194962686567164,0.00111105369231564,0.194962686567164,0.829365079365079,0.31570996978852,0.696120689655172,0.803478989037759,0.676193817241314,0.0345323635654206,0.00063375190961964
0.3,207,36,38666,865,0.193097014925373,0.00093018448658984,0.193097014925373,0.851851851851852,0.314828897338403,0.709475806451613,0.824018603184613,0.689106214170085,0.0344266864422395,0.000592495932164516
0.31,202,33,38669,870,0.188432835820896,0.000852669112707354,0.188432835820896,0.859574468085106,0.309104820198929,0.71067880794702,0.830294644310598,0.70345260594892,0.0339976691362473,0.00055597257892743
0.32,198,30,38672,874,0.184701492537313,0.000775153738824867,0.184701492537313,0.868421052631579,0.304615384615385,0.713135593220339,0.837717828418231,0.705477065265719,0.0337146175354993,0.000523436312957527
0.33,197,30,38672,875,0.183768656716418,0.000775153738824867,0.183768656716418,0.86784140969163,0.303310238645112,0.711947278911565,0.836993101127377,0.706182485034262,0.0335682980859514,0.000486299063740716
0.34,192,30,38672,880,0.17910447761194,0.000775153738824867,0.17910447761194,0.864864864864865,0.296754250386399,0.705882352941177,0.833276039876246,0.688299786552348,0.0321622983250121,0.000489557281010541
0.35,191,29,38673,881,0.178171641791045,0.000749315280864038,0.178171641791045,0.868181818181818,0.295665634674923,0.707099303135888,0.836121705963939,0.700303044824749,0.0319396963659897,0.000487292145766234
0.36,186,28,38674,886,0.173507462686567,0.000723476822903209,0.173507462686567,0.869158878504673,0.289269051321928,0.703291814946619,0.835973656105376,0.694520051207066,0.0314398317924312,0.00047144326169217
0.37,185,27,38675,887,0.172574626865672,0.00069763836494238,0.172574626865672,0.872641509433962,0.28816199376947,0.704525089605735,0.838945761494253,0.695740860446743,0.0310944223195551,0.000478959758658224
