"recording_id","initial_time","final_time","species","confidence","correct_identification"
"1","24","27","Strix aluco","0.7","TRUE"
"1","30","33","Strix aluco","0.7013","TRUE"
"1","42","45","Luscinia megarhynchos","0.1242","TRUE"
"2","12","15","Cuculus canorus","0.2037","FALSE"
"2","15","18","Cuculus canorus","0.157","FALSE"
"2","24","27","Cuculus canorus","0.1725","FALSE"
"2","45","48","Athene noctua","0.1112","FALSE"
"2","51","54","Coturnix coturnix","0.51","FALSE"
"2","54","57","Cuculus canorus","0.1982","FALSE"
"3","0","3","Charadrius dubius","0.1238","FALSE"
"4","0","3","Luscinia megarhynchos","0.9413","TRUE"
"4","3","6","Luscinia megarhynchos","0.4164","TRUE"
"4","6","9","Luscinia megarhynchos","0.1073","TRUE"
"4","9","12","Luscinia megarhynchos","0.9889","TRUE"
"4","12","15","Luscinia megarhynchos","0.9983","TRUE"
"4","15","18","Luscinia megarhynchos","0.7442","TRUE"
"4","18","21","Luscinia megarhynchos","0.7887","TRUE"
"4","18","21","Phoenicurus phoenicurus","0.2596","FALSE"
"4","21","24","Luscinia megarhynchos","0.8979","TRUE"
"4","24","27","Luscinia megarhynchos","0.9816","TRUE"
"4","27","30","Luscinia megarhynchos","0.8484","TRUE"
"4","30","33","Luscinia megarhynchos","0.9809","TRUE"
"4","33","36","Luscinia megarhynchos","0.9939","TRUE"
"4","36","39","Luscinia megarhynchos","0.9222","TRUE"
"4","36","39","Phoenicurus phoenicurus","0.2061","FALSE"
"4","39","42","Luscinia megarhynchos","0.4495","TRUE"
"4","42","45","Luscinia megarhynchos","0.9082","TRUE"
"4","42","45","Phoenicurus phoenicurus","0.171","FALSE"
"4","45","48","Luscinia megarhynchos","0.9749","TRUE"
"4","48","51","Luscinia megarhynchos","0.9104","TRUE"
"4","51","54","Luscinia megarhynchos","0.9723","TRUE"
"4","54","57","Luscinia megarhynchos","0.9813","TRUE"
"4","54","57","Phoenicurus phoenicurus","0.317","FALSE"
"4","57","60","Luscinia megarhynchos","0.9659","TRUE"
"5","9","12","Athene noctua","0.3186","FALSE"
"5","30","33","Luscinia megarhynchos","0.2679","TRUE"
"5","39","42","Luscinia megarhynchos","0.1142","TRUE"
"5","42","45","Athene noctua","0.1033","FALSE"
"5","45","48","Luscinia megarhynchos","0.1665","TRUE"
"5","51","54","Athene noctua","0.2132","FALSE"
"5","54","57","Luscinia megarhynchos","0.5971","TRUE"
"5","54","57","Athene noctua","0.1153","FALSE"
"6","0","3","Jynx torquilla","0.9938","TRUE"
"6","3","6","Jynx torquilla","0.9955","TRUE"
