"recording_id","confidence_threshold","TP","FP","TN","FN","TPR","FPR","recall","precision","F_score1","F_score2","F_score3"
1,0.1,2,12,162,0,1,0.0689655172413793,1,0.142857142857143,0.25,0.150442477876106,0.144079885877318
1,0.11,2,11,163,0,1,0.0632183908045977,1,0.153846153846154,0.266666666666667,0.161904761904762,0.155145929339478
1,0.12,2,8,166,0,1,0.0459770114942529,1,0.2,0.333333333333333,0.209876543209877,0.201596806387226
1,0.13,2,6,168,0,1,0.0344827586206897,1,0.25,0.4,0.261538461538462,0.251870324189526
1,0.14,2,6,168,0,1,0.0344827586206897,1,0.25,0.4,0.261538461538462,0.251870324189526
1,0.15,2,5,169,0,1,0.028735632183908,1,0.285714285714286,0.444444444444444,0.298245614035088,0.287749287749288
1,0.16,2,4,170,0,1,0.0229885057471264,1,0.333333333333333,0.5,0.346938775510204,0.335548172757475
1,0.17,1,3,171,1,0.5,0.0172413793103448,0.5,0.25,0.333333333333333,0.257575757575758,0.251243781094527
1,0.18,1,2,172,1,0.5,0.0114942528735632,0.5,0.333333333333333,0.4,0.34,0.334437086092715
1,0.19,1,2,172,1,0.5,0.0114942528735632,0.5,0.333333333333333,0.4,0.34,0.334437086092715
1,0.2,1,2,172,1,0.5,0.0114942528735632,0.5,0.333333333333333,0.4,0.34,0.334437086092715
1,0.21,1,2,172,1,0.5,0.0114942528735632,0.5,0.333333333333333,0.4,0.34,0.334437086092715
1,0.22,1,2,172,1,0.5,0.0114942528735632,0.5,0.333333333333333,0.4,0.34,0.334437086092715
1,0.23,1,1,173,1,0.5,0.00574712643678161,0.5,0.5,0.5,0.5,0.5
1,0.24,1,1,173,1,0.5,0.00574712643678161,0.5,0.5,0.5,0.5,0.5
1,0.25,1,1,173,1,0.5,0.00574712643678161,0.5,0.5,0.5,0.5,0.5
1,0.26,1,1,173,1,0.5,0.00574712643678161,0.5,0.5,0.5,0.5,0.5
1,0.27,1,0,174,1,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.990196078431373
1,0.28,1,0,174,1,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.990196078431373
1,0.29,1,0,174,1,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.990196078431373
1,0.3,1,0,174,1,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.990196078431373
1,0.31,1,0,174,1,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.990196078431373
1,0.32,1,0,174,1,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.990196078431373
1,0.33,1,0,174,1,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.990196078431373
1,0.34,1,0,174,1,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.990196078431373
1,0.35,1,0,174,1,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.990196078431373
1,0.36,1,0,174,1,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.990196078431373
1,0.37,1,0,174,1,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.990196078431373
1,0.38,1,0,174,1,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.990196078431373
1,0.39,1,0,174,1,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.990196078431373
1,0.4,1,0,174,1,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.990196078431373
1,0.41,1,0,174,1,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.990196078431373
1,0.42,1,0,174,1,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.990196078431373
1,0.43,1,0,174,1,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.990196078431373
1,0.44,1,0,174,1,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.990196078431373
1,0.45,1,0,174,1,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.990196078431373
1,0.46,1,0,174,1,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.990196078431373
1,0.47,1,0,174,1,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.990196078431373
1,0.48,1,0,174,1,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.990196078431373
1,0.49,1,0,174,1,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.990196078431373
1,0.5,1,0,174,1,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.990196078431373
1,0.51,1,0,174,1,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.990196078431373
1,0.52,1,0,174,1,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.990196078431373
1,0.53,1,0,174,1,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.990196078431373
1,0.54,1,0,174,1,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.990196078431373
1,0.55,1,0,174,1,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.990196078431373
1,0.56,1,0,174,1,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.990196078431373
1,0.57,1,0,174,1,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.990196078431373
1,0.58,1,0,174,1,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.990196078431373
1,0.59,1,0,174,1,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.990196078431373
1,0.6,1,0,174,1,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.990196078431373
1,0.61,1,0,174,1,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.990196078431373
1,0.62,1,0,174,1,0.5,0,0.5,1,0.666666666666667,0.944444444444444,0.990196078431373
