"recording_id","initial_time","final_time","species","confidence","correct_identification"
"1","0","3","Emberiza schoeniclus","0.1231","FALSE"
"1","0","3","Tachybaptus ruficollis","0.1201","FALSE"
"1","0","3","Anas platyrhynchos","0.1021","FALSE"
"1","1","4","Anas platyrhynchos","0.1601","FALSE"
"1","2","5","Burhinus oedicnemus","0.1271","FALSE"
"1","2","5","Anas platyrhynchos","0.1011","FALSE"
"1","3","6","Anas platyrhynchos","0.2207","FALSE"
"1","3","6","Chroicocephalus ridibundus","0.1042","FALSE"
"1","4","7","Anas platyrhynchos","0.1143","FALSE"
"1","5","8","Anas platyrhynchos","0.1436","FALSE"
"1","6","9","Burhinus oedicnemus","0.1292","FALSE"
"1","7","10","Chroicocephalus ridibundus","0.1246","FALSE"
"1","8","11","Burhinus oedicnemus","0.1108","FALSE"
"1","8","11","Athene noctua","0.1048","FALSE"
"1","9","12","Burhinus oedicnemus","0.1591","FALSE"
"1","9","12","Athene noctua","0.1233","FALSE"
"1","10","13","Burhinus oedicnemus","0.1198","FALSE"
"1","11","14","Chroicocephalus ridibundus","0.1307","FALSE"
"1","11","14","Athene noctua","0.1135","FALSE"
"1","12","15","Tachybaptus ruficollis","0.1223","FALSE"
"1","12","15","Athene noctua","0.1203","FALSE"
"1","12","15","Chroicocephalus ridibundus","0.1062","FALSE"
"1","12","15","Falco tinnunculus","0.1036","FALSE"
"1","13","16","Chroicocephalus ridibundus","0.1161","FALSE"
"1","15","18","Chroicocephalus ridibundus","0.1406","FALSE"
"1","15","18","Anas platyrhynchos","0.103","FALSE"
"1","16","19","Athene noctua","0.1483","FALSE"
"1","17","20","Chroicocephalus ridibundus","0.1193","FALSE"
"1","17","20","Falco tinnunculus","0.1115","FALSE"
"1","17","20","Burhinus oedicnemus","0.1087","FALSE"
"1","17","20","Athene noctua","0.1051","FALSE"
"1","18","21","Burhinus oedicnemus","0.1108","FALSE"
"1","18","21","Anthus pratensis","0.1091","FALSE"
"1","19","22","Emberiza schoeniclus","0.1015","FALSE"
"1","20","23","Falco tinnunculus","0.1038","FALSE"
"1","21","24","Burhinus oedicnemus","0.1644","FALSE"
"1","21","24","Coturnix coturnix","0.136","FALSE"
"1","22","25","Coturnix coturnix","0.1538","FALSE"
"1","23","26","Burhinus oedicnemus","0.1468","FALSE"
"1","24","27","Strix aluco","0.4205","TRUE"
"1","24","27","Burhinus oedicnemus","0.1292","FALSE"
"1","24","27","Athene noctua","0.1119","FALSE"
"1","25","28","Strix aluco","0.4214","TRUE"
"1","25","28","Burhinus oedicnemus","0.1191","FALSE"
"1","25","28","Athene noctua","0.1075","FALSE"
"1","26","29","Strix aluco","0.7002","TRUE"
"1","27","30","Burhinus oedicnemus","0.1168","FALSE"
"1","28","31","Anas platyrhynchos","0.1042","FALSE"
"1","29","32","Coturnix coturnix","0.1356","FALSE"
"1","30","33","Strix aluco","0.4664","TRUE"
"1","30","33","Burhinus oedicnemus","0.1722","FALSE"
"1","31","34","Strix aluco","0.509","TRUE"
"1","31","34","Burhinus oedicnemus","0.267","FALSE"
"1","32","35","Strix aluco","0.396","TRUE"
