"habitat","confidence_threshold","TP","FP","TN","FN","TPR","FPR","recall","precision","F_score1","F_score2","F_score3"
"alpine meadow",0.1,77,864,7473,46,0.626016260162602,0.10363440086362,0.626016260162602,0.0818278427205101,0.144736842105263,0.0862375650569866,0.0825382337645798
"alpine meadow",0.11,74,710,7627,49,0.601626016260163,0.0851625284874655,0.601626016260163,0.0943877551020408,0.163175303197354,0.0993131759690534,0.0951823032741999
"alpine meadow",0.12,74,602,7735,49,0.601626016260163,0.072208228379513,0.601626016260163,0.109467455621302,0.18523153942428,0.115001371240516,0.110361324808411
"alpine meadow",0.13,73,513,7823,51,0.588709677419355,0.0615403071017274,0.588709677419355,0.12457337883959,0.205633802816901,0.130631578947368,0.125553436414413
"alpine meadow",0.14,72,432,7900,56,0.5625,0.0518482957273164,0.5625,0.142857142857143,0.227848101265823,0.1494140625,0.143920202659911
"alpine meadow",0.15,70,368,7964,58,0.546875,0.0441670667306769,0.546875,0.159817351598174,0.247349823321555,0.166760089686099,0.160945183026771
"alpine meadow",0.16,66,302,8031,61,0.519685039370079,0.0362414496579863,0.519685039370079,0.179347826086957,0.266666666666667,0.186533665835411,0.180518319928508
"alpine meadow",0.17,65,251,8082,62,0.511811023622047,0.0301212048481939,0.511811023622047,0.205696202531646,0.293453724604966,0.213196990160139,0.206921549468907
"alpine meadow",0.18,63,207,8126,64,0.496062992125984,0.0248409936397456,0.496062992125984,0.233333333333333,0.317380352644836,0.240836519001574,0.23456335016773
"alpine meadow",0.19,61,177,8155,67,0.4765625,0.021243398943831,0.4765625,0.256302521008403,0.333333333333333,0.263465447154472,0.257480775660314
"alpine meadow",0.2,58,158,8174,70,0.453125,0.0189630340854537,0.453125,0.268518518518519,0.337209302325581,0.275111607142857,0.269606038291605
"alpine meadow",0.21,56,136,8196,72,0.4375,0.0163226116178589,0.4375,0.291666666666667,0.35,0.2975,0.292632450331126
"alpine meadow",0.22,56,115,8217,72,0.4375,0.0138022083533365,0.4375,0.327485380116959,0.374581939799331,0.332402234636871,0.328302762944045
"alpine meadow",0.23,56,106,8226,72,0.4375,0.0127220355256841,0.4375,0.345679012345679,0.386206896551724,0.35,0.34639882410583
"alpine meadow",0.24,56,89,8242,73,0.434108527131783,0.0106829912375465,0.434108527131783,0.386206896551724,0.408759124087591,0.388730093915884,0.386629297969786
"alpine meadow",0.25,51,77,8254,78,0.395348837209302,0.00924258792461889,0.395348837209302,0.3984375,0.396887159533074,0.398254478640331,0.398406682651404
"alpine meadow",0.26,50,67,8264,79,0.387596899224806,0.00804225183051254,0.387596899224806,0.427350427350427,0.40650406504065,0.424787606196902,0.426916899146166
"alpine meadow",0.27,48,59,8272,81,0.372093023255814,0.00708198295522746,0.372093023255814,0.448598130841121,0.406779661016949,0.443237370994025,0.447686767014498
"alpine meadow",0.28,47,53,8278,82,0.364341085271318,0.00636178129876365,0.364341085271318,0.47,0.410480349344978,0.462116830537883,0.468654358771843
"alpine meadow",0.29,45,47,8284,84,0.348837209302326,0.00564157964229984,0.348837209302326,0.489130434782609,0.407239819004525,0.477826358525921,0.487190481294887
"alpine meadow",0.3,45,41,8290,84,0.348837209302326,0.00492137798583603,0.348837209302326,0.523255813953488,0.418604651162791,0.508305647840532,0.520678199106427
"alpine meadow",0.31,45,39,8292,84,0.348837209302326,0.00468131076701476,0.348837209302326,0.535714285714286,0.422535211267606,0.519348268839104,0.532887794583187
"alpine meadow",0.32,45,36,8295,84,0.348837209302326,0.00432120993878286,0.348837209302326,0.555555555555556,0.428571428571429,0.536842105263158,0.552314983594605
"alpine meadow",0.33,44,33,8298,85,0.341085271317829,0.00396110911055095,0.341085271317829,0.571428571428571,0.427184466019417,0.549595885378398,0.56763315876868
"alpine meadow",0.34,44,27,8304,85,0.341085271317829,0.00324090745408714,0.341085271317829,0.619718309859155,0.44,0.591304347826087,0.614746161294785
"alpine meadow",0.35,44,22,8309,85,0.341085271317829,0.00264073940703397,0.341085271317829,0.666666666666667,0.451282051282051,0.631223628691983,0.660425026006836
"alpine meadow",0.36,40,21,8310,89,0.310077519379845,0.00252070579762333,0.310077519379845,0.655737704918033,0.421052631578947,0.615384615384615,0.648579226200032
"alpine meadow",0.37,40,19,8312,89,0.310077519379845,0.00228063857880206,0.310077519379845,0.677966101694915,0.425531914893617,0.633737185461323,0.670094543041964
"alpine meadow",0.38,39,17,8314,90,0.302325581395349,0.00204057135998079,0.302325581395349,0.696428571428571,0.421621621621622,0.646829268292683,0.687554547041369
"alpine meadow",0.39,39,15,8316,90,0.302325581395349,0.00180050414115952,0.302325581395349,0.722222222222222,0.426229508196721,0.667673716012084,0.712425393380358
"alpine meadow",0.4,39,12,8319,90,0.302325581395349,0.00144040331292762,0.302325581395349,0.764705882352941,0.433333333333333,0.701587301587302,0.753298909925416
"alpine meadow",0.41,39,12,8319,90,0.302325581395349,0.00144040331292762,0.302325581395349,0.764705882352941,0.433333333333333,0.701587301587302,0.753298909925416
"alpine meadow",0.42,38,10,8321,91,0.294573643410853,0.00120033609410635,0.294573643410853,0.791666666666667,0.429378531073446,0.720178372352285,0.778656928383039
"alpine meadow",0.43,38,9,8322,91,0.294573643410853,0.00108030248469571,0.294573643410853,0.808510638297872,0.431818181818182,0.733257661748014,0.794781528266722
"alpine meadow",0.44,38,8,8323,91,0.294573643410853,0.00096026887528508,0.294573643410853,0.826086956521739,0.434285714285714,0.746820809248555,0.811588073588497
"alpine meadow",0.45,38,6,8325,91,0.294573643410853,0.00072020165646381,0.294573643410853,0.863636363636364,0.439306358381503,0.775510204081633,0.847427688231398
"alpine meadow",0.46,37,6,8325,92,0.286821705426357,0.00072020165646381,0.286821705426357,0.86046511627907,0.430232558139535,0.769889840881273,0.843757055768797
"alpine meadow",0.47,36,6,8325,93,0.27906976744186,0.00072020165646381,0.27906976744186,0.857142857142857,0.421052631578947,0.764044943820225,0.83991683991684
"alpine meadow",0.48,35,5,8326,94,0.271317829457364,0.000600168047053175,0.271317829457364,0.875,0.414201183431953,0.773732119635891,0.856139501089852
"alpine meadow",0.49,35,5,8326,94,0.271317829457364,0.000600168047053175,0.271317829457364,0.875,0.414201183431953,0.773732119635891,0.856139501089852
"alpine meadow",0.5,35,4,8327,94,0.271317829457364,0.00048013443764254,0.271317829457364,0.897435897435897,0.416666666666667,0.790172642762284,0.877388930255646
"alpine meadow",0.51,34,4,8327,95,0.263565891472868,0.00048013443764254,0.263565891472868,0.894736842105263,0.407185628742515,0.784260515603799,0.874013743955205
"alpine meadow",0.52,32,3,8328,97,0.248062015503876,0.000360100828231905,0.248062015503876,0.914285714285714,0.390243902439024,0.78955007256894,0.890603472030863
"alpine meadow",0.53,32,2,8329,97,0.248062015503876,0.00024006721882127,0.248062015503876,0.941176470588235,0.392638036809816,0.808320950965825,0.915840181354491
"alpine meadow",0.54,32,0,8331,97,0.248062015503876,0,0.248062015503876,1,0.397515527950311,0.848673946957878,0.970862120756984
"alpine meadow",0.55,32,0,8331,97,0.248062015503876,0,0.248062015503876,1,0.397515527950311,0.848673946957878,0.970862120756984
"alpine meadow",0.56,30,0,8331,99,0.232558139534884,0,0.232558139534884,1,0.377358490566038,0.83743842364532,0.968360498561841
"alpine meadow",0.57,30,0,8331,99,0.232558139534884,0,0.232558139534884,1,0.377358490566038,0.83743842364532,0.968360498561841
"alpine meadow",0.58,30,0,8331,99,0.232558139534884,0,0.232558139534884,1,0.377358490566038,0.83743842364532,0.968360498561841
"alpine meadow",0.59,30,0,8331,99,0.232558139534884,0,0.232558139534884,1,0.377358490566038,0.83743842364532,0.968360498561841
"alpine meadow",0.6,30,0,8331,99,0.232558139534884,0,0.232558139534884,1,0.377358490566038,0.83743842364532,0.968360498561841
"alpine meadow",0.61,30,0,8331,99,0.232558139534884,0,0.232558139534884,1,0.377358490566038,0.83743842364532,0.968360498561841
"alpine meadow",0.62,30,0,8331,99,0.232558139534884,0,0.232558139534884,1,0.377358490566038,0.83743842364532,0.968360498561841
"alpine meadow",0.63,30,0,8331,99,0.232558139534884,0,0.232558139534884,1,0.377358490566038,0.83743842364532,0.968360498561841
"alpine meadow",0.64,29,0,8331,100,0.224806201550388,0,0.224806201550388,1,0.367088607594937,0.831365935919056,0.966985803895675
"alpine meadow",0.65,27,0,8331,102,0.209302325581395,0,0.209302325581395,1,0.346153846153846,0.818181818181818,0.963944856839873
"alpine meadow",0.66,26,0,8331,103,0.201550387596899,0,0.201550387596899,1,0.335483870967742,0.811009174311927,0.962257237083181
"alpine meadow",0.67,25,0,8331,104,0.193798449612403,0,0.193798449612403,1,0.324675324675325,0.803402646502836,0.96044123240776
"alpine meadow",0.68,25,0,8331,104,0.193798449612403,0,0.193798449612403,1,0.324675324675325,0.803402646502836,0.96044123240776
"alpine meadow",0.69,24,0,8331,105,0.186046511627907,0,0.186046511627907,1,0.313725490196078,0.795321637426901,0.958481613285884
"alpine meadow",0.7,22,0,8331,107,0.170542635658915,0,0.170542635658915,1,0.291390728476821,0.777546777546777,0.954057535422928
"alpine meadow",0.71,22,0,8331,107,0.170542635658915,0,0.170542635658915,1,0.291390728476821,0.777546777546777,0.954057535422928
"alpine meadow",0.72,21,0,8331,108,0.162790697674419,0,0.162790697674419,1,0.28,0.767741935483871,0.951547779273217
"alpine meadow",0.73,20,0,8331,109,0.155038759689922,0,0.155038759689922,1,0.268456375838926,0.757238307349666,0.948802254579615
"alpine meadow",0.74,20,0,8331,109,0.155038759689922,0,0.155038759689922,1,0.268456375838926,0.757238307349666,0.948802254579615
"alpine meadow",0.75,17,0,8331,112,0.131782945736434,0,0.131782945736434,1,0.232876712328767,0.72069825436409,0.938764352104975
"alpine meadow",0.76,16,0,8331,113,0.124031007751938,0,0.124031007751938,1,0.220689655172414,0.706493506493507,0.934644303065356
"alpine meadow",0.77,16,0,8331,113,0.124031007751938,0,0.124031007751938,1,0.220689655172414,0.706493506493507,0.934644303065356
"alpine meadow",0.78,15,0,8331,114,0.116279069767442,0,0.116279069767442,1,0.208333333333333,0.691056910569106,0.930018416206261
"alpine meadow",0.79,14,1,8331,114,0.109375,0.000120019203072492,0.109375,0.933333333333333,0.195804195804196,0.646739130434782,0.868550368550368
