Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	0	3.0	150	15000	carcro1	Carrion Crow	0.2063
2	Spectrogram 1	1	0	3.0	150	15000	eurhob	Eurasian Hobby	0.1121
3	Spectrogram 1	1	0	3.0	150	15000	reebun	Reed Bunting	0.1024
4	Spectrogram 1	1	3.0	6.0	150	15000	alpswi1	Alpine Swift	0.1830
5	Spectrogram 1	1	3.0	6.0	150	15000	eurlin1	Eurasian Linnet	0.1670
6	Spectrogram 1	1	6.0	9.0	150	15000	carcro1	Carrion Crow	0.2443
7	Spectrogram 1	1	6.0	9.0	150	15000	comcha	Common Chaffinch	0.2440
8	Spectrogram 1	1	6.0	9.0	150	15000	grewhi1	Greater Whitethroat	0.1292
9	Spectrogram 1	1	6.0	9.0	150	15000	yellow2	Yellowhammer	0.1150
10	Spectrogram 1	1	6.0	9.0	150	15000	sarwar1	Sardinian Warbler	0.1144
11	Spectrogram 1	1	6.0	9.0	150	15000	eurlin1	Eurasian Linnet	0.1093
12	Spectrogram 1	1	6.0	9.0	150	15000	trepip	Tree Pipit	0.1007
13	Spectrogram 1	1	9.0	12.0	150	15000	carcro1	Carrion Crow	0.3555
14	Spectrogram 1	1	9.0	12.0	150	15000	mallar3	Mallard	0.1776
15	Spectrogram 1	1	9.0	12.0	150	15000	eurjay1	Eurasian Jay	0.1200
16	Spectrogram 1	1	12.0	15.0	150	15000	alpswi1	Alpine Swift	0.1108
17	Spectrogram 1	1	15.0	18.0	150	15000	carcro1	Carrion Crow	0.2905
18	Spectrogram 1	1	18.0	21.0	150	15000	carcro1	Carrion Crow	0.3400
19	Spectrogram 1	1	18.0	21.0	150	15000	trepip	Tree Pipit	0.2614
20	Spectrogram 1	1	18.0	21.0	150	15000	yellow2	Yellowhammer	0.2312
21	Spectrogram 1	1	18.0	21.0	150	15000	comcha	Common Chaffinch	0.1599
22	Spectrogram 1	1	18.0	21.0	150	15000	reebun	Reed Bunting	0.1361
23	Spectrogram 1	1	21.0	24.0	150	15000	comcha	Common Chaffinch	0.3558
24	Spectrogram 1	1	21.0	24.0	150	15000	trepip	Tree Pipit	0.1893
25	Spectrogram 1	1	21.0	24.0	150	15000	webwar1	Western Bonelli's Warbler	0.1668
