"confidence_threshold","TP","FP","TN","FN","TPR","FPR","rec_recall","rec_precision","F_score1","F_score2","F_score3","id_precision","id_recall","id_FPR"
0.1,251,86,38618,819,0.234579439252336,0.00222199255890864,0.234579439252336,0.744807121661721,0.356787491115849,0.66032188177035,0.729105550762151,0.540004724348599,0.0404096873559967,0.000987827704449423
0.11,246,80,38623,825,0.2296918767507,0.00206702322817353,0.2296918767507,0.754601226993865,0.352183249821045,0.665182121838715,0.737905022125865,0.566245119346447,0.0399243744121924,0.000913355434680711
0.12,239,75,38628,832,0.223155929038282,0.00193783427641268,0.223155929038282,0.761146496815287,0.345126353790614,0.666611977030353,0.743401804687259,0.577487654685134,0.0391932170926845,0.000916343154777135
0.13,233,63,38639,839,0.217350746268657,0.00162782285153222,0.217350746268657,0.787162162162162,0.340643274853801,0.681990358126722,0.767247000521648,0.614912102942506,0.0384395513479598,0.00076012853875825
0.14,228,59,38643,844,0.212686567164179,0.0015244690196889,0.212686567164179,0.794425087108014,0.335540838852097,0.684322033898305,0.77347843611447,0.627249957474905,0.0379936099715267,0.000746671470057786
0.15,224,57,38645,848,0.208955223880597,0.00147279210376725,0.208955223880597,0.797153024911032,0.331116038433112,0.683908045977011,0.775538187302893,0.638715587645354,0.0373647610872794,0.000729319048779564
0.16,219,51,38651,853,0.204291044776119,0.00131776135600227,0.204291044776119,0.811111111111111,0.326378539493294,0.690467359050445,0.787938159019664,0.654764049654423,0.036786937444643,0.00066056630575089
0.17,219,48,38654,853,0.204291044776119,0.00124024598211979,0.204291044776119,0.820224719101124,0.327109783420463,0.696669161676647,0.796449661529598,0.667551253860778,0.0365391349090532,0.000649769601913953
0.18,216,46,38656,856,0.201492537313433,0.00118856906619813,0.201492537313433,0.824427480916031,0.32383808095952,0.697568389057751,0.799941331768847,0.67395748604765,0.036234108155272,0.000642410978739905
0.19,215,46,38656,857,0.200559701492537,0.00118856906619813,0.200559701492537,0.823754789272031,0.32258064516129,0.696455792682927,0.799168261445606,0.673844120360514,0.0360015720078204,0.000651031120978966
0.2,211,45,38657,861,0.196828358208955,0.0011627306082373,0.196828358208955,0.82421875,0.317771084337349,0.694078947368421,0.799002699460108,0.670127572791507,0.0341645062619759,0.000632816548443958
0.21,208,43,38659,864,0.194029850746269,0.00111105369231564,0.194029850746269,0.828685258964143,0.314436885865457,0.69496855345912,0.802689897600489,0.676154853672251,0.0339151354179109,0.000639329052585788
0.22,207,36,38666,865,0.193097014925373,0.00093018448658984,0.193097014925373,0.851851851851852,0.314828897338403,0.709475806451613,0.824018603184613,0.689106214170085,0.0338430039718466,0.000592562221459484
0.23,203,34,38668,869,0.189365671641791,0.000878507570668183,0.189365671641791,0.856540084388186,0.310160427807487,0.709498355263158,0.827668335217181,0.703234911765708,0.0334633049748931,0.000598804842313532
0.24,199,33,38669,873,0.185634328358209,0.000852669112707354,0.185634328358209,0.857758620689655,0.30521472392638,0.707148829431438,0.828073500329598,0.70404983037818,0.0331859425852793,0.000555423551851666
0.25,198,30,38672,874,0.184701492537313,0.000775153738824867,0.184701492537313,0.868421052631579,0.304615384615385,0.713135593220339,0.837717828418231,0.706247914826208,0.0331045453462368,0.000482461777589188
0.26,196,30,38672,876,0.182835820895522,0.000775153738824867,0.182835820895522,0.867256637168142,0.302003081664099,0.710750853242321,0.836262250760392,0.705607772390584,0.0328286774653317,0.000480725433111222
0.27,192,30,38672,880,0.17910447761194,0.000775153738824867,0.17910447761194,0.864864864864865,0.296754250386399,0.705882352941177,0.833276039876246,0.688299786552348,0.0316089803331013,0.000489648178697922
0.28,191,29,38673,881,0.178171641791045,0.000749315280864038,0.178171641791045,0.868181818181818,0.295665634674923,0.707099303135888,0.836121705963939,0.700964420486125,0.0314252775472901,0.000487383742666595
0.29,188,29,38673,884,0.175373134328358,0.000749315280864038,0.175373134328358,0.866359447004608,0.291698991466253,0.703345070422535,0.833831020551555,0.694593215923174,0.0310333807799966,0.000515783398596069
0.3,185,28,38674,887,0.172574626865672,0.000723476822903209,0.172574626865672,0.868544600938967,0.287937743190661,0.702008928571429,0.835195780439836,0.694520051207066,0.0307708245039853,0.000474106191109889
0.31,185,27,38675,887,0.172574626865672,0.00069763836494238,0.172574626865672,0.872641509433962,0.28816199376947,0.704525089605735,0.838945761494253,0.695740860446743,0.0305587812390498,0.000479071736929064
