"recording_id","initial_time","final_time","species","confidence","correct_identification"
"1","24","27","Strix aluco","0.7809","TRUE"
"1","30","33","Strix aluco","0.7825","TRUE"
"2","12","15","Cuculus canorus","0.1145","FALSE"
"2","51","54","Coturnix coturnix","0.515","FALSE"
"2","54","57","Cuculus canorus","0.1094","FALSE"
"4","0","3","Luscinia megarhynchos","0.9847","TRUE"
"4","3","6","Luscinia megarhynchos","0.376","TRUE"
"4","9","12","Luscinia megarhynchos","0.9988","TRUE"
"4","12","15","Luscinia megarhynchos","0.9999","TRUE"
"4","15","18","Luscinia megarhynchos","0.8323","TRUE"
"4","18","21","Luscinia megarhynchos","0.8782","TRUE"
"4","18","21","Phoenicurus phoenicurus","0.1719","FALSE"
"4","21","24","Luscinia megarhynchos","0.9631","TRUE"
"4","24","27","Luscinia megarhynchos","0.9974","TRUE"
"4","27","30","Luscinia megarhynchos","0.9298","TRUE"
"4","30","33","Luscinia megarhynchos","0.9973","TRUE"
"4","33","36","Luscinia megarhynchos","0.9995","TRUE"
"4","36","39","Luscinia megarhynchos","0.9761","TRUE"
"4","36","39","Phoenicurus phoenicurus","0.1168","FALSE"
"4","39","42","Luscinia megarhynchos","0.4246","TRUE"
"4","42","45","Luscinia megarhynchos","0.9688","TRUE"
"4","45","48","Luscinia megarhynchos","0.9959","TRUE"
"4","48","51","Luscinia megarhynchos","0.97","TRUE"
"4","51","54","Luscinia megarhynchos","0.9952","TRUE"
"4","54","57","Luscinia megarhynchos","0.9974","TRUE"
"4","54","57","Phoenicurus phoenicurus","0.2402","FALSE"
"4","57","60","Luscinia megarhynchos","0.9934","TRUE"
"5","9","12","Athene noctua","0.2423","FALSE"
"5","30","33","Luscinia megarhynchos","0.1812","TRUE"
"5","51","54","Athene noctua","0.1236","FALSE"
"5","54","57","Luscinia megarhynchos","0.6434","TRUE"
"6","0","3","Jynx torquilla","0.9995","TRUE"
"6","3","6","Jynx torquilla","0.9997","TRUE"
"6","6","9","Jynx torquilla","1","TRUE"
"6","9","12","Jynx torquilla","0.9873","TRUE"
"6","12","15","Jynx torquilla","0.9995","TRUE"
"6","18","21","Jynx torquilla","0.9997","TRUE"
"6","21","24","Jynx torquilla","0.9995","TRUE"
"6","24","27","Jynx torquilla","0.9999","TRUE"
"6","27","30","Jynx torquilla","0.985","TRUE"
"6","30","33","Jynx torquilla","0.9999","TRUE"
"6","33","36","Jynx torquilla","0.8642","TRUE"
"6","36","39","Jynx torquilla","0.9972","TRUE"
"6","39","42","Jynx torquilla","0.9997","TRUE"
"6","45","48","Jynx torquilla","0.999","TRUE"
"6","48","51","Jynx torquilla","0.9996","TRUE"
"6","54","57","Jynx torquilla","1","TRUE"
"6","57","60","Jynx torquilla","0.853","TRUE"
"8","6","9","Hippolais polyglotta","0.3625","TRUE"
"8","9","12","Hippolais polyglotta","0.1803","TRUE"
"8","15","18","Hippolais polyglotta","0.6802","TRUE"
"8","18","21","Sylvia borin","0.5399","FALSE"
"8","33","36","Aegithalos caudatus","0.1324","FALSE"
"8","36","39","Streptopelia turtur","0.2713","TRUE"
"8","39","42","Streptopelia turtur","0.8923","TRUE"
"8","42","45","Hippolais polyglotta","0.2665","TRUE"
"8","45","48","Hippolais polyglotta","0.8909","TRUE"
"8","57","60","Carduelis carduelis","0.1469","FALSE"
"9","9","12","Columba palumbus","0.1528","TRUE"
"9","9","12","Hippolais polyglotta","0.1314","TRUE"
"9","12","15","Hippolais polyglotta","0.7662","TRUE"
"9","24","27","Hippolais polyglotta","0.891","TRUE"
"9","27","30","Hippolais polyglotta","0.9888","TRUE"
"9","57","60","Sylvia atricapilla","0.142","TRUE"
"10","9","12","Carduelis carduelis","0.1152","FALSE"
"10","15","18","Saxicola rubicola","0.3991","TRUE"
"10","24","27","Saxicola rubicola","0.9302","TRUE"
"10","24","27","Prunella modularis","0.1568","FALSE"
"10","33","36","Picus viridis","0.9969","TRUE"
"10","42","45","Picus viridis","0.8238","TRUE"
"10","45","48","Picus viridis","0.6281","TRUE"
"10","48","51","Picus viridis","0.9157","TRUE"
"10","51","54","Picus viridis","0.9913","TRUE"
"10","54","57","Picus viridis","0.9998","TRUE"
"11","15","18","Luscinia megarhynchos","0.4753","TRUE"
"12","24","27","Coturnix coturnix","0.1124","FALSE"
"12","33","36","Alauda arvensis","0.1361","TRUE"
"12","36","39","Pica pica","0.8659","TRUE"
"12","51","54","Pica pica","0.6838","TRUE"
"13","15","18","Corvus corone","0.1253","TRUE"
"15","9","12","Sylvia atricapilla","0.9448","TRUE"
"15","12","15","Sylvia atricapilla","0.5942","TRUE"
"15","24","27","Sylvia atricapilla","0.9915","TRUE"
"15","36","39","Sylvia atricapilla","0.5444","TRUE"
"15","48","51","Sylvia atricapilla","0.9763","TRUE"
"15","51","54","Sylvia atricapilla","0.5825","TRUE"
"16","51","54","Luscinia megarhynchos","0.1486","TRUE"
"17","6","9","Phylloscopus collybita","0.259","TRUE"
