"habitat","confidence_threshold","TP","FP","TN","FN","TPR","FPR","recall","precision","F_score1","F_score2","F_score3"
"alpine meadow",0.1,43,16,8315,86,0.333333333333333,0.00192053775057016,0.333333333333333,0.728813559322034,0.457446808510638,0.681267474370923,0.720351633770111
"alpine meadow",0.11,43,15,8316,86,0.333333333333333,0.00180050414115952,0.333333333333333,0.741379310344828,0.459893048128342,0.691579943235572,0.732501264968798
"alpine meadow",0.12,41,14,8317,88,0.317829457364341,0.00168047053174889,0.317829457364341,0.745454545454545,0.445652173913043,0.690782953419227,0.735654645585362
"alpine meadow",0.13,41,11,8320,88,0.317829457364341,0.00132036970351698,0.317829457364341,0.788461538461538,0.453038674033149,0.72528616024974,0.77706886845562
"alpine meadow",0.14,41,9,8322,88,0.317829457364341,0.00108030248469571,0.317829457364341,0.82,0.458100558659218,0.7502691065662,0.807369857672061
"alpine meadow",0.15,40,9,8322,89,0.310077519379845,0.00108030248469571,0.310077519379845,0.816326530612245,0.449438202247191,0.744797371303395,0.803340624378604
"alpine meadow",0.16,40,6,8325,89,0.310077519379845,0.00072020165646381,0.310077519379845,0.869565217391304,0.457142857142857,0.786127167630058,0.854303235356312
"alpine meadow",0.17,40,6,8325,89,0.310077519379845,0.00072020165646381,0.310077519379845,0.869565217391304,0.457142857142857,0.786127167630058,0.854303235356312
"alpine meadow",0.18,40,6,8325,89,0.310077519379845,0.00072020165646381,0.310077519379845,0.869565217391304,0.457142857142857,0.786127167630058,0.854303235356312
"alpine meadow",0.19,40,6,8325,89,0.310077519379845,0.00072020165646381,0.310077519379845,0.869565217391304,0.457142857142857,0.786127167630058,0.854303235356312
"alpine meadow",0.2,40,6,8325,89,0.310077519379845,0.00072020165646381,0.310077519379845,0.869565217391304,0.457142857142857,0.786127167630058,0.854303235356312
"alpine meadow",0.21,40,6,8325,89,0.310077519379845,0.00072020165646381,0.310077519379845,0.869565217391304,0.457142857142857,0.786127167630058,0.854303235356312
"alpine meadow",0.22,40,5,8326,89,0.310077519379845,0.000600168047053175,0.310077519379845,0.888888888888889,0.459770114942529,0.800942285041225,0.872758695182545
"alpine meadow",0.23,40,5,8326,89,0.310077519379845,0.000600168047053175,0.310077519379845,0.888888888888889,0.459770114942529,0.800942285041225,0.872758695182545
"alpine meadow",0.24,40,5,8326,89,0.310077519379845,0.000600168047053175,0.310077519379845,0.888888888888889,0.459770114942529,0.800942285041225,0.872758695182545
"alpine meadow",0.25,40,5,8326,89,0.310077519379845,0.000600168047053175,0.310077519379845,0.888888888888889,0.459770114942529,0.800942285041225,0.872758695182545
"alpine meadow",0.26,38,5,8326,91,0.294573643410853,0.000600168047053175,0.294573643410853,0.883720930232558,0.441860465116279,0.790697674418605,0.866561300519305
"alpine meadow",0.27,37,5,8326,92,0.286821705426357,0.000600168047053175,0.286821705426357,0.880952380952381,0.432748538011696,0.785268414481898,0.863247863247863
"alpine meadow",0.28,37,5,8326,92,0.286821705426357,0.000600168047053175,0.286821705426357,0.880952380952381,0.432748538011696,0.785268414481898,0.863247863247863
"alpine meadow",0.29,36,5,8326,93,0.27906976744186,0.000600168047053175,0.27906976744186,0.878048780487805,0.423529411764706,0.779617834394904,0.859777725230551
"alpine meadow",0.3,35,5,8326,94,0.271317829457364,0.000600168047053175,0.271317829457364,0.875,0.414201183431953,0.773732119635891,0.856139501089852
"alpine meadow",0.31,35,5,8326,94,0.271317829457364,0.000600168047053175,0.271317829457364,0.875,0.414201183431953,0.773732119635891,0.856139501089852
"alpine meadow",0.32,35,5,8326,94,0.271317829457364,0.000600168047053175,0.271317829457364,0.875,0.414201183431953,0.773732119635891,0.856139501089852
