Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	0	3.0	150	15000	eugori2	Eurasian Golden Oriole	0.1127
2	Spectrogram 1	1	0	3.0	150	15000	cetwar1	Cetti's Warbler	0.1033
3	Spectrogram 1	1	0	3.0	150	15000	trepip	Tree Pipit	0.1031
4	Spectrogram 1	1	3.0	6.0	150	15000	blackc1	Eurasian Blackcap	0.2329
5	Spectrogram 1	1	3.0	6.0	150	15000	eugori2	Eurasian Golden Oriole	0.1562
6	Spectrogram 1	1	3.0	6.0	150	15000	garwar1	Garden Warbler	0.1488
7	Spectrogram 1	1	3.0	6.0	150	15000	cirbun1	Cirl Bunting	0.1487
8	Spectrogram 1	1	3.0	6.0	150	15000	melwar1	Melodious Warbler	0.1464
9	Spectrogram 1	1	3.0	6.0	150	15000	webwar1	Western Bonelli's Warbler	0.1439
10	Spectrogram 1	1	3.0	6.0	150	15000	comred2	Common Redstart	0.1412
11	Spectrogram 1	1	3.0	6.0	150	15000	grewhi1	Greater Whitethroat	0.1323
12	Spectrogram 1	1	3.0	6.0	150	15000	sarwar1	Sardinian Warbler	0.1048
13	Spectrogram 1	1	6.0	9.0	150	15000	blackc1	Eurasian Blackcap	0.1476
14	Spectrogram 1	1	9.0	12.0	150	15000	shttre1	Short-toed Treecreeper	0.2108
15	Spectrogram 1	1	9.0	12.0	150	15000	webwar1	Western Bonelli's Warbler	0.1879
16	Spectrogram 1	1	9.0	12.0	150	15000	cirbun1	Cirl Bunting	0.1543
17	Spectrogram 1	1	9.0	12.0	150	15000	trepip	Tree Pipit	0.1306
18	Spectrogram 1	1	9.0	12.0	150	15000	comkin1	Common Kingfisher	0.1234
19	Spectrogram 1	1	9.0	12.0	150	15000	redkit1	Red Kite	0.1152
20	Spectrogram 1	1	9.0	12.0	150	15000	reebun	Reed Bunting	0.1105
21	Spectrogram 1	1	9.0	12.0	150	15000	eugori2	Eurasian Golden Oriole	0.1091
22	Spectrogram 1	1	9.0	12.0	150	15000	blakit1	Black Kite	0.1060
