Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	4.0	7.0	150	15000	blackc1	Eurasian Blackcap	0.2833
2	Spectrogram 1	1	14.0	17.0	150	15000	melwar1	Melodious Warbler	0.1305
3	Spectrogram 1	1	16.0	19.0	150	15000	blackc1	Eurasian Blackcap	0.5547
4	Spectrogram 1	1	28.0	31.0	150	15000	blackc1	Eurasian Blackcap	0.4045
5	Spectrogram 1	1	34.0	37.0	150	15000	eutdov	European Turtle-Dove	0.5932
6	Spectrogram 1	1	36.0	39.0	150	15000	eutdov	European Turtle-Dove	0.6613
7	Spectrogram 1	1	36.0	39.0	150	15000	blackc1	Eurasian Blackcap	0.2673
8	Spectrogram 1	1	38.0	41.0	150	15000	eutdov	European Turtle-Dove	0.4987
9	Spectrogram 1	1	40.0	43.0	150	15000	eutdov	European Turtle-Dove	0.2864
10	Spectrogram 1	1	42.0	45.0	150	15000	eutdov	European Turtle-Dove	0.1814
11	Spectrogram 1	1	42.0	45.0	150	15000	blackc1	Eurasian Blackcap	0.1018
12	Spectrogram 1	1	44.0	47.0	150	15000	eutdov	European Turtle-Dove	0.4015
13	Spectrogram 1	1	54.0	57.0	150	15000	blackc1	Eurasian Blackcap	0.4198
14	Spectrogram 1	1	56.0	59.0	150	15000	blackc1	Eurasian Blackcap	0.1785
