Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	15.0	18.0	150	15000	blackc1	Eurasian Blackcap	0.1607
2	Spectrogram 1	1	27.0	30.0	150	15000	garwar1	Garden Warbler	0.1344
3	Spectrogram 1	1	33.0	36.0	150	15000	eutdov	European Turtle-Dove	0.4584
4	Spectrogram 1	1	36.0	39.0	150	15000	eutdov	European Turtle-Dove	0.6613
5	Spectrogram 1	1	36.0	39.0	150	15000	blackc1	Eurasian Blackcap	0.2673
6	Spectrogram 1	1	39.0	42.0	150	15000	eutdov	European Turtle-Dove	0.4734
7	Spectrogram 1	1	42.0	45.0	150	15000	eutdov	European Turtle-Dove	0.1814
8	Spectrogram 1	1	42.0	45.0	150	15000	blackc1	Eurasian Blackcap	0.1018
9	Spectrogram 1	1	45.0	48.0	150	15000	eutdov	European Turtle-Dove	0.3512
10	Spectrogram 1	1	54.0	57.0	150	15000	blackc1	Eurasian Blackcap	0.4198
